,ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName
11389,3808.01,CAND,3.675027,2.3056646,10517.28885,19.877964,1517.360553,6305.0,4.18,1.4902101,96.250314,33.032134,TBD,
11390,3809.01,CAND,3.6346303,2.728,25220.0,13.6402,1067.0,5058.0,4.51,0.85,100.288738,48.861378,TBD,
11392,3811.01,CAND,2.9594671,0.711,2050.0,6.76124,738.0,5560.0,4.28,1.19,95.549232,83.861194,TBD,
11393,3812.01,CAND,3.884894,2.8084299,18292.77673,12.0641499,1031.9833,5382.2,4.51,0.89315,112.194386,34.185355,TBD,
11394,3813.01,CAND,3.7176072,3.0907311,10717.14767,13.1442548,1372.151316,6268.0,4.34,1.23586,118.060044,31.64694,TBD,
11395,3814.01,CAND,4.9511615,4.0,8780.0,13.7082,1343.0,5914.0,4.16,1.44,139.838463,66.803273,TBD,
11397,3816.01,CAND,1.0363186,1.366,6010.0,16.0825,2481.0,6180.0,4.4,1.14,128.861632,67.128369,TBD,
11398,3817.01,CAND,4.8531656,4.67,4700.0,14.3503,1586.0,6313.0,3.9,2.06,107.504711,70.976379,TBD,
11399,3818.01,CAND,3.2359505,3.509,12120.0,15.2047,1577.0,5800.1,4.19,1.35,121.591887,42.19247,TBD,
11400,3819.01,CAND,3.244035,2.7221997,5553.598509,12.7947175,1567.827553,5999.0,4.1,1.5585901,121.863257,29.388645,TBD,
11401,3820.01,CAND,5.4296025,2.8467117,7576.428727,18.7495122,1505.500721,6403.0,4.01,1.86967,115.641632,28.807132,TBD,
11403,3822.01,CAND,3.1233983,2.746,15620.0,13.5242,1335.0,5376.0,4.37,1.04,104.603337,59.972981,TBD,
11404,3823.01,CAND,0.684853,1.025,1440.0,4.13203,2037.0,6385.1,4.47,1.1,127.033706,56.431077,TBD,
11405,3825.01,CAND,7.1395744,1.603,10060.0,11.4561,743.0,5886.6,4.38,1.11,151.255619,40.341064,TBD,
11406,3826.01,CAND,4.980927,3.326,27080.0,17.0764,1087.0,5545.7,4.39,1.04,149.876935,36.99245,TBD,
11407,3829.01,CAND,2.9145602,3.043,13730.0,12.9637,1360.0,5385.0,4.33,1.09,137.421232,31.292423,TBD,
11408,3830.01,CAND,3.2493582,1.845,8710.0,9.97001,1015.0,5371.2,4.37,1.04,167.29495,49.955757,TBD,
11409,3832.01,CAND,24.0796924,4.29,8210.0,9.64339,627.0,5952.0,4.43,1.05,177.702227,75.20337,TBD,
11410,3833.01,CAND,0.4399538,0.803,5450.0,8.99567,1542.0,4423.0,4.19,1.1,153.155451,62.32946,TBD,
11411,3835.01,CAND,1.3461076,1.86,17060.0,14.5621,1662.0,5788.7,4.38,1.09,144.395927,28.24536,TBD,
11412,3837.01,CAND,11.892894,4.794,8250.0,11.3701,928.0,5773.9,4.28,1.21,152.666283,24.273121,TBD,
11413,3839.01,CAND,3.0191352,0.964,2580.0,8.31137,1013.0,6341.0,4.23,1.42,201.510769,74.758859,TBD,
11414,3840.01,CAND,3.6173338,3.173,5890.0,9.99657,1375.0,5788.0,4.24,1.28,151.293494,60.352093,TBD,
11415,3841.01,CAND,4.1114991,1.296,7660.0,17.4975,1032.0,6145.0,4.07,1.64,154.883363,48.353555,TBD,
11416,3842.01,CAND,3.6566206,2.557,21730.0,13.587,908.0,4489.2,4.37,0.91,133.977629,30.990348,TBD,
11417,3844.01,CAND,0.8963693,1.14,10960.0,13.6483,1616.0,5726.0,4.27,1.22,131.366244,35.617167,TBD,
11418,3845.01,CAND,2.1460405,2.103,13060.0,17.0292,1622.0,6046.0,4.19,1.41,140.462178,38.618961,TBD,
11419,3847.01,CAND,11.0777812,2.672,9390.0,10.4339,690.0,5623.0,4.39,1.06,160.404554,63.888592,TBD,
11420,3848.01,CAND,15.9537277,3.827,12940.0,9.54827,612.0,4798.0,4.51,0.82,170.68965,70.832276,TBD,
11421,3849.01,CAND,1.2220055,2.001,20590.0,14.2859,1610.0,5196.0,4.38,1.0,142.086945,66.950156,TBD,
11422,3850.01,CAND,14.4782877,3.641,11040.0,10.6772,749.0,6039.0,4.47,1.02,182.709445,66.952158,TBD,
11423,3851.01,CAND,3.3834185,2.906,1360.0,4.6943,1415.0,5838.0,4.28,1.23,150.380403,75.211897,TBD,
11424,3852.01,CAND,16.1016823,3.893,22660.0,13.7715,715.0,6010.0,4.56,0.92,171.789723,74.465349,TBD,
11425,3853.01,CAND,5.692095,3.099,1770.0,4.95347,1068.0,5648.0,4.34,1.12,170.673731,73.507923,TBD,
11426,3854.01,CAND,3.2692829,2.03,11490.0,10.0373,1134.0,5814.0,4.52,0.93,165.273412,73.068232,TBD,
11427,3855.01,CAND,3.4951687,1.8150445,17004.94845,12.2961371,905.1499957,4304.8,4.36,0.896045,135.496464,27.474953,TBD,
11428,3856.01,CAND,2.0434526,1.577,12970.0,13.2537,1260.0,5568.0,4.32,1.13,145.222922,27.950158,TBD,
11429,3857.01,CAND,3.2956376,2.487,20300.0,12.4635,983.0,4646.6,4.44,0.86,141.921026,46.214342,TBD,
11430,3858.01,CAND,16.5958363,4.415,1870.0,5.07923,844.0,6329.0,4.41,1.16,141.048951,64.318347,TBD,
11431,3859.01,CAND,1.8460997,1.706,3740.0,16.4485,2150.0,6123.9,4.16,1.48,168.926158,28.781025,TBD,
11433,3860.01,CAND,3.0010933,3.253,15370.0,15.0693,1631.0,6331.0,4.37,1.21,188.736692,49.994859,TBD,
11434,3861.01,CAND,1.7761504,0.516,5750.0,9.14783,749.0,4899.3,4.5,0.84,179.957207,11.864677,TBD,
11435,3862.01,CAND,1.5574176,1.364,4140.0,6.23062,1343.0,5564.4,4.46,0.93,185.900563,50.544625,TBD,
11436,3863.01,CAND,10.942524,4.786,8210.0,9.05226,913.0,5542.4,4.46,0.96,187.273217,31.654807,TBD,
11437,3866.01,CAND,2.1366743,2.475,16250.0,13.7068,1507.0,5570.0,4.41,1.03,192.736417,30.685937,TBD,
11438,3867.01,CAND,5.730962,1.697,9840.0,11.5659,790.0,5552.1,4.37,1.07,193.655288,47.066242,TBD,
11439,3868.01,CAND,18.565257,3.885,9040.0,7.83552,541.0,4671.0,4.51,0.79,203.567211,65.128389,TBD,
11440,3869.01,CAND,11.1981754,1.778,7980.0,17.2369,728.0,5682.2,4.02,1.63,176.611941,43.863572,TBD,
11441,3870.01,CAND,2.6292527,1.547,3390.0,8.36602,1225.0,5933.0,4.21,1.35,210.951072,64.270888,TBD,
11442,3871.01,CAND,4.7545202,2.191,12960.0,11.3677,974.0,5491.7,4.47,0.94,175.145084,28.549579,TBD,
11443,3872.01,CAND,4.4099575,2.414,6890.0,8.45273,1157.0,5726.0,4.46,0.99,162.38823,27.190538,TBD,
11444,3873.01,CAND,3.8951415,1.521,7870.0,14.8154,1200.0,6071.0,4.15,1.48,212.493524,70.06552,TBD,
11445,3874.01,CAND,5.5822561,1.51,8380.0,11.4721,786.0,5997.0,4.29,1.25,210.513462,71.32676,TBD,
11446,3875.01,CAND,6.0835764,2.402,9470.0,13.293,1048.0,5579.0,4.25,1.22,204.080277,68.517361,TBD,
11447,3876.01,CAND,6.584437,2.663,21800.0,14.3944,911.0,5852.0,4.49,0.97,193.898669,57.141015,TBD,
11448,3877.01,CAND,4.1225477,2.206,5760.0,12.0574,1115.0,5662.2,4.06,1.55,170.454473,33.991382,TBD,
11449,3878.01,CAND,0.8376195,1.108,1370.0,6.53165,1918.0,6322.5,4.13,1.6,184.351375,29.633535,TBD,
11450,3879.01,CAND,4.8075437,2.83,1730.0,4.08964,1064.0,5332.3,4.47,0.92,184.624586,34.897976,TBD,
11451,3880.01,CAND,2.1614819,1.076,6340.0,8.10367,899.0,4501.0,4.41,0.87,188.180754,34.49481,TBD,
11452,3881.01,CAND,3.3401441,2.516,4800.0,8.05754,1216.0,5508.5,4.31,1.14,196.844286,44.377372,TBD,
11453,3882.01,CAND,2.0690799,2.282,1920.0,6.35115,1632.0,6004.0,4.17,1.44,183.961977,47.427994,TBD,
11454,3884.01,CAND,4.548475,1.475,29570.0,5.55416,439.0,3192.0,4.92,0.3,181.571834,12.507026,TBD,
11455,3887.01,CAND,4.2442398,3.945,8890.0,14.8209,1449.0,6034.0,4.1,1.57,181.518741,41.471434,TBD,
11456,3888.01,CAND,5.330063,2.015,11190.0,8.64728,730.0,4773.0,4.52,0.8,184.759891,36.609641,TBD,
11457,3889.01,CAND,2.5227914,2.172,21190.0,12.4234,1199.0,5294.0,4.56,0.83,180.258934,55.846201,TBD,
11458,3890.01,CAND,0.6204046,1.035,1210.0,6.62267,2158.0,6294.0,4.03,1.78,171.711327,37.705235,TBD,
11459,3891.01,CAND,2.7688623,2.019,1270.0,3.36219,1180.0,5269.6,4.44,0.94,197.145209,55.051338,TBD,
11460,3892.01,CAND,4.5810803,3.596,12400.0,12.927,1202.0,5528.7,4.31,1.14,171.432632,18.118831,TBD,
11461,3893.01,CAND,4.5239953,2.037,3910.0,4.64115,771.0,4485.0,4.57,0.72,177.581251,37.916071,TBD,
11462,3894.01,CAND,4.3344527,3.547,9960.0,15.0548,1581.0,6314.8,4.21,1.43,201.374827,52.768104,TBD,
11463,3895.01,CAND,6.6723893,3.339,7780.0,9.81596,995.0,5614.5,4.35,1.11,169.689872,21.617204,TBD,
11464,3896.01,CAND,4.3773145,2.321,1510.0,2.85773,958.0,5127.0,4.63,0.75,187.93024,63.908546,TBD,
11465,3898.01,CAND,8.6856312,3.998,11620.0,11.6896,957.0,5693.8,4.35,1.12,199.816742,18.914216,TBD,
11466,3899.01,CAND,5.2077671,2.369,850.0,2.66176,966.0,5522.5,4.5,0.92,213.902139,57.821472,TBD,
11467,3901.01,CAND,9.5468517,2.339,19050.0,13.453,797.0,5834.0,4.54,0.91,218.336542,52.385972,TBD,
11468,3902.01,CAND,2.9408993,1.23,8910.0,9.97533,895.0,5464.2,4.44,0.97,216.757304,28.495762,TBD,
11469,3903.01,CAND,14.8492951,3.693,7700.0,8.99862,728.0,5296.6,4.43,0.96,202.906801,45.622497,TBD,
11470,3904.01,CAND,10.1613128,1.419,3120.0,8.94619,822.0,6297.0,4.34,1.24,211.700645,51.992007,TBD,
11471,3905.01,CAND,5.3598588,3.491,12030.0,11.5503,1183.0,5933.0,4.43,1.04,200.484638,40.26846,TBD,
11472,3906.01,CAND,0.6451051,0.588,3130.0,6.76028,1569.0,5436.3,4.52,0.88,198.244403,39.866992,TBD,
11473,3907.01,CAND,1.7213505,2.127,11600.0,10.4661,1405.0,5072.0,4.42,0.95,231.249864,57.815109,TBD,
11474,3908.01,CAND,1.4680665,1.049,1890.0,5.94758,1619.0,5433.0,4.33,1.1,206.782929,42.736035,TBD,
11475,3909.01,CAND,3.5115299,3.676,9550.0,13.4346,1473.0,5490.8,4.16,1.35,222.163355,53.834829,TBD,
11476,3910.01,CAND,5.7158482,2.574,21610.0,12.4823,911.0,5224.0,4.56,0.82,223.609501,59.101988,TBD,
11477,3911.01,CAND,9.351437,3.832,1750.0,7.39693,1414.0,5298.6,4.52,0.86,220.037779,54.137281,TBD,
11478,3912.01,CAND,3.4934251,3.522,9960.0,14.5733,1530.0,5779.5,4.15,1.42,215.801496,24.076564,TBD,
11479,3913.01,CAND,4.038425,1.268,8470.0,7.96013,597.0,4180.4,4.42,0.83,218.874035,48.083929,TBD,
11480,3914.01,CAND,6.7136512,3.541,11490.0,12.5036,1101.0,6179.1,4.39,1.15,193.595291,30.214364,TBD,
11481,3915.01,CAND,2.2013759,2.238,25630.0,13.4641,1260.0,5177.8,4.56,0.81,205.488716,17.300066,TBD,
11482,3916.01,CAND,3.401544,1.994,7610.0,9.59153,1218.0,6005.0,4.43,1.06,220.726649,41.368472,TBD,
11483,3918.01,CAND,3.0653625,2.216,6650.0,10.8494,1129.0,5236.0,4.12,1.35,210.205727,39.300051,TBD,
11484,3919.01,CAND,7.4331426,3.068,5660.0,10.0698,1022.0,6227.0,4.28,1.32,208.944753,40.391806,TBD,
11485,3920.01,CAND,2.317939,1.676,13140.0,15.7376,1442.0,5770.0,4.25,1.25,336.69079,57.434162,TBD,
11486,3922.01,CAND,3.8959764,1.81,22520.0,11.9822,870.0,5247.0,4.59,0.8,228.833287,40.267196,TBD,
11487,3927.01,CAND,4.4920446,3.268,18630.0,15.2333,1143.0,5353.0,4.34,1.08,342.661461,60.770111,TBD,
11488,3928.01,CAND,2.2035311,2.5,7070.0,13.0156,1639.0,6141.0,4.14,1.52,321.386565,61.812493,TBD,
11490,3931.01,CAND,7.6641849,4.0,8810.0,9.57473,1035.0,5694.0,4.41,1.04,296.833901,59.640713,TBD,
11493,3934.01,CAND,11.7510232,1.792,9540.0,17.3989,695.0,6571.0,4.12,1.68,336.858934,67.769354,TBD,
11494,3937.01,CAND,1.6923658,1.932,20400.0,12.9055,1369.0,5287.0,4.5,0.89,334.133015,66.860571,TBD,
11495,3938.01,CAND,2.8778095,2.824,4830.0,7.35828,1568.0,6131.0,4.46,1.05,333.663387,68.685313,TBD,
11496,3939.01,CAND,2.3466663,2.013,25440.0,12.1639,1009.0,4477.0,4.53,0.75,356.708389,66.860805,TBD,
11497,394.01,CAND,0.39149,0.746,578.202,5.95564,2976.0,6216.1,3.73,2.25,48.499479,-8.573851,TBD,
11498,3940.01,CAND,3.4893702,2.41,31200.0,13.0421,881.0,4315.0,4.57,0.71,356.886316,54.178308,TBD,
11499,3941.01,CAND,2.8817609,2.806,10140.0,14.0049,1509.0,6137.0,4.23,1.38,356.407097,55.225972,TBD,
11500,3942.01,CAND,3.1081084,1.273,5950.0,13.1239,1067.0,6413.0,4.17,1.55,355.725774,58.452426,TBD,
11501,3943.01,CAND,5.5618046,5.444,1960.0,10.2883,1506.0,5607.0,3.72,2.27,309.768437,61.459062,TBD,
11502,3945.01,CAND,4.4639512,1.475,4360.0,9.66352,813.0,5472.0,4.11,1.42,334.990313,62.656666,TBD,
11503,3946.01,CAND,5.7033411,3.039,14730.0,15.2151,1070.0,5933.0,4.28,1.24,334.013781,61.05756,TBD,
11505,3949.01,CAND,2.2297805,2.522,7840.0,10.4912,1556.0,5846.0,4.32,1.17,331.227588,64.463751,TBD,
11506,3950.01,CAND,3.4488133,3.069,14690.0,15.731,1385.0,5994.0,4.27,1.27,331.078789,61.627934,TBD,
11507,3951.01,CAND,2.1861681,2.382,8460.0,11.4849,1409.0,5342.0,4.22,1.24,330.715324,60.211838,TBD,
11508,3952.01,CAND,2.9897735,3.232,13900.0,18.8367,1728.0,6786.0,4.21,1.57,323.15288,67.911948,TBD,
11509,3954.01,CAND,3.4043334,0.701,8390.0,11.3079,663.0,5833.0,4.46,1.0,323.985128,61.209107,TBD,
11510,3955.01,CAND,3.1277591,2.246,13510.0,16.7256,1349.0,6457.0,4.25,1.41,346.156393,56.731648,TBD,
11511,3956.01,CAND,2.6686499,1.392,7220.0,13.3394,1286.0,5227.0,4.48,0.9,229.220096,51.397855,TBD,
11512,3957.01,CAND,1.5892048,1.554,3340.0,11.8493,1604.0,6227.0,3.91,2.0,315.263903,63.424275,TBD,
11513,3958.01,CAND,12.0319985,4.738,5160.0,10.0574,1019.0,6362.0,4.25,1.4,349.685957,63.250498,TBD,
11515,3960.01,CAND,3.2399651,2.829,18330.0,13.2489,1250.0,5521.0,4.45,0.97,238.857937,67.042986,TBD,
11517,3963.01,CAND,6.2333803,2.429,2570.0,8.52654,1142.0,6016.0,4.1,1.55,354.138342,60.526208,TBD,
11521,3970.01,CAND,10.5997596,5.375,4490.0,10.2235,1023.0,5647.0,4.08,1.51,296.066251,77.23545,TBD,
11522,3972.01,CAND,10.51135,3.148,15600.0,11.565,784.0,5908.0,4.54,0.92,9.305074,61.205097,TBD,
11523,3974.01,CAND,1.792224,1.683,18270.0,12.696,1201.0,5095.7,4.47,0.89,236.236361,45.627745,TBD,
11524,3975.01,CAND,9.4258906,2.406,4450.0,9.65497,824.0,4507.0,4.64,0.67,227.305873,44.700876,TBD,
11525,3976.01,CAND,6.6080989,3.928,6740.0,12.1125,1157.0,5993.0,4.12,1.5,224.356008,44.274322,TBD,
11526,3977.01,CAND,23.2575138,7.579,9350.0,10.9014,997.0,5627.0,4.55,0.88,231.126555,46.694516,TBD,
11527,3978.01,CAND,3.547237,4.48,6580.0,16.2823,1566.0,5548.0,3.82,2.02,11.370172,78.447722,TBD,
11528,3980.01,CAND,3.6088991,1.684,4640.0,11.4777,1011.0,5854.0,4.04,1.63,12.841937,59.575861,TBD,
11531,3984.01,CAND,4.3529162,1.96,22510.0,7.43426,552.0,3422.0,4.77,0.46,226.337147,36.786975,TBD,
11532,3988.01,CAND,2.8743661,4.106,3940.0,13.6794,1919.0,6334.0,3.86,2.17,8.508428,58.844293,TBD,
11534,3997.01,CAND,3.4599275,1.326,7060.0,12.4969,955.0,5997.0,4.21,1.37,3.392818,59.896534,TBD,
11535,3998.01,CAND,1.8144993,2.064,13300.0,14.4323,1753.0,5696.0,4.31,1.17,7.636991,56.331467,TBD,
11536,3999.01,CAND,4.112385,3.474,2110.0,9.65749,1361.0,5659.0,3.78,2.14,9.945507,62.393358,TBD,
11538,4001.01,CAND,4.8983933,2.734,2130.0,5.11295,1096.0,5696.0,4.37,1.09,2.528952,64.572568,TBD,
11539,4002.01,CAND,3.3379425,3.267,7200.0,18.493,1646.0,6274.0,3.86,2.15,2.335558,60.159078,TBD,
11540,4003.01,CAND,3.9606964,3.359,5880.0,10.6181,1541.0,6647.0,4.29,1.4,26.462243,63.924718,TBD,
11542,4008.01,CAND,2.8277716,2.091,690.0,4.42229,1499.0,6603.0,4.16,1.62,34.293884,70.39598,TBD,
11543,4009.01,CAND,4.3270884,2.348,5180.0,14.2796,1220.0,5994.0,3.92,1.91,12.779931,70.94581,TBD,
11544,4010.01,CAND,5.4135985,2.715,4640.0,6.12246,885.0,4888.0,4.45,0.88,20.21482,66.072201,TBD,
11545,4010.02,CAND,14.6866837,4.116,4690.0,6.39639,723.0,4888.0,4.45,0.88,20.21482,66.072201,TBD,
11546,4010.03,CAND,1.3479994,1.213,1180.0,3.31744,1238.0,4888.0,4.45,0.88,20.21482,66.072201,TBD,
11547,4011.01,CAND,4.3360232,3.394,9010.0,14.4394,1281.0,5815.0,4.1,1.51,24.601013,72.993169,TBD,
11548,4012.01,CAND,1.8254385,1.77,21270.0,11.6945,1029.0,4324.0,4.49,0.77,41.39883,66.359231,TBD,
11549,4013.01,CAND,2.6324434,4.036,3760.0,14.7429,1713.0,5407.0,3.64,2.42,25.79114,70.914425,TBD,
11550,4014.01,CAND,2.8048958,2.003,17120.0,13.8025,1242.0,5863.0,4.48,0.98,58.204664,68.777467,TBD,
11551,4015.01,CAND,4.7426569,3.112,13370.0,17.8436,1178.0,5947.0,4.12,1.51,53.419992,68.612667,TBD,
11553,4021.01,CAND,5.1174952,1.655,3350.0,13.7718,1173.0,6429.0,3.92,2.07,28.657722,64.569849,TBD,
11554,4024.01,CAND,6.3259763,5.611,4780.0,13.1831,1392.0,5842.0,3.9,1.9,335.627605,78.262333,TBD,
