,PlanetName,HostName,PlanetLetter,NumberOfStars,NumberOfPlanets,NumberOfMoons,DiscoveryYear,OrbitalPeriod,OrbitSemiMajorAxis,PlanetEarthRadius,PlanetJupiterRadius,PlanetEarthMass,PlanetJupiterMass,PlanetProvenance,PlanetDensity,PlanetEquilibriumTemperature,StellarEffectiveTemperature,StellarRadius,StellarMass,StellarMetallicity,StellarMetallicityRatio,StellarLuminosity,StellarSurfaceGravity,StellarAge,StellarDensity,RA[sexagesimal],RA[deg],Dec[sexagesimal],Dec[deg],GalacticLatitude,GalacticLongitude,EclipticLatitude,EclipticLongitude,TotalProperMotion,ProperMotion(RA),ProperMotion(Dec),Distance,Parallax
1133,Kepler-162 b,Kepler-162,b,1,2,0,2014,6.919798,0.069,1.26,0.112,2.13,0.00669,M-R relationship,5.85,961.0,5816.0,0.96,0.95,0.03,[Fe/H],0.155,4.44,3.02,1.64288,19h49m06.94s,297.2789115,+43d43m26.29s,43.7239693,8.91719,77.82088,62.82858,316.49534,9.1900702,-1.02936,-9.13224,855.641,1.14023
1134,Kepler-162 c,Kepler-162,c,1,2,0,2014,19.446355,0.137,3.03,0.27,9.43,0.0297,M-R relationship,1.86,681.0,5816.0,0.96,0.95,0.03,[Fe/H],0.155,4.44,3.02,0.93116,19h49m06.94s,297.2789115,+43d43m26.29s,43.7239693,8.91719,77.82088,62.82858,316.49534,9.1900702,-1.02936,-9.13224,855.641,1.14023
1135,Kepler-1621 b,Kepler-1621,b,1,1,0,2016,92.263714,0.4204,2.16,0.193,5.31,0.0167,M-R relationship,2.9,469.0,6158.0,1.24,1.15,0.03,[Fe/H],0.478,4.31,2.69,0.81792,19h50m21.25s,297.5885341,+43d50m28.30s,43.8411937,8.77976,78.03515,62.84621,317.04689,8.8388771,-1.34106,-8.73655,1631.66,0.584989
1136,Kepler-1622 b,Kepler-1622,b,1,1,0,2016,10.8118737,0.0994,1.47,0.131,2.76,0.00869,M-R relationship,4.77,922.0,6436.0,1.5,1.31,0.04,[Fe/H],0.373,4.2,2.19,0.82231,19h49m18.92s,297.3288329,+47d48m55.65s,47.815459,10.86809,81.47197,66.51191,320.67107,4.0317269,-3.95818,-0.766572,796.477,1.22675
1137,Kepler-1623 b,Kepler-1623,b,1,1,0,2016,4.36128348,0.0518,1.31,0.117,2.27,0.00714,M-R relationship,5.55,1000.0,5772.0,1.0,1.0,0.04,[Fe/H],-0.172,4.44,4.27,3.20972,19h36m19.85s,294.082697,+39d33m21.84s,39.5560655,9.02309,72.95966,59.8,308.71482,4.9936711,-2.32814,-4.41775,837.481,1.16562
1138,Kepler-1624 b,Kepler-1624,b,1,1,0,2016,3.29030452,0.0327,5.7,0.509,27.6,0.0867,M-R relationship,0.819,540.0,3636.0,0.47,0.5,0.06,[Fe/H],-1.323,4.78,4.47,4.32842,19h30m19.17s,292.5798564,+37d22m34.54s,37.3762616,9.05558,70.4517,58.08397,305.25079,30.3487034,-2.58046,-30.2388,258.979,3.83323
1139,Kepler-1625 b,Kepler-1625,b,1,1,0,2016,287.378949,0.8748,6.06,0.541,30.6,0.0962,M-R relationship,0.756,350.0,5677.0,0.94,0.96,0.01,[Fe/H],0.437,4.48,4.37,0.43238,19h41m43.04s,295.429322,+39d53m11.42s,39.8865068,8.26713,73.74999,59.76899,310.87437,5.2566557,-2.14501,-4.7991,2310.11,0.40645
1140,Kepler-1626 b,Kepler-1626,b,1,1,0,2016,4.13962966,0.0537,2.02,0.18,4.74,0.0149,M-R relationship,3.16,1352.0,6826.0,1.85,1.51,0.04,[Fe/H],0.611,4.08,1.55,0.98942,19h46m00.11s,296.5004384,+40d43m16.34s,40.7212069,7.95519,74.88682,60.26665,312.98874,6.1677723,-2.4397,-5.66474,1368.83,0.702119
1141,Kepler-1627 b,Kepler-1627,b,1,1,0,2016,7.20283653,0.0643,3.69,0.329,13.2,0.0415,M-R relationship,1.44,794.0,5445.0,0.84,0.87,-0.1,[Fe/H],-0.303,4.54,4.68,3.00576,18h56m13.60s,284.0566675,+41d34m36.22s,41.5767277,16.7796,71.5646,63.8334,294.33152,2.3258377,2.06451,-1.07113,317.437,3.12223
1142,Kepler-1629 b,Kepler-1629,b,1,1,0,2016,3.87595807,0.0485,0.77,0.069,0.381,0.0012,M-R relationship,4.59,1081.0,5776.0,1.01,1.01,0.05,[Fe/H],-0.134,4.44,4.27,2.09831,18h40m49.59s,280.2066276,+43d46m27.58s,43.7743281,20.19416,72.70897,66.55032,288.75535,4.6485697,3.17293,3.39731,336.09,2.94668
1143,Kepler-163 b,Kepler-163,b,1,2,0,2014,7.810937,0.078,1.05,0.094,1.16,0.00364,M-R relationship,5.51,906.0,5776.0,0.92,0.88,0.141,[M/H],-0.138,4.52,4.27,2.11347,19h40m00.66s,295.0027458,+46d59m14.42s,46.9873389,11.87083,79.97327,66.46044,316.21343,10.6877873,-9.7225,-4.43867,689.814,1.42108
1144,Kepler-163 c,Kepler-163,c,1,2,0,2014,21.347262,0.152,2.26,0.202,5.73,0.018,M-R relationship,2.73,648.0,5776.0,0.92,0.88,0.141,[M/H],-0.138,4.52,4.27,3.42751,19h40m00.66s,295.0027458,+46d59m14.42s,46.9873389,11.87083,79.97327,66.46044,316.21343,10.6877873,-9.7225,-4.43867,689.814,1.42108
1145,Kepler-1630 b,Kepler-1630,b,1,1,0,2016,509.997402,1.1218,2.19,0.195,5.43,0.0171,M-R relationship,2.84,182.0,4736.0,0.63,0.66,-0.46,[Fe/H],-0.646,4.66,5.01,7.73631,19h50m01.99s,297.5083004,+43d42m39.80s,43.7110543,8.76631,77.89166,62.75039,316.8163,26.5321482,-5.95252,25.8558,331.213,2.99043
1146,Kepler-1631 b,Kepler-1631,b,1,1,0,2016,4.09513932,0.0511,1.35,0.12,2.39,0.00752,M-R relationship,5.34,1122.0,5679.0,0.95,0.97,0.04,[Fe/H],0.007,4.47,4.17,4.00557,19h38m31.82s,294.6325781,+43d48m27.61s,43.8076687,10.63796,76.97308,63.64458,312.65235,2.9409561,-1.77827,-2.34243,1305.99,0.738012
1147,Kepler-1632 b,Kepler-1632,b,1,1,0,2016,448.303558,0.6762,2.47,0.22,6.66,0.021,M-R relationship,2.43,369.0,6137.0,1.19,1.12,0.0,[Fe/H],0.406,4.33,3.09,0.47119,19h37m58.77s,294.4948769,+43d54m48.81s,43.9135575,10.77493,77.02199,63.77988,312.53365,16.606827,5.61297,-15.6295,716.76,1.36634
1148,Kepler-1633 b,Kepler-1633,b,1,1,0,2016,186.404271,0.3875,1.58,0.141,3.12,0.00982,M-R relationship,4.35,925.0,6256.0,1.32,1.2,0.02,[Fe/H],0.646,4.27,2.82,0.15864,19h14m03.64s,288.5151733,+44d55m23.72s,44.9232545,15.06382,76.0723,66.19967,303.86036,5.1492286,-3.18591,4.04531,1114.91,0.86808
1149,Kepler-1634 b,Kepler-1634,b,1,1,0,2016,374.876239,1.0525,3.19,0.285,10.3,0.0324,M-R relationship,1.74,282.0,5474.0,0.89,0.92,0.02,[Fe/H],-0.265,4.51,4.47,1.46428,19h36m10.42s,294.043399,+45d08m23.35s,45.1398201,11.62186,77.98371,65.03671,312.9189,9.7902845,-0.200561,9.78823,617.339,1.5913
1150,Kepler-1635 b,Kepler-1635,b,1,1,0,2016,469.63111,1.117,3.64,0.325,12.9,0.0405,M-R relationship,1.47,200.0,5347.0,0.85,0.89,0.06,[Fe/H],-0.28,4.53,4.9,0.21977,19h01m23.77s,285.3490542,+45d33m22.24s,45.5561768,17.366,75.79691,67.46076,298.91619,6.0484282,5.80431,-1.70102,1069.45,0.906922
1151,Kepler-1636 b,Kepler-1636,b,1,1,0,2016,425.47785,1.1546,3.23,0.288,10.5,0.0331,M-R relationship,1.71,248.0,5797.0,1.02,1.01,0.03,[Fe/H],0.237,4.43,3.98,0.6854,19h36m13.82s,294.0575681,+46d26m27.54s,46.4409844,12.20049,79.17483,66.22927,314.18086,4.740808,-3.99792,-2.54792,1947.54,0.484946
1152,Kepler-1638 b,Kepler-1638,b,1,1,0,2016,259.33683,0.745,1.87,0.167,4.16,0.0131,M-R relationship,3.5,304.0,5710.0,0.95,0.97,-0.01,[Fe/H],-0.114,4.47,4.37,0.40427,19h41m55.76s,295.4823299,+48d31m28.09s,48.5244695,12.2882,81.52166,67.70338,318.67997,7.7922911,-5.13774,5.85862,1525.52,0.626933
1153,Kepler-1639 b,Kepler-1639,b,1,1,0,2016,9.878482,0.0932,2.58,0.23,7.18,0.0226,M-R relationship,2.3,1003.0,6150.0,1.18,1.12,-0.03,[Fe/H],0.145,4.34,3.16,2.98927,18h52m16.48s,283.068651,+48d48m07.64s,48.8021209,19.93538,78.45346,71.00803,297.23556,7.7772193,-0.385484,7.76766,1031.31,0.940878
1154,Kepler-164 b,Kepler-164,b,1,3,0,2014,5.03503,0.058,1.41,0.126,2.57,0.00809,M-R relationship,5.04,1141.0,5888.0,1.15,1.09,0.0,[Fe/H],0.113,4.33,0.62,7.98815,19h11m07.39s,287.7808115,+47d37m47.44s,47.6298453,16.58456,78.45857,68.92419,304.91037,12.4248048,-1.7141,-12.306,890.758,1.09387
1155,Kepler-164 c,Kepler-164,c,1,3,0,2014,10.945723,0.097,2.73,0.244,7.9,0.0249,M-R relationship,2.13,881.0,5888.0,1.15,1.09,0.0,[Fe/H],0.113,4.33,0.62,3.3549,19h11m07.39s,287.7808115,+47d37m47.44s,47.6298453,16.58456,78.45857,68.92419,304.91037,12.4248048,-1.7141,-12.306,890.758,1.09387
1156,Kepler-164 d,Kepler-164,d,1,3,0,2014,28.986769,0.187,2.45,0.219,6.57,0.0207,M-R relationship,2.45,637.0,5888.0,1.15,1.09,0.0,[Fe/H],0.113,4.33,0.62,6.40225,19h11m07.39s,287.7808115,+47d37m47.44s,47.6298453,16.58456,78.45857,68.92419,304.91037,12.4248048,-1.7141,-12.306,890.758,1.09387
1157,Kepler-1640 b,Kepler-1640,b,1,1,0,2016,7.5844126,0.0836,4.82,0.43,20.7,0.0652,M-R relationship,1.02,1228.0,6324.0,1.43,1.27,0.1,[Fe/H],0.47,4.23,2.4,0.27467,19h38m13.87s,294.5577857,+40d51m01.78s,40.8504949,9.30881,74.29026,60.90118,310.27387,9.4144963,-9.37634,0.846752,1859.78,1.2294126
1158,Kepler-1641 b,Kepler-1641,b,1,2,0,2016,19.672266,0.1473,3.11,0.277,9.85,0.031,M-R relationship,1.8,908.0,6152.0,1.19,1.12,-0.02,[Fe/H],0.131,4.34,3.02,0.57811,19h45m26.27s,296.359456,+41d34m28.32s,41.5745321,8.46248,75.58833,61.10061,313.41689,3.1202637,2.97498,-0.941031,860.37,1.13394
1159,Kepler-1641 c,Kepler-1641,c,1,2,0,2016,32.657212,0.2065,2.95,0.263,9.01,0.0283,M-R relationship,1.93,767.0,6152.0,1.19,1.12,-0.02,[Fe/H],0.131,4.34,3.02,1.39791,19h45m26.27s,296.359456,+41d34m28.32s,41.5745321,8.46248,75.58833,61.10061,313.41689,3.1202637,2.97498,-0.941031,860.37,1.13394
1160,Kepler-1642 b,Kepler-1642,b,1,2,0,2016,12.2057513,0.1016,3.2,0.285,10.3,0.0325,M-R relationship,1.73,895.0,5355.0,0.84,0.88,-0.01,[Fe/H],-0.405,4.54,4.47,6.63612,19h48m50.91s,297.2121215,+43d38m37.64s,43.643789,8.92018,77.72618,62.77428,316.32853,12.63992,-1.85609,12.5029,413.873,2.38745
1161,Kepler-1642 c,Kepler-1642,c,1,2,0,2016,6.6513802,0.0678,2.66,0.237,7.56,0.0238,M-R relationship,2.21,1095.0,5355.0,0.84,0.88,-0.01,[Fe/H],-0.405,4.54,4.47,5.96613,19h48m50.91s,297.2121215,+43d38m37.64s,43.643789,8.92018,77.72618,62.77428,316.32853,12.63992,-1.85609,12.5029,413.873,2.38745
1162,Kepler-1643 b,Kepler-1643,b,1,1,0,2016,5.34264507,0.0531,2.3,0.205,5.9,0.0186,M-R relationship,2.66,799.0,5508.0,0.88,0.92,-0.01,[Fe/H],-0.472,4.52,3.89,3.35637,20h01m43.44s,300.4310076,+44d45m03.65s,44.7510129,7.4819,79.86512,62.81135,321.9275,3.4522897,3.13804,1.4391,341.774,2.8972
1163,Kepler-1644 b,Kepler-1644,b,1,1,0,2016,21.0907758,0.142,1.88,0.168,4.19,0.0132,M-R relationship,3.47,606.0,5499.0,0.86,0.89,-0.1,[Fe/H],-0.215,4.53,4.27,1.00918,19h01m54.01s,285.4750512,+48d02m05.41s,48.0348356,18.17315,78.25959,69.80736,301.12333,17.7943319,-2.44324,-17.6258,629.27,0.7876461
1164,Kepler-1645 b,Kepler-1645,b,1,1,0,2016,16.1779561,0.1285,1.78,0.159,3.82,0.012,M-R relationship,3.72,754.0,5812.0,1.02,1.02,0.04,[Fe/H],0.336,4.43,4.17,0.63558,19h49m55.08s,297.4795142,+48d25m06.90s,48.418582,11.06907,82.0602,66.99952,321.60595,5.1822615,5.13876,0.67006,1202.47,0.803145
1165,Kepler-1646 b,Kepler-1646,b,1,1,0,2016,4.48558383,0.0295,1.23,0.11,2.04,0.00642,M-R relationship,6.02,365.0,3299.0,0.26,0.24,0.04,[Fe/H],-1.78,5.01,4.68,9.78459,19h10m06.36s,287.5264859,+42d54m46.57s,42.9129356,14.91811,73.86962,64.48924,300.80461,17.8146375,14.5356,10.2994,127.591,7.80885
1166,Kepler-165 b,Kepler-165,b,1,2,0,2014,8.180848,0.072,2.32,0.207,5.99,0.0189,M-R relationship,2.64,716.0,5211.0,0.77,0.79,0.12,[Fe/H],-0.472,4.54,10.5,0.42495,18h42m45.82s,280.69092,+47d48m34.81s,47.8096702,21.12868,76.92011,70.43928,291.84651,21.9176708,-15.5304,-15.4658,560.885,1.75418
1167,Kepler-165 c,Kepler-165,c,1,2,0,2014,15.31299,0.11,2.23,0.199,5.6,0.0176,M-R relationship,2.77,581.0,5211.0,0.77,0.79,0.12,[Fe/H],-0.472,4.54,10.5,4.92783,18h42m45.82s,280.69092,+47d48m34.81s,47.8096702,21.12868,76.92011,70.43928,291.84651,21.9176708,-15.5304,-15.4658,560.885,1.75418
1168,Kepler-1650 b,Kepler-1650,b,1,1,0,2017,1.53818001,0.0167,0.96,0.086,0.84,0.00264,M-R relationship,5.22,602.0,3410.0,0.33,0.33,-0.11,[Fe/H],-1.871,4.86,13.9,8.73,19h50m55.02s,297.7292296,+42d52m00.09s,42.8666919,8.2103,77.22891,61.9116,316.41193,51.2894081,-1.68263,-51.2618,134.397,7.41203
1169,Kepler-1654 b,Kepler-1654,b,1,1,0,2018,1047.8356,2.026,9.18,0.819,158.915,0.5,Mass,1.2,206.0,5597.0,1.18,1.01,-0.088,[Fe/H],0.09,4.3,5.0,0.876,18h48m44.57s,282.1856949,+44d26m04.06s,44.4344617,19.06885,73.86663,66.91972,292.61124,16.1565433,-16.1393,-0.746249,568.117,1.73131
1170,Kepler-1655 b,Kepler-1655,b,1,1,0,2018,11.8728787,0.103,2.213,0.197,5.0,0.01573,Mass,2.5,863.0,6148.0,1.03,1.03,-0.24,[Fe/H],0.143,4.36,2.56,1.3,19h06m45.50s,286.6895986,+39d12m43.49s,39.2120802,14.01685,70.10576,61.07392,297.39008,44.8268376,29.509,33.7441,213.26,4.66028
1171,Kepler-1656 b,Kepler-1656,b,1,1,0,2018,31.578659,0.197,5.02,0.448,48.6,0.15291,Mass,2.13,651.0,5731.0,1.1,1.03,0.19,[Fe/H],0.021,4.37,6.31,1.22864,18h57m53.34s,284.4722473,+39d54m42.80s,39.911889,15.86374,70.07924,62.13985,294.21703,20.6153452,10.8652,17.5197,185.875,5.35115
1172,Kepler-1658 b,Kepler-1658,b,1,1,0,2019,3.84937278,0.0544,11.994,1.07,1868.8404,5.88,Mass,6.36,2034.0,6216.0,2.89,1.45,-0.18,[m/H],1.206,3.67,2.01,0.113,19h37m25.57s,294.3565559,+38d56m50.43s,38.9473424,8.55004,72.51658,59.15542,308.72512,5.3767332,-0.0713298,-5.37626,788.238,1.24059
1173,Kepler-166 b,Kepler-166,b,1,3,0,2014,7.650254,0.072,2.27,0.203,5.77,0.0182,M-R relationship,2.71,772.0,5413.0,0.74,0.88,-0.03,[Fe/H],-0.385,4.62,0.8,3.3687,19h32m38.42s,293.1600977,+48d52m52.35s,48.8812074,13.81924,81.14899,68.6996,315.3989,7.1768718,-6.62996,-2.74793,603.53,1.62825
1174,Kepler-166 c,Kepler-166,c,1,3,0,2014,34.260281,0.195,2.38,0.212,6.26,0.0197,M-R relationship,2.55,468.0,5413.0,0.74,0.88,-0.03,[Fe/H],-0.385,4.62,0.8,2.832,19h32m38.42s,293.1600977,+48d52m52.35s,48.8812074,13.81924,81.14899,68.6996,315.3989,7.1768718,-6.62996,-2.74793,603.53,1.62825
1175,Kepler-166 d,Kepler-166,d,1,3,0,2016,1.55400393,0.0246,1.73,0.154,3.64,0.0115,M-R relationship,3.86,1313.0,5350.0,0.83,0.88,-0.03,[Fe/H],-0.385,4.55,4.47,2.54733,19h32m38.42s,293.1600977,+48d52m52.35s,48.8812074,13.81924,81.14899,68.6996,315.3989,7.1768718,-6.62996,-2.74793,603.53,1.62825
1176,Kepler-1661 b,Kepler-1661,b,2,1,0,2020,175.06,0.633,3.87,0.345,17.0,0.05349,Mass,1.6,243.0,5100.0,0.76,0.84,-0.12,[M/H],-0.513,4.66,2.0,4.62644,19h00m40.10s,285.1670927,+41d58m00.98s,41.9669383,16.15714,72.26462,64.02419,296.36893,27.6028078,-7.99366,-26.42,410.607,2.4066
1177,Kepler-1663 b,Kepler-1663,b,1,1,0,2020,17.6046,0.1072,3.304,0.295,10.9,0.0344,M-R relationship,1.66,362.0,3844.0,0.63,0.61,0.06,[Fe/H],-1.109,4.63,0.0,3.46716,19h21m36.36s,290.4015156,+48d49m21.80s,48.8227234,15.44414,80.31086,69.39549,310.70637,40.3012411,-1.97538,40.2528,337.926,2.9307
1178,Kepler-1665 b,Kepler-1665,b,1,1,0,2020,11.9548,0.1006,2.839,0.253,8.44,0.0266,M-R relationship,2.03,906.0,5049.84,0.78,0.84,-0.013,[M/H],-0.45,4.58,13.9,2.52288,19h21m35.10s,290.39624,+41d02m23.72s,41.0399229,12.20124,73.02343,62.08204,304.15469,32.281662,4.71753,-31.9351,335.515,2.9516
1179,Kepler-1666 b,Kepler-1666,b,1,2,0,2020,25.8476,0.1761,2.883,0.257,8.66,0.0273,M-R relationship,1.99,672.0,6293.0,1.15,1.23,-0.2,[Fe/H],0.268,4.41,0.41,1.1526,19h51m48.39s,297.9516071,+46d15m52.93s,46.2647024,9.74522,80.30239,64.93574,319.89917,2.5677391,0.818624,-2.43375,1379.37,0.697148
1180,Kepler-1666 c,Kepler-1666,c,1,2,0,2020,40.7157,0.2383,3.236,0.289,10.5,0.0332,M-R relationship,1.7,578.0,6293.0,1.15,1.23,-0.2,[Fe/H],0.268,4.41,0.41,1.1526,19h51m48.39s,297.9516071,+46d15m52.93s,46.2647024,9.74522,80.30239,64.93574,319.89917,2.5677391,0.818624,-2.43375,1379.37,0.697148
1181,Kepler-1667 b,Kepler-1667,b,1,1,0,2020,83.5781,0.4256,2.984,0.266,9.19,0.0289,M-R relationship,1.9,655.0,5941.54,1.09,1.09,-0.26,[M/H],0.123,4.4,4.7,1.19479,18h54m07.91s,283.5329505,+48d05m39.70s,48.0943604,19.41312,77.84988,70.24277,297.53931,22.0936552,2.01256,22.0018,626.819,1.56654
1182,Kepler-1669 b,Kepler-1669,b,1,2,0,2020,9.51216,0.0745,2.78,0.248,8.15,0.0256,M-R relationship,2.08,530.0,4303.0,0.71,0.67,-0.23,[Fe/H],-0.803,4.56,13.9,2.59347,19h49m43.29s,297.4303826,+39d50m52.37s,39.8478795,6.90783,74.4723,59.1973,313.68293,5.4917453,1.48364,5.28754,543.444,1.81232
1183,Kepler-1669 c,Kepler-1669,c,1,2,0,2021,1.60932005,0.0228,1.901,0.17,4.27,0.0134,M-R relationship,3.41,958.0,4224.0,0.6,0.61,-0.2,[Fe/H],-0.803,4.66,13.9,3.54074,19h49m43.29s,297.4303826,+39d50m52.37s,39.8478795,6.90783,74.4723,59.1973,313.68293,5.4917453,1.48364,5.28754,543.444,1.81232
1184,Kepler-167 b,Kepler-167,b,2,4,0,2014,4.3931632,0.0483,1.615,0.144,3.24,0.0102,M-R relationship,4.23,914.0,4890.0,0.73,0.77,-0.03,[Fe/H],-0.57,4.61,3.3,2.88,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,9.44486,71.35329,58.99247,305.90904,39.3944815,15.0813,36.3934,341.908,2.89593
1185,Kepler-167 c,Kepler-167,c,2,4,0,2014,7.406114,0.0684,1.548,0.138,3.01,0.00949,M-R relationship,4.46,768.0,4890.0,0.73,0.77,-0.03,[Fe/H],-0.57,4.61,3.3,2.88,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,9.44486,71.35329,58.99247,305.90904,39.3944815,15.0813,36.3934,341.908,2.89593
1186,Kepler-167 d,Kepler-167,d,2,4,0,2016,21.803855,0.1405,1.194,0.107,1.83,0.00577,M-R relationship,5.91,536.0,4890.0,0.73,0.77,-0.03,[Fe/H],-0.57,4.61,3.3,2.88,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,9.44486,71.35329,58.99247,305.90904,39.3944815,15.0813,36.3934,341.908,2.89593
1187,Kepler-167 e,Kepler-167,e,2,4,0,2016,1071.23228,1.89,10.15,0.906,73.4,0.231,M-R relationship,0.386,131.0,4890.0,0.73,0.77,-0.03,[Fe/H],-0.57,4.61,3.3,2.88,19h30m38.05s,292.6585253,+38d20m44.00s,38.3455558,9.44486,71.35329,58.99247,305.90904,39.3944815,15.0813,36.3934,341.908,2.89593
1188,Kepler-1670 b,Kepler-1670,b,1,1,0,2020,20.4998,0.1528,3.356,0.299,11.2,0.0353,M-R relationship,1.63,731.0,5838.0,1.52,1.05,-0.08,[Fe/H],0.383,4.1,0.3,0.42245,19h21m18.35s,290.3264599,+43d07m18.32s,43.121755,13.13633,74.93061,64.0799,305.45336,13.7171731,-5.46251,-12.5826,2065.98,0.454875
1189,Kepler-1671 b,Kepler-1671,b,1,1,0,2020,4.16787,0.0491,1.326,0.118,2.32,0.00729,M-R relationship,5.47,962.0,5135.55,0.93,0.87,0.25,[M/H],-0.266,4.44,13.4,1.51899,19h26m59.62s,291.7484295,+39d26m48.41s,39.4467817,10.57479,72.02506,60.25447,305.21898,24.8558746,13.5293,-20.8512,357.059,2.77183
1190,Kepler-1672 b,Kepler-1672,b,1,1,0,2020,150.878,0.5726,2.97,0.265,9.11,0.0287,M-R relationship,1.91,423.0,6131.95,1.09,1.16,-0.25,[M/H],0.179,4.43,4.19,1.26837,19h51m45.62s,297.9400971,+40d16m42.80s,40.2785566,6.78475,75.04428,59.45738,314.70157,20.4603022,-11.7394,-16.7574,391.181,2.52796
1191,Kepler-1673 b,Kepler-1673,b,1,1,0,2020,33.7888,0.2127,2.936,0.262,8.93,0.0281,M-R relationship,1.94,611.0,6014.95,1.13,1.11,0.228,[M/H],0.179,4.38,0.3,1.07979,19h02m40.12s,285.6671724,+48d43m10.51s,48.7195865,18.29475,78.98169,70.41743,302.11155,3.909737,1.94212,3.39326,727.187,1.34629
1192,Kepler-1674 b,Kepler-1674,b,1,1,0,2020,62.5611,0.3017,3.206,0.286,10.4,0.0326,M-R relationship,1.73,417.0,5473.91,0.88,0.96,0.056,[M/H],-0.206,4.53,0.5,2.00462,19h39m15.85s,294.8160447,+45d18m21.90s,45.3060844,11.21376,78.38828,64.97795,314.25856,6.8257062,-3.58883,-5.80608,1012.48,0.959626
1193,Kepler-1675 b,Kepler-1675,b,1,1,0,2020,63.0382,0.3076,3.125,0.279,9.93,0.0313,M-R relationship,1.79,465.0,5853.19,1.13,1.06,0.254,[M/H],0.129,4.36,1.9,1.03943,18h55m14.29s,283.8095478,+41d02m28.51s,41.0412517,16.7544,70.97329,63.35046,293.66464,3.9235881,2.35868,3.13547,651.117,1.50698
1194,Kepler-1677 b,Kepler-1677,b,1,1,0,2020,22.064,0.1624,2.702,0.241,7.76,0.0244,M-R relationship,2.16,712.0,6013.72,1.25,1.11,0.108,[M/H],0.265,4.29,0.3,0.80203,19h53m58.39s,298.493273,+47d00m47.00s,47.0130566,9.78928,81.14917,65.43797,321.49084,3.9903376,-0.121087,3.9885,735.369,1.33114
1195,Kepler-1678 b,Kepler-1678,b,1,1,0,2020,147.974,0.5302,3.304,0.295,10.9,0.0344,M-R relationship,1.66,329.0,5754.0,0.83,1.03,0.0,[Fe/H],-0.162,4.61,0.3,2.49449,19h30m21.99s,292.5916297,+38d23m58.43s,38.3995629,9.5162,71.37765,59.05963,305.84295,16.7047744,-3.00483,-16.4323,847.339,1.15215
1196,Kepler-1679 b,Kepler-1679,b,1,1,0,2020,9.75376,0.0892,2.069,0.185,4.93,0.0155,M-R relationship,3.06,813.0,5501.0,0.87,0.96,-0.04,[Fe/H],-0.201,4.54,0.4,2.03283,19h35m36.14s,293.9005786,+50d25m37.38s,50.4270507,14.05749,82.79837,69.86535,318.57399,3.9712418,-0.620223,3.92251,909.28,1.07224
1197,Kepler-168 b,Kepler-168,b,1,2,0,2014,4.425391,0.056,1.46,0.13,2.73,0.00859,M-R relationship,4.82,1240.0,6282.0,1.11,1.11,0.09,[Fe/H],0.361,4.42,2.29,0.86387,19h38m50.44s,294.7101832,+39d49m30.16s,39.8250437,8.72341,73.42971,59.89624,309.79841,10.3959231,-3.44499,-9.80853,1343.6,0.716333
1198,Kepler-168 c,Kepler-168,c,1,2,0,2014,13.193242,0.116,2.69,0.24,7.7,0.0242,M-R relationship,2.17,862.0,6282.0,1.11,1.11,0.09,[Fe/H],0.361,4.42,2.29,0.96679,19h38m50.44s,294.7101832,+39d49m30.16s,39.8250437,8.72341,73.42971,59.89624,309.79841,10.3959231,-3.44499,-9.80853,1343.6,0.716333
1199,Kepler-1680 b,Kepler-1680,b,1,1,0,2020,8.77424,0.0784,1.36,0.121,2.42,0.00761,M-R relationship,5.29,771.0,5021.0,0.72,0.83,0.2,[Fe/H],-0.524,4.64,13.8,3.10778,19h48m17.92s,297.0746571,+39d56m02.00s,39.9338893,7.18752,74.41131,59.37499,313.24374,8.2672103,2.84381,7.7627,310.315,3.19368
1200,Kepler-1681 b,Kepler-1681,b,1,1,0,2020,69.8956,0.32,2.553,0.228,7.05,0.0222,M-R relationship,2.33,442.0,5756.4,0.76,0.89,0.106,[M/H],-0.293,4.54,3.3,3.45002,19h46m47.35s,296.6972773,+46d22m18.11s,46.3716969,10.55535,79.97224,65.4088,318.15198,10.9418134,-4.1926,10.1067,758.3,1.5331472
1201,Kepler-1682 b,Kepler-1682,b,1,1,0,2020,14.8334,0.1134,2.889,0.258,8.7,0.0274,M-R relationship,1.98,694.0,5619.12,0.84,0.99,-0.048,[M/H],-0.196,4.58,5.7,2.3356,19h35m56.06s,293.9835827,+39d34m22.25s,39.5728474,9.09849,72.93853,59.84051,308.5817,6.4562306,-0.129587,-6.45493,1159.85,0.834984
1202,Kepler-1683 b,Kepler-1683,b,1,1,0,2020,15.0337,0.1182,1.875,0.167,4.17,0.0131,M-R relationship,3.48,669.0,5429.0,0.9,0.95,0.16,[Fe/H],-0.198,4.51,13.6,1.83523,19h53m48.02s,298.4501035,+44d17m02.47s,44.2840193,8.46112,78.73432,62.99586,318.6864,1.9194018,0.537555,1.84259,733.143,1.33575
1203,Kepler-1686 b,Kepler-1686,b,1,1,0,2020,9.30987,0.0866,1.426,0.127,2.62,0.00825,M-R relationship,4.97,913.0,5714.96,1.2,1.02,0.077,[M/H],0.141,4.29,0.4,0.83322,19h26m25.61s,291.6067189,+42d02m09.52s,42.0359783,11.81785,74.34305,62.75068,306.67902,8.2984055,-4.8522,6.73199,729.823,1.34139
