,ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,PlanetInsolationValue,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName,StellarSunLuminosity,DistanceFromStarCoreinAU,StarClassification,MainSequence,PlanetEarthSize,StellarSunSize
8397,K03455.01,CAND,14.0545718,4.066,274.3,1.45,711.0,60.49,5783.0,4.539,0.88,291.50708,42.429878,TBD,,0.8836615761950288,0.004572368954435813,G,0,12.770050538066911,2.8545432384361913
8398,K00332.02,CAND,6.86674226,4.216,47.2,0.79,1018.0,254.1,5914.0,4.396,1.135,297.65094,47.39629,TBD,,1.2465556518287724,0.002649680914162999,G,1,2.0652369337776775,6.124578336871677
8399,K03389.01,CAND,29.7681831,9.425,159.9,3.98,917.0,167.51,5640.0,3.679,2.916,291.06937,38.914909,TBD,,2.649076288854369,0.004757370085160189,G,0,264.08140719239543,103.86068156523223
8400,K03391.01,CAND,36.7662364,3.305,579.5,1.28,336.0,3.02,4342.0,4.699,0.54,285.84387,46.015911,TBD,,0.17232312673653397,0.009036669219513854,K,0,8.78452975554819,0.6595836608064842
8401,K03459.01,CFRM,13.2226149,4.337,261.7,1.75,740.0,71.11,5931.0,4.545,0.863,292.33035,37.997059,Neptune-like,Kepler-1922 b,0.9587668766717807,0.0043926969798034725,G,0,22.449297503777064,2.6922847824206433
8402,K01750.02,CAND,2.53742164,1.563,104.5,0.93,1220.0,525.68,5447.0,4.481,0.917,293.30023,41.523338,TBD,,0.7247519067214355,0.0014046691041388554,G,0,3.3692827227513673,3.229956075172076
8403,K03460.01,CAND,62.596544,11.477,223.1,2.25,559.0,23.01,5934.0,4.173,1.509,297.37912,46.367069,TBD,,1.6798478100633676,0.010221549435360081,G,0,47.71293842639498,14.393165813752542
8404,K03394.01,CAND,15.5764061,5.382,257.1,1.79,793.0,93.42,6214.0,4.442,1.076,290.23602,43.47065,TBD,,1.4404155357108777,0.00469747027808768,F,0,24.024131824329377,5.218256506515164
8405,K03395.01,CAND,10.00506974,3.481,143.3,1.11,849.0,122.48,5912.0,4.453,0.924,286.54041,38.3326,TBD,,1.0134450425641621,0.003441181555272811,G,0,5.728719336562218,3.3044906163946965
8406,K03396.01,CAND,36.2580749,5.917,380.3,1.82,516.0,16.7,5818.0,4.554,0.848,293.2244,40.931931,TBD,,0.872330886463916,0.008646143978094704,G,0,25.252406587288682,2.55432507112646
8407,K03462.01,CAND,12.4326997,7.81,240.3,1.88,839.0,117.17,5480.0,4.22,1.229,297.70197,46.823318,TBD,,0.9950952350627281,0.0034862953956161357,G,0,27.833136987618392,7.77578525235484
8408,K03462.02,CAND,30.9902997,9.454,321.5,2.21,619.0,34.68,5480.0,4.22,1.229,297.70197,46.823318,TBD,,0.9950952350627281,0.0064081527129429446,G,0,45.21321922862583,7.77578525235484
8409,K03397.01,CAND,35.8754482,3.972,366.7,2.35,668.0,47.15,6559.0,4.357,1.218,290.44928,41.535789,TBD,,2.023896697498936,0.007837785906262306,F,1,54.36159567894218,7.568860034114409
8410,K03398.02,CAND,35.8007112,8.219,417.4,7.97,991.0,227.68,5745.0,3.499,3.955,295.49811,38.644501,TBD,,3.86809516029446,0.004930900141519351,G,0,2120.62351804215,259.1361921624593
8411,K03398.03,CAND,4.32710579,3.872,84.1,3.58,2004.0,3805.87,5745.0,3.499,3.955,295.49811,38.644501,TBD,,3.86809516029446,0.0012060398944181605,G,0,192.19305459463502,259.1361921624593
8412,K03469.01,CAND,60.532988,7.086,467.5,1.91,420.0,7.36,5631.0,4.557,0.847,294.25037,39.943939,TBD,,0.7645678808097472,0.012192961192982311,G,0,29.18694979301515,2.5452991958456828
8413,K03470.01,CAND,15.0617835,6.31,196.6,1.61,794.0,94.08,5806.0,4.321,1.158,283.79782,46.931,TBD,,1.1814278795650113,0.004239308551799016,G,0,17.480998574621157,6.504505533342223
8414,K03401.01,CAND,17.9559673,6.237,137.0,1.96,750.0,74.61,5641.0,4.258,1.195,297.47839,46.81575,TBD,,1.0863826822658658,0.0045649178980860326,G,0,31.539646643386497,7.148128072967154
8415,K01681.02,CAND,1.992812339,2.066,314.8,6.81,675.0,48.82,3638.0,4.844,0.42,291.285,40.730049,TBD,,0.06605270371276564,0.0013915104943256595,M,1,1322.9089207642817,0.31033908869221405
8416,K07773.01,CAND,2.69339974,1.936,147.5,1.04,1151.0,415.96,5355.0,4.511,0.863,298.68607,41.521069,TBD,,0.6371463891712568,0.0014805868993560075,G,0,4.711819304916839,2.6922847824206433
8417,K03472.01,CAND,10.43003118,2.029,120.0,1.14,906.0,159.58,6277.0,4.449,1.031,295.63855,46.132549,TBD,,1.437003115538648,0.003589878073400754,F,0,6.205876995160047,4.590548764240914
8418,K03473.01,CAND,27.63714708,1.7277,735.5,6.96,816.0,104.6,5214.0,3.766,2.427,298.0759,45.18903,TBD,,1.6104394975569523,0.004694036242443022,G,0,1412.2654291058955,59.882226318896684
8419,K03474.01,CFRM,52.6095103,8.202,203.7,1.83,553.0,22.13,5881.0,4.259,1.294,298.0834,40.34621,Super Earth,Kepler-1923 b,1.389727091469248,0.009480126421675606,G,0,25.670946315760734,9.075936283252167
8420,K07729.01,CAND,50.563697,5.381,50.5,1.57,761.0,79.36,6759.0,4.018,2.022,295.19501,40.670841,TBD,,3.7887981344223887,0.008265896781383236,F,0,16.210169891971418,34.62837110134752
8421,K03335.01,CFRM,31.2543238,5.662,438.0,2.29,635.0,38.54,6246.0,4.433,1.092,293.07062,48.387741,Neptune-like,Kepler-1916 b,1.4921795637364348,0.007443801143225547,F,0,50.30313549258751,5.4545198228543565
8422,K00284.04,CFRM,110.2867031,4.427,145.3,1.41,414.0,6.96,5931.0,4.322,1.101,283.23581,41.34304,Super Earth,Kepler-132 e,1.2231776723240217,0.015859161679017245,G,1,11.742104666651509,5.590498898210527
8423,K01525.02,CAND,11.8061737,4.472,88.1,2.87,1407.0,926.72,6900.0,3.843,2.599,281.97125,43.672771,TBD,,5.289238765615334,0.002858001103771518,F,0,99.02259412850043,73.53726064234735
8424,K03408.01,CAND,65.427645,9.404,319.0,1.65,453.0,9.94,6014.0,4.504,0.926,296.0069,50.281811,TBD,,1.0875649721837806,0.01251337580333952,F,0,18.816569198676063,3.3259948264860992
8425,K01788.02,CAND,369.069345,5.832,945.9,3.07,197.0,0.35,4855.0,4.542,0.778,287.73755,38.114559,TBD,,0.38808518479044685,0.039835436806554485,K,1,121.20031141935013,1.9725471830642345
8426,K01833.02,CFRM,7.68433346,1.4346,1175.0,2.58,583.0,27.35,4402.0,4.682,0.572,285.60254,50.112041,Unknown,Kepler-968 d,0.19283537711423007,0.0031765431882519192,K,0,71.93623884738155,0.7839289368555389
8427,K03337.01,CAND,11.16622885,3.389,353.9,1.56,725.0,65.16,5552.0,4.562,0.836,294.90594,43.381889,TBD,,0.7131725799250355,0.003957736304055307,G,0,15.90239015409433,2.447414009054229
8428,K03339.01,CAND,23.1334494,3.602,456.3,2.55,638.0,39.2,5712.0,4.382,0.932,297.75192,43.447578,TBD,,0.8907569863152774,0.005702649231735607,G,0,69.45590118188993,3.391066811049093
8429,K03340.01,CAND,8.9539656,4.898,70.4,0.84,923.0,171.51,6168.0,4.452,0.947,286.51019,38.618309,TBD,,1.2306029986402542,0.003204456164419548,F,0,2.4827127095377124,3.557447882761771
8430,K03340.02,CAND,13.7281373,5.304,106.6,1.06,800.0,97.06,6168.0,4.452,0.947,286.51019,38.618309,TBD,,1.2306029986402542,0.004259699029655343,F,0,4.988916154543868,3.557447882761771
8431,K03411.01,CAND,26.83771808,1.6162,8512.0,12.68,658.0,44.22,6194.0,4.445,1.069,285.1478,41.388908,TBD,,1.4127100642730492,0.006761720646976576,F,0,8539.773851375561,5.117074322953521
8432,K01681.03,CAND,3.53105835,1.778,310.8,10.61,558.0,22.83,3638.0,4.844,0.42,291.285,40.730049,TBD,,0.06605270371276564,0.002034850080984607,M,1,5003.049053107802,0.31033908869221405
8433,K07774.01,CAND,6.32589574,1.383,192.5,1.14,901.0,156.27,5749.0,4.568,0.818,289.33551,41.683449,TBD,,0.802256174124421,0.002710558607053866,G,0,6.205876995160047,2.292706806615765
8434,K03480.01,CAND,11.9378354,4.652,246.0,1.15,671.0,47.91,5469.0,4.611,0.738,296.65256,46.618809,TBD,,0.5927595847957863,0.00420790843697728,G,0,6.370626302704501,1.6836727957942108
8435,K03481.01,CAND,32.715906,10.79,135.7,3.68,902.0,156.74,5527.0,3.627,3.192,289.09845,45.02309,TBD,,2.6743070599884136,0.004941465734195601,G,0,208.75268268702112,136.23141179775342
8436,K03482.01,CFRM,15.3317719,5.467,179.2,1.91,821.0,107.44,5726.0,4.228,1.285,293.7674,42.829208,Neptune-like,Kepler-1924 b,1.2402208614813333,0.004064494968346176,G,0,29.18694979301515,8.887876111079452
8437,K03483.01,CAND,82.331756,8.664,283.2,2.08,474.0,11.96,5997.0,4.304,1.242,287.32269,38.279709,TBD,,1.4422758149273456,0.013137073951193295,G,0,37.69455443933471,8.025154401032493
8438,K03341.01,CAND,27.0965146,8.42,208.4,2.13,700.0,56.79,5775.0,4.193,1.352,292.22977,40.808949,TBD,,1.3501287200034389,0.005832996656199981,G,0,40.47878045660315,10.351867012902296
8439,K03341.02,CAND,11.5474983,6.684,115.5,1.48,930.0,176.97,5775.0,4.193,1.352,292.22977,40.808949,TBD,,1.3501287200034389,0.0033042875677618887,G,0,13.579186575554882,10.351867012902296
8440,K03343.01,CAND,83.2664103,2.813,620.0,2.89,439.0,8.78,5538.0,4.266,1.18,291.85522,38.393131,TBD,,0.9965161530027252,0.012744857599878484,G,0,101.10721259455565,6.882316347750592
8441,K03344.01,CAND,11.6044881,3.409,267.6,1.88,841.0,118.5,5533.0,4.275,1.166,289.66489,50.020039,TBD,,0.9811417606336774,0.0034422846429798598,G,0,27.833136987618392,6.640247401697886
8442,K03416.01,CAND,11.8237228,8.518,212.7,1.25,703.0,57.62,5559.0,4.578,0.803,290.73328,38.00721,TBD,,0.6884822868212979,0.004135231549758525,G,0,8.181230868723418,2.168878607395961
8443,K03418.01,CFRM,85.272459,13.31,767.8,3.85,443.0,9.1,5922.0,4.349,1.057,286.13077,38.779629,Neptune-like,Kepler-1495 b,1.1671834727783128,0.013548429084421724,G,1,239.04011982021817,4.9466772025553105
8444,K03486.01,CAND,19.0689513,12.462,169.3,1.63,627.0,36.63,5418.0,4.436,0.889,298.82062,43.909859,TBD,,0.6877780216821034,0.005183770447094228,G,0,18.14059061300804,2.9430245995954802
8445,K07759.01,CAND,6.2253374,4.388,108.6,1.92,1378.0,851.73,6263.0,4.024,1.726,292.18057,41.31554,TBD,,2.384300380118491,0.0020015644817679076,F,0,29.647787924975134,21.538278259365146
8446,K03347.01,CFRM,12.90235874,2.446,354.4,1.49,675.0,48.99,5530.0,4.586,0.788,294.10391,45.001419,Super Earth,Kepler-1917 b,0.6616331741760759,0.0043963776412976685,G,0,13.856304369132936,2.049591266197654
8447,K03420.02,CAND,12.5014905,3.882,220.1,2.24,952.0,194.3,5821.0,4.127,1.492,294.01529,42.824371,TBD,,1.537976678959888,0.003365724380800685,G,0,47.079589158641085,13.912176497013997
8448,K03421.01,CAND,40.6511021,11.282,136.4,1.7,651.0,42.54,6297.0,4.26,1.369,289.91971,40.16853,TBD,,1.932541154294931,0.00806316796542221,F,1,20.579526276115534,10.74728965018096
8449,K07775.01,CAND,89.945828,2.286,335.6,3.46,509.0,15.86,5115.0,3.819,1.924,289.72791,41.612289,TBD,,1.1824373779687423,0.010329458552038139,K,0,173.5069620220478,29.833472906494073
8450,K03422.01,CAND,40.1454757,5.2,310.8,13.01,1640.0,1708.38,7852.0,3.159,7.162,297.71487,41.104279,TBD,,24.4425217450084,0.004525023508701555,A,0,9224.025586724554,1538.8332417501792
8451,K07733.01,CAND,1.048130894,5.6707,191.8,4.52,3871.0,52952.95,7673.0,3.679,3.214,290.96094,40.896198,TBD,,10.002238249519415,0.0005199284612842912,A,0,386.8155404874027,139.06768544340463
8452,K03493.01,CFRM,46.7162336,7.259,345.5,2.03,531.0,18.74,5856.0,4.386,1.092,289.8288,45.10276,Neptune-like,Kepler-1925 b,1.1529684952534713,0.009383481473792683,G,1,35.041018676455586,5.4545198228543565
8453,K03495.01,CAND,17.6062701,6.134,146.2,1.72,753.0,75.96,5808.0,4.326,1.159,295.55374,46.02911,TBD,,1.1840782303988355,0.004723215861014382,G,0,21.3144411399649,6.5213711399926995
8454,K01562.02,CAND,20.0679247,5.236,482.2,2.25,662.0,45.49,5997.0,4.522,0.904,299.556,40.456551,TBD,,1.0497724127973591,0.00574684764097793,G,0,47.71293842639498,3.0945243238992224
8455,K03423.01,CFRM,30.2541186,2.134,576.3,2.8,660.0,44.87,6277.0,4.402,1.161,291.06204,38.863312,Neptune-like,Kepler-1920 b,1.6181965248694186,0.007184187712248033,F,1,91.95232257547083,6.555189764967643
8456,K03425.01,CFRM,20.034708,6.49,124.4,2.24,967.0,207.16,6120.0,3.934,2.0,300.31619,45.49538,Neptune-like,Kepler-1921 b,2.518988669789932,0.004171576668806888,F,0,47.079589158641085,33.510321638291124
8457,K07776.01,CAND,541.92452,21.4,1504.2,3.15,144.0,0.1,4378.0,4.64,0.614,289.28772,41.799938,TBD,,0.20251720731941025,0.05383578361975197,K,0,130.92430304202782,0.969602491354801
8458,K03425.02,CAND,3.15722086,3.762,49.7,1.41,1791.0,2436.47,6120.0,3.934,2.0,300.31619,45.49538,TBD,,2.518988669789932,0.0012163894558156467,F,0,11.742104666651509,33.510321638291124
8459,K03426.01,CAND,58.7701045,6.995,224.4,1.57,508.0,15.78,6158.0,4.397,1.013,298.00089,41.196991,TBD,,1.3078523391172807,0.010890954188953762,F,0,16.210169891971418,4.354285942178965
8460,K03495.02,CAND,6.685438,5.09,89.2,1.25,1040.0,276.02,5808.0,4.326,1.159,295.55374,46.02911,TBD,,1.1840782303988355,0.0024777643296711345,G,0,8.181230868723418,6.5213711399926995
8461,K03496.02,CAND,8.5433774,6.149,75.1,1.58,1260.0,595.97,6602.0,4.108,1.685,288.4212,43.179794,TBD,,2.8740380596999073,0.0026270850446723755,F,0,16.52189547022142,20.03956660957612
8462,K07744.01,CAND,11.7201693,2.399,154.4,1.34,870.0,135.43,6193.0,4.434,1.067,292.13049,41.165749,TBD,,1.4091566331881429,0.0038588888489591946,F,0,10.078664866897356,5.088407306744674
8463,K03354.01,CAND,11.5706005,3.073,211.9,1.33,771.0,83.39,5718.0,4.479,0.9,297.37747,46.661652,TBD,,0.8637929265449698,0.0038502409499969734,G,0,9.85470282101804,3.053628059289279
8464,K03355.01,CAND,16.2953228,4.882,229.1,1.6,773.0,84.23,6187.0,4.432,1.013,293.13409,45.626869,TBD,,1.3326633041601261,0.004758465153019998,F,0,17.15728467880506,4.354285942178965
8465,K07762.01,CAND,8.5073512,2.266,209.5,1.38,891.0,148.86,5914.0,4.483,0.955,285.23715,41.497532,TBD,,1.0488640066048263,0.0031754893294404715,G,0,11.008442251073378,3.6483687241268936
8466,K03429.01,CAND,15.8283833,3.643,227.5,1.8,758.0,78.2,5596.0,4.298,1.145,296.19614,45.634331,TBD,,1.0081074861228183,0.0042952665247531835,G,1,24.429024474314232,6.2878919365734385
8467,K03500.01,CFRM,73.7502765,13.309,233.1,3.78,677.0,49.76,6056.0,3.797,2.481,296.35461,41.33556,Neptune-like,Kepler-1927 b,2.996130737503144,0.009282827243363746,F,0,226.23719565662407,63.968902857899636
8468,K03500.02,CAND,4.7482669,4.947,35.6,1.57,1690.0,1927.62,6056.0,3.797,2.481,296.35461,41.33556,TBD,,2.996130737503144,0.001491453584246337,F,0,16.210169891971418,63.968902857899636
8469,K03358.01,CAND,10.10404351,1.0022,1322.4,4.05,752.0,75.32,5530.0,4.541,0.831,291.88907,39.361771,TBD,,0.697737522513095,0.003641086175303572,G,0,278.2618569027355,2.403763191816828
8470,K03361.01,CFRM,65.9407869,7.776,580.4,2.33,454.0,10.04,5982.0,4.493,0.96,295.57608,42.023361,Neptune-like,Kepler-1696 b,1.1036907370352558,0.012542869864733951,G,1,52.98541892264207,3.7059734906218917
8471,K03430.01,CAND,13.9248005,5.016,195.2,0.9,588.0,28.27,5271.0,4.669,0.648,296.38269,43.386589,TBD,,0.44909435958837796,0.004768106750276757,G,0,3.053628059289279,1.1397605658736047
8472,K03431.01,CAND,19.6001405,8.613,282.0,2.08,676.0,49.23,6003.0,4.507,0.932,285.22256,45.70874,TBD,,1.086625307698203,0.005620372030656655,F,0,37.69455443933471,3.391066811049093
8473,K03433.01,CAND,34.08429351,1.3521,3746.0,36.05,506.0,15.46,5252.0,4.428,0.922,282.34613,42.60891,TBD,,0.629825616663138,0.007635640792373235,G,0,196247.62810727832,3.2830792969148757
8474,K03823.01,CAND,202.1168173,4.683,2701.2,5.8,286.0,1.59,5536.0,4.498,0.917,286.77145,39.983822,TBD,,0.7732932001759827,0.026382357889015325,G,0,817.2832344362823,3.229956075172076
8475,K03749.01,CAND,10.72725536,1.7541,56197.0,12.85,307.0,2.1,3324.0,5.006,0.268,285.00772,49.503979,TBD,,0.029374425689784784,0.0044741971697324695,M,1,8887.876111079451,0.08062931893517884
8476,K02093.02,CAND,2.508116,2.504,188.1,12.28,3662.0,42618.46,5096.0,2.435,8.769,292.95416,41.934799,TBD,,5.30955687470436,0.0004222506592182023,K,0,7756.819930838408,2824.4820529792987
8477,K03680.01,CFRM,141.2415405,6.7645,12990.0,11.49,352.0,3.62,5705.0,4.397,1.017,293.28156,45.309669,Unknown,Kepler-1657 b,0.9672396200389977,0.019554775194455587,G,1,6354.021724704428,4.406070765864321
8478,K02018.02,CAND,16.0988294,5.686,160.2,1.14,705.0,58.53,5657.0,4.401,0.911,299.526,46.899261,TBD,,0.8376326971508965,0.004525615183399272,G,0,6.205876995160047,3.166968474502886
8479,K03908.01,CFRM,59.3627946,13.972,233.6,2.23,566.0,24.33,5786.0,4.106,1.471,299.58337,47.448078,Neptune-like,Kepler-1929 b,1.4801881389937435,0.009330984744781329,G,0,46.451869624922395,13.332961574692845
8480,K03909.01,CAND,247.891041,18.363,956.6,4.74,367.0,4.27,6121.0,4.163,1.536,293.8183,41.21146,TBD,,1.9358480418709725,0.02547192505263869,F,0,446.0911776959784,15.17966741758727
8481,K07793.01,CAND,1.99469354,5.297,75.1,0.46,758.0,78.2,3799.0,4.738,0.51,291.85205,42.343361,TBD,,0.09537573112267761,0.00132116067282558,K,0,0.4077200833730881,0.5556472094551196
8482,K03761.01,CAND,164.950399,30.86,24493.0,11.23,252.0,0.95,5001.0,4.603,0.664,294.89749,44.21579,TBD,,0.3728945425895958,0.023701251843541812,K,0,5932.365192839219,1.2262890418299885
8483,K03913.01,CAND,0.582895412,1.0528,587.5,5.87,2347.0,7152.6,6263.0,4.46,1.009,294.61252,47.343262,TBD,,1.3938349267320727,0.0005280970922365001,F,0,847.2330969668757,4.302908469963444
8484,K02093.03,CAND,0.496069986,1.5568,128.8,10.0,6285.0,369989.68,5096.0,2.435,8.769,292.95416,41.934799,TBD,,5.30955687470436,0.00014330931075436416,K,0,4188.79020478639,2824.4820529792987
8485,K03689.01,CAND,5.24088367,3.3656,8531.2,12.74,1320.0,716.85,6452.0,4.241,1.305,285.9718,42.545712,TBD,,2.0303853743749105,0.002013330938721973,F,1,8661.575459440017,9.309366842250775
8486,K02055.04,CAND,6.13074243,2.84,146.1,1.26,916.0,166.78,5741.0,4.556,0.833,294.15271,38.23304,TBD,,0.812429563778864,0.0026403466476548443,G,0,8.379155394689782,2.4211606868587165
8487,K07795.01,CAND,5.44085762,2.119,137.5,0.97,892.0,149.44,5519.0,4.59,0.762,297.8728,42.303291,TBD,,0.6347271530513473,0.002465472616284803,G,0,3.822995722573009,1.8533332755470078
8488,K03767.01,CAND,6.714247798,3.3304,32213.0,14.78,809.0,100.94,5159.0,4.508,0.8,299.08057,44.29501,TBD,,0.5087947581127394,0.0026858375291637206,K,1,13524.210178571211,2.1446605848506324
8489,K03770.01,CAND,2.60720833,2.6452,3149.7,7.31,1561.0,1403.43,6366.0,4.352,1.236,290.93671,40.12492,TBD,,1.8225335750930125,0.0013632718430179839,F,1,1636.2163956351178,7.909408778294509
8490,K01972.02,CFRM,1.226223959,2.1689,56.1,1.0,2024.0,3973.86,5855.0,4.148,1.34,296.08975,48.955372,Terrestrial,Kepler-1031 b,1.4138486641308496,0.0007135678187072357,G,0,4.1887902047863905,10.078664866897356
8491,K03777.01,CAND,17.7476059,5.066,877.0,146.63,1998.0,3768.37,8992.0,3.535,4.832,295.86945,39.15881,TBD,,28.36237849347751,0.003281970168997405,A,0,13205568.82495194,472.5735235374123
8492,K02059.02,CAND,2.18565886,1.966,35.6,0.44,1087.0,329.49,4997.0,4.598,0.746,287.59009,51.06057,TBD,,0.41760602429390153,0.0013467975954661964,K,1,0.3568179048045239,1.7390220621267496
8493,K07796.01,CAND,3.52364689,3.439,74.2,0.94,1330.0,739.8,6269.0,4.412,1.085,298.72821,42.372631,TBD,,1.5045732888013497,0.0017060414719062918,F,0,3.479142123452299,5.350296175480179
8494,K02029.04,CAND,4.78850084,2.099,66.5,0.63,889.0,147.95,5208.0,4.563,0.772,299.89651,46.051971,TBD,,0.5099078904536453,0.0022208971941389427,G,0,1.0473944243362228,1.9272608987680662
8495,K03787.01,CAND,141.7340306,1.5851,7736.4,10.3,329.0,2.77,5606.0,4.478,0.918,288.43912,43.505249,TBD,,0.8140396984389502,0.020507984559893153,G,0,4577.20415410562,3.2405345255422575
8496,K07785.01,CAND,433.220461,2.725,725.1,2.07,203.0,0.4,5232.0,4.519,0.777,294.62714,41.933182,TBD,,0.5227360958096218,0.0432465356578832,G,0,37.15349259737265,1.9649507324408404
8497,K03864.01,CFRM,1.210693626,1.434,159.1,0.99,1351.0,784.51,5014.0,4.559,0.756,293.34497,39.257809,Super Earth,Kepler-1698 b,0.42899244494727273,0.000884638128780917,K,1,4.0643789469140295,1.8098975652529927
8498,K02061.02,CAND,1.090011003,1.5,174.8,1.04,1402.0,911.28,5081.0,4.596,0.77,291.65952,50.583881,TBD,,0.46076346402480445,0.0008506544374685016,K,1,4.711819304916839,1.9123209585617453
8499,K03864.02,CAND,18.2572722,3.434,157.5,0.94,547.0,21.16,5014.0,4.559,0.756,293.34497,39.257809,TBD,,0.42899244494727273,0.005386504961281365,K,1,3.479142123452299,1.8098975652529927
8500,K03791.01,CFRM,440.7843755,21.693,2579.0,7.23,308.0,2.14,6340.0,4.163,1.393,288.47485,40.65136,Unknown,Kepler-460 b,2.0206852799823345,0.03676059449219654,F,1,1583.0823291144789,11.322490333373953
8501,K03801.01,CAND,288.3128666,5.419,11181.0,13.21,300.0,1.93,5672.0,4.252,1.22,295.20694,45.09819,TBD,,1.1336924364624,0.028994060718701708,G,0,9655.995665678607,7.606206315780957
8502,K03876.01,CFRM,19.57783279,1.9857,432.6,1.96,621.0,35.14,5620.0,4.533,0.884,290.44067,38.52356,Neptune-like,Kepler-1928 b,0.7917499727992545,0.005678494689152431,G,0,31.539646643386497,2.8936460306320537
8503,K07791.01,CAND,106.18732,10.29,266.1,231.85,2660.0,11829.18,3287.0,0.114,152.969,295.43973,42.209061,TBD,,16.03218714445024,0.0013927050189220319,M,0,52204736.73644741,14993357.35157355
8504,K00416.03,CAND,9.74765878,2.62,102.0,0.78,679.0,50.3,5176.0,4.612,0.738,286.86548,41.989079,TBD,,0.4755804158523775,0.0036784771495880905,K,1,1.9877987692617913,1.6836727957942108
8505,K07798.01,CAND,309.89103,16.4,321.3,2.15,314.0,2.3,6450.0,4.386,1.155,293.17212,42.483238,TBD,,1.7947806250380562,0.033418106770581164,F,1,41.62976785149394,6.454083235145891
8506,K03880.01,CAND,1.803697292,1.5922,69.7,1.0,1783.0,2385.75,6438.0,4.33,1.166,288.86737,39.264961,TBD,,1.7984276443558656,0.0010386616401165144,F,1,4.1887902047863905,6.640247401697886
8507,K03810.01,CAND,1.013774136,1.2774,33878.0,18.59,827.0,110.51,3644.0,4.871,0.389,283.7504,41.08601,TBD,,0.06158197376401239,0.0008930300783121135,M,1,26910.81053549405,0.2465683978830293
8508,K03811.01,CAND,290.1401717,2.1583,4836.0,11.58,304.0,2.02,5631.0,4.212,1.263,286.15311,39.714901,TBD,,1.1400817396253964,0.02842054384145397,G,0,6504.505533342224,8.43914912039195
8509,K02004.03,CAND,1.72110057,1.922,29.7,0.7,1607.0,1575.2,5700.0,4.327,1.176,288.64627,50.788979,TBD,,1.1145441437652541,0.0010062846768181663,G,0,1.4367550402417317,6.812563674971483
8510,K03815.01,CAND,4.7425521,1.11,3583.0,7.27,1159.0,426.49,6161.0,4.454,1.053,286.50876,41.922741,TBD,,1.362146240829772,0.002137949859940889,F,0,1609.503190351812,4.8907303969224785
8511,K03891.01,CAND,47.1096306,5.741,752.2,78.98,751.0,75.4,5258.0,3.597,2.78,296.15601,44.92009,TBD,,1.9077332663380957,0.006017460213136983,G,0,2063668.7964613943,89.99595648790576
8512,K03663.01,CFRM,282.5253558,10.7965,9746.4,8.98,264.0,1.15,5725.0,4.506,0.913,289.76361,51.962601,Unknown,Kepler-86 b,0.8805687549624797,0.03310341430705158,G,0,3033.315744317908,3.1878724896010056
8513,K03741.02,CAND,18.577903,20.11,99.8,1.36,879.0,140.97,6432.0,4.207,1.345,300.33237,44.986141,TBD,,2.0667928818147,0.004580629889934887,F,1,10.536717453371157,10.191907239287426
8514,K01666.01,CAND,0.968026356,0.7143,212.7,1.78,2167.0,5205.91,6469.0,4.385,1.193,291.01971,40.177589,TBD,,1.8757699669453594,0.0007180943920570423,F,1,23.623737935024458,7.112297923915227
8515,K01670.01,CAND,10.57910009,1.4553,329.3,2.03,929.0,175.79,6323.0,4.418,1.093,291.12006,40.333988,TBD,,1.568568246378853,0.003573507520440968,F,0,35.041018676455586,5.4695184940881365
8516,K07849.01,CAND,5.0263815,4.384,77.2,0.84,1065.0,305.12,5783.0,4.418,0.962,299.14664,43.459831,TBD,,0.9660027685222928,0.0021285993326358435,G,1,2.4827127095377124,3.729184113311759
8517,K02158.02,CAND,6.68231249,3.251,48.7,2.09,1350.0,784.74,5343.0,3.764,2.506,297.65143,40.352551,TBD,,1.8336324800209367,0.0018286615168022998,G,0,38.24084389147232,65.92221772595978
8518,K07850.01,CAND,66.119119,3.086,862.0,3.0,452.0,9.89,5828.0,4.462,1.028,295.79788,43.570389,TBD,,1.0647847362754361,0.012412887993855063,G,1,113.09733552923254,4.5505925688726805
8519,K01745.01,CAND,0.982090079,1.44892,5396.7,29.95,1568.0,1426.18,5472.0,4.573,0.742,284.9671,46.27626,TBD,,0.5972811241331392,0.0007741806245692849,G,0,112532.79080578368,1.711198241008547
8520,K02480.01,CAND,0.66682654,0.7847,511.6,1.49,1183.0,461.55,3993.0,4.696,0.554,298.92639,44.00219,TBD,,0.12644379888714877,0.0006261515557549143,K,0,13.856304369132936,0.71222613090869
8521,K01957.01,CAND,1.38680229,1.7065,242.3,29.33,2530.0,9703.01,6823.0,4.04,2.037,297.79224,46.935829,TBD,,3.9635381611034717,0.0007645895472447992,F,0,105687.78552872916,35.404763386748634
8522,K02162.02,CAND,199.66876,8.996,251.9,1.45,305.0,2.06,5678.0,4.409,0.921,285.69199,45.689388,TBD,,0.8594719605067029,0.024435561338252854,G,0,12.770050538066911,3.272408408322454
8523,K01963.01,CAND,12.89623554,2.625,426.6,2.55,783.0,89.02,6072.0,4.51,0.923,290.60745,48.357182,TBD,,1.1264690980588408,0.00425555218148464,F,0,69.45590118188993,3.2937733578947084
