,ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,PlanetInsolationValue,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName,StellarSunLuminosity,DistanceFromStarCoreinAU,StarClassification,MainSequence,PlanetEarthSize,StellarSunSize
57,K01553.01,CFRM,52.75878505,6.6517,5805.8,8.76,540.0,20.08,6228.0,4.413,1.137,288.43576,43.763489,Gas Giant,Kepler-890 b,1.535838004677598,0.010462390478439347,F,0,2815.794315236829,6.157012047273953
58,K00205.01,CFRM,11.720124,3.0039,9763.3,7.94,660.0,44.89,5215.0,4.564,0.77,295.49667,42.537891,Gas Giant,Kepler-492 b,0.5113267413703263,0.0040375184906895414,G,0,2096.766728386502,1.9123209585617453
59,K00219.01,CFRM,8.025118521,5.3694,3120.4,7.79,1093.0,336.73,6002.0,4.196,1.369,297.21408,41.66404,Gas Giant,Kepler-494 b,1.5950633721172869,0.0026036831945875317,F,1,1980.1631869603043,10.74728965018096
60,K00206.01,CFRM,5.334082429,6.2226,4676.5,13.08,1495.0,1180.64,6332.0,4.016,1.905,297.59366,40.977268,Gas Giant,Kepler-433 b,2.7494709447888477,0.0018256011252644952,F,0,9373.717077317535,28.958332430421994
61,K00214.01,CFRM,3.311864148,1.4049,5976.5,9.06,1116.0,365.94,5461.0,4.499,0.937,298.62488,48.57745,Gas Giant,Kepler-424 b,0.7482019347039941,0.0017105845514182852,G,0,3115.108675661654,3.4459373866258187
62,K00200.01,CFRM,7.340714946,2.9987,8510.5,14.31,1155.0,421.03,6056.0,4.191,1.498,293.09253,41.355518,Gas Giant,Kepler-74 b,1.8090301671824711,0.0024797417696804016,F,0,12274.604583735869,14.080693638102817
63,K00208.01,CFRM,3.003879547,3.2848,8538.0,10.96,1438.0,1011.87,6311.0,4.398,1.172,295.30753,38.881641,Gas Giant,Kepler-493 b,1.6692095555821782,0.0015365020535006758,F,1,5514.679428837428,6.743283899851333
64,K00209.01,CFRM,50.79034648,10.8474,5671.1,10.6,612.0,33.12,6163.0,4.185,1.406,288.79303,48.04023,Gas Giant,Kepler-117 c,1.8211449817123124,0.008870889522955014,F,0,4988.916154543867,11.642455090216366
65,K00201.01,CFRM,4.225384543,2.82038,7563.0,9.0,1111.0,360.46,5574.0,4.403,1.054,287.13058,42.350151,Gas Giant,Kepler-491 b,0.913479905345599,0.0019044125460244321,G,1,3053.6280592892786,4.904677338334064
66,K00216.01,CFRM,20.17202467,3.1488,5368.1,6.24,564.0,24.0,5064.0,4.474,0.864,299.21317,41.424831,Gas Giant,Kepler-118 c,0.5101278808110673,0.005515361501068263,K,1,1017.7529698620372,2.7016546746633594
67,K01787.01,CFRM,98.7179332,6.593,7320.0,6.99,360.0,3.97,5808.0,4.583,0.786,287.95657,41.130329,Gas Giant,Kepler-950 b,0.8030073244982613,0.01701392734526363,G,0,1430.6063109113359,2.0340248170179835
68,K00202.01,CFRM,1.72086129,2.0243,10184.0,13.25,1647.0,1743.61,5742.0,4.297,1.215,286.11032,43.680962,Gas Giant,Kepler-412 b,1.1858221558131832,0.000986563806262918,G,0,9743.97686434349,7.513070136373861
69,K01790.01,CFRM,130.3543929,6.474,5128.7,7.7,369.0,4.36,5970.0,4.463,1.015,285.37195,41.993912,Gas Giant,Kepler-952 b,1.1575876815579162,0.019492779836496468,G,1,1912.3209585617453,4.380127334556948
70,K00196.01,CFRM,1.855557556,2.35672,10570.0,10.05,1436.0,1004.89,5657.0,4.441,0.947,294.51324,45.98164,Gas Giant,Kepler-41 b,0.8707334403972546,0.0011135851315092163,G,0,4251.936740722322,3.557447882761771
71,K01797.01,CFRM,16.78175788,3.7386,908.0,2.25,545.0,20.82,4925.0,4.588,0.742,295.85938,47.93951,Gas Giant,Kepler-954 b,0.3919398070151281,0.005190502428793516,K,1,47.71293842639498,1.711198241008547
72,K01800.01,CFRM,7.794302043,1.1081,3387.4,16.51,882.0,142.82,5494.0,4.405,0.982,285.26859,48.560009,Gas Giant,Kepler-447 b,0.8032609193376946,0.002837095001314214,G,1,18850.80188137397,3.9666426087825037
73,K00203.01,CFRM,1.485710994,2.2874,20824.0,14.48,1562.0,1404.81,5624.0,4.432,1.018,298.39526,47.81501,Gas Giant,Kepler-17 b,0.9143649201437651,0.0009651416481783293,G,1,12717.281801072773,4.419080808948383
74,K01873.01,CFRM,71.3116598,8.813,2138.0,4.94,475.0,12.01,6194.0,4.445,1.069,295.8093,40.008511,Gas Giant,Kepler-328 c,1.4127100642730492,0.012974633226065796,F,0,504.9745095691344,5.117074322953521
75,K00197.01,CFRM,17.27629668,3.94738,10458.0,7.31,538.0,19.88,4941.0,4.599,0.738,290.83313,38.184349,Gas Giant,Kepler-489 b,0.3949174346534918,0.005331937346382219,K,1,1636.2163956351178,1.6836727957942108
76,K02133.01,CFRM,6.24667547,11.261,396.8,14.93,1902.0,3095.83,4604.0,2.936,6.221,285.67288,44.11673,Gas Giant,Kepler-91 b,2.5095276841086465,0.0010770788977978957,K,0,13940.168795463025,1008.4844667039861
77,K00238.01,CFRM,17.23232894,4.5568,509.8,2.79,817.0,105.47,6086.0,4.274,1.216,296.99863,42.78196,Gas Giant,Kepler-123 b,1.4977933459086448,0.004508183128750592,F,1,90.9706335142869,7.531636199163128
78,K02154.01,CFRM,11.92979348,6.152,709.3,2.43,770.0,83.04,5831.0,4.517,0.921,288.30869,51.478291,Gas Giant,Kepler-1799 b,0.9559217115546602,0.0040588926627284335,G,0,60.104561090990885,3.272408408322454
79,K00254.01,CFRM,2.455240626,1.72722,36912.0,10.6,730.0,67.3,3793.0,4.697,0.568,292.87289,41.06427,Gas Giant,Kepler-45 b,0.10555291618173789,0.0014981926427478952,K,0,4988.916154543867,0.7675976145844744
80,K02493.01,CFRM,0.663085361,1.1522,322.7,1.6,1681.0,1894.94,5172.0,4.6,0.767,297.84149,46.967682,Gas Giant,Kepler-1259 b,0.49274242736598906,0.0006100315849632315,K,1,17.15728467880506,1.8900561270010068
81,K00004.01,CFRM,3.849371737,2.632,1298.6,12.94,2034.0,4055.29,6244.0,3.657,2.992,294.35654,38.94738,Gas Giant,Kepler-1658 b,4.083228618433187,0.0012004137570151255,F,0,9075.936283252166,112.19496744349607
82,K02672.02,CFRM,42.9923284,4.726,1120.1,3.32,496.0,14.33,5593.0,4.45,0.945,296.13281,48.977402,Gas Giant,Kepler-396 b,0.8302361045526176,0.00910579327735504,G,0,153.2861302287485,3.534956182134751
83,K02674.01,CFRM,197.5111484,11.106,2575.6,9.52,391.0,5.54,5616.0,4.004,1.674,289.65125,43.824421,Gas Giant,Kepler-1311 d,1.4950453962478527,0.019652254586017198,G,0,3614.0940865063058,19.64965683908597
84,K02744.01,CFRM,109.6469948,6.568,899.7,4.85,428.0,7.95,5332.0,4.083,1.453,293.52756,41.111439,Gas Giant,Kepler-1333 b,1.0544274589278058,0.013777323727010647,G,0,477.8744653216261,12.849477024950836
85,K00285.01,CFRM,13.74883059,6.0968,425.9,3.63,975.0,213.84,5862.0,4.05,1.67,289.08606,41.562958,Gas Giant,Kepler-92 b,1.7704768700153186,0.003442236693555155,G,0,200.35882882750275,19.509135393555034
86,K00046.01,CFRM,3.487688776,3.83661,1298.8,5.64,1445.0,1033.07,5576.0,4.065,1.593,283.25549,48.355232,Gas Giant,Kepler-101 b,1.382602589660977,0.0013839610959053583,G,0,751.4946986656965,16.933079084096867
87,K00367.01,CFRM,31.57865122,2.12791,2125.4,4.52,570.0,24.94,5733.0,4.442,0.99,284.47217,39.911812,Gas Giant,Kepler-1656 b,0.9601818481093384,0.007422814289987758,G,1,386.8155404874027,4.0643789469140295
88,K00370.01,CFRM,42.88247951,9.7471,408.9,3.61,709.0,59.6,6143.0,4.039,1.763,291.38776,44.52911,Gas Giant,Kepler-145 c,2.2540570479490265,0.0073569769573232045,F,0,197.06532550834612,22.953321840742507
89,K00063.01,CFRM,9.43414171,2.8112,3977.0,5.73,791.0,92.39,5578.0,4.518,0.886,289.22617,49.548199,Gas Giant,Kepler-63 b,0.7700843391627156,0.0034537964289335765,G,0,788.0476444114092,2.9133306302584967
90,K00372.01,CFRM,125.6291479,9.108,7841.6,10.02,388.0,5.35,5819.0,4.334,1.111,299.12244,41.86676,Gas Giant,Kepler-539 b,1.1436628593505254,0.01749090140584098,G,1,4213.973245007888,5.74421631465634
91,K00375.01,CFRM,988.8811177,5.9504,5060.0,10.81,223.0,0.58,5755.0,4.101,1.549,291.2012,51.144279,Gas Giant,Kepler-1704 b,1.5255388057949404,0.06135326890485634,G,0,5291.340277005516,15.568359892133582
92,K00377.01,CFRM,19.27082584,4.1281,6660.5,7.74,661.0,45.05,5779.0,4.491,0.956,285.57397,38.400902,Gas Giant,Kepler-9 b,0.9573245581665728,0.005514704882640117,G,0,1942.2784488793018,3.6598415733591816
93,K00318.01,CFRM,38.5833679,12.391,1388.2,8.56,761.0,79.08,6273.0,4.04,1.927,288.15399,44.068821,Gas Giant,Kepler-522 b,2.679004201028034,0.006962952635523363,F,0,2627.301436847173,29.973244286306993
94,K03115.01,CFRM,5.8660127,3.985,183.0,1.45,1064.0,302.77,6020.0,4.427,1.04,292.65839,49.865189,Gas Giant,Kepler-1431 b,1.2263370071700357,0.002407623483079346,F,0,12.770050538066911,4.711819304916839
95,K00423.01,CFRM,21.0871953,5.92691,8894.7,14.43,873.0,137.06,6266.0,4.101,1.522,296.96027,46.034302,Gas Giant,Kepler-39 b,2.1065256150399545,0.0046899485935529015,F,0,12585.996382427187,14.768370073868974
96,K00428.01,CFRM,6.8731664,6.8569,3753.8,13.44,1482.0,1140.56,6490.0,3.942,2.179,296.81369,47.526611,Gas Giant,Kepler-40 b,3.470775693006367,0.0020868646347448616,F,0,10169.19125826647,43.33714529170598
97,K00490.02,CFRM,1071.232624,16.1784,19046.0,9.27,129.0,0.07,4799.0,4.631,0.692,292.65842,38.34539,Gas Giant,Kepler-167 e,0.3295335401883392,0.0820806649285216,K,0,3336.781828342995,1.3880556961763821
98,K00508.01,CFRM,7.930583519,3.6083,826.1,3.05,899.0,154.36,5674.0,4.446,1.032,284.52118,41.629601,Gas Giant,Kepler-170 b,0.9603456045272641,0.0029839151227029855,G,1,118.84697368407745,4.6039192862324185
99,K00464.01,CFRM,58.36205791,6.3363,5374.7,7.02,446.0,9.33,5592.0,4.467,0.953,293.7471,45.10722,Gas Giant,Kepler-561 b,0.8366659243144202,0.011328575223849944,G,0,1449.1053027918454,3.625495005833197
100,K00089.01,CFRM,84.6877524,10.0248,347.7,3.37,611.0,32.96,6688.0,4.062,1.79,299.82117,43.81427,Gas Giant,Kepler-462 b,3.2153526987240193,0.011815736075758127,F,0,160.31653287660896,24.024131824329377
101,K00412.01,CFRM,4.147021189,2.8997,3680.7,7.31,1258.0,590.84,5818.0,4.266,1.205,283.2576,40.990501,Gas Giant,Kepler-546 b,1.2395739601285598,0.001732771720243085,G,0,1636.2163956351178,7.329084857011477
102,K00470.01,CFRM,3.750832927,1.9457,2397.9,4.61,1129.0,383.77,5776.0,4.512,0.95,296.83838,46.6264,Gas Giant,Kepler-564 b,0.9493423899181974,0.0018815510220170685,G,0,410.38491211435945,3.5913640018287314
103,K00631.01,CFRM,15.45805668,8.79536,4253.2,9.11,871.0,136.4,5868.0,4.169,1.407,290.44928,39.854801,Gas Giant,Kepler-628 b,1.497769725612394,0.0039641986818063826,G,0,3166.968474502885,11.66731441654205
104,K00614.01,CFRM,12.87471243,2.2491,3860.7,11.26,926.0,173.5,5963.0,4.218,1.424,293.58636,42.928909,Gas Giant,Kepler-434 b,1.6164406240934384,0.0036514908159034714,G,0,5980.035757463902,12.095353822732521
105,K00666.01,CFRM,22.24814617,4.1483,613.7,2.72,609.0,32.58,5629.0,4.503,0.943,296.0322,42.131672,Gas Giant,Kepler-640 b,0.8500162282530322,0.0061105196155972095,G,0,84.29373962696926,3.512559483269575
106,K00674.01,CFRM,16.33888067,9.3599,1718.4,10.47,963.0,203.31,4877.0,3.645,2.595,290.32733,42.898281,Gas Giant,Kepler-643 b,1.3180713324232858,0.0030460018374026117,K,0,4807.6036291138225,73.19824960305144
107,K00680.01,CFRM,8.600153929,9.0015,4510.2,26.52,1703.0,1986.75,6093.0,3.475,3.913,292.28732,43.197281,Gas Giant,Kepler-435 b,4.842003401899967,0.001867587713952294,F,0,78128.44282706543,250.9678863169451
108,K03439.01,CFRM,41.7084063,8.567,330.0,2.19,608.0,32.24,6434.0,4.394,1.138,296.10791,39.319908,Gas Giant,Kepler-1502 b,1.7508825651933493,0.008815989545025884,F,0,43.99678617557545,6.173271753798884
109,K03678.01,CFRM,160.8845197,10.8771,7590.4,9.09,346.0,3.39,5650.0,4.313,1.044,289.7916,39.285328,Gas Giant,Kepler-1513 b,0.9551791188313683,0.020080875092646833,G,1,3146.156043113803,4.766395823232399
110,K03681.01,CFRM,217.8318429,21.306,9148.7,11.17,343.0,3.29,6259.0,4.385,1.167,292.62747,37.860142,Gas Giant,Kepler-1514 b,1.6079820341115576,0.02644738400427504,F,1,5837.785434852635,6.65734674284179
111,K03683.01,CFRM,214.3120439,16.2938,4523.4,9.17,380.0,4.93,6471.0,4.287,1.357,290.97394,48.178162,Gas Giant,Kepler-1515 b,2.136269188971185,0.024902594837527544,F,1,3229.956075172075,10.467142875385182
112,K03762.01,CFRM,240.7990472,16.666,5022.9,10.31,342.0,3.22,5758.0,4.168,1.385,296.66791,49.461861,Gas Giant,Kepler-1519 b,1.3668691617528588,0.02464765524988317,G,0,4590.548764240915,11.128533295448278
113,K02076.02,CFRM,219.3215562,12.4124,3628.7,6.11,313.0,2.27,6063.0,4.476,1.012,287.47763,46.141178,Gas Giant,Kepler-1085 b,1.2277821503928412,0.027821965196426903,F,0,955.4594056530879,4.341403447756642
114,K03728.01,CFRM,5.546083089,2.717,2211.0,22.27,2336.0,7027.09,7358.0,3.538,4.037,287.80722,43.188782,Gas Giant,Kepler-1517 b,10.624008591319315,0.0014709452990720065,F,0,46264.647805598855,275.59089013030405
115,K02065.01,CFRM,80.2321467,4.656,888.7,3.24,380.0,4.91,5436.0,4.505,0.888,282.86319,41.79668,Gas Giant,Kepler-1789 b,0.6961795915956858,0.014244918598091951,G,0,142.4700707342006,2.933104300319855
116,K01658.01,CFRM,1.544928892,1.43586,5817.3,13.43,1997.0,3765.46,6309.0,4.199,1.412,294.19211,39.618999,Gas Giant,Kepler-76 b,2.0084791892600693,0.0008737048022723836,F,0,10146.509055649727,11.79214197732891
117,K03094.01,CFRM,4.5770016,0.949,710.0,1.33,567.0,24.38,3805.0,4.767,0.497,288.87436,51.154121,Gas Giant,Kepler-1904 b,0.09353315049029262,0.002343181904616213,K,0,9.85470282101804,0.5142304332079586
118,K00754.01,FPOS,1.736952453,2.40641,8079.2,33.46,1395.0,891.96,5805.0,4.564,0.791,285.53461,48.28521,,,0.8064471466295999,0.001137510304000769,G,0,156915.70745777493,2.0730895372996745
119,K00114.01,FPOS,7.36178958,5.022,233.7,39.21,1342.0,767.22,6227.0,3.986,1.958,298.86435,42.151569,,,2.643130950284891,0.0022204421165239576,F,0,252510.3222888621,31.44319519151755
120,K00742.01,FPOS,11.52144606,3.6399,17984.0,150.51,753.0,75.88,5795.0,4.554,0.848,297.07993,47.597401,,,0.8586183055229142,0.00402417153265872,G,0,14281856.876550565,2.55432507112646
121,K00743.01,FPOS,19.40393776,12.2155,8918.7,7.18,523.0,17.69,5043.0,4.591,0.68,289.25821,47.635319,,,0.39487106873478894,0.005652021628602598,K,0,1550.4649109401907,1.3170896816713946
122,K00744.01,FPOS,19.22138894,4.79843,74284.0,49.29,698.0,55.97,6117.0,4.496,0.947,295.81454,47.69035,,,1.1904041461138148,0.005517084502964837,F,0,501608.7039150552,3.557447882761771
123,K00745.01,FPOS,16.46983774,9.4378,10479.0,7.94,595.0,29.61,5152.0,4.517,0.786,297.15442,47.668701,,,0.49718325498590205,0.004902065579391019,K,1,2096.766728386502,2.0340248170179835
124,K00748.01,FPOS,2.696370652,3.6129,397.9,1.58,1066.0,305.34,4989.0,4.504,0.819,283.76547,47.804298,,,0.4555420243060178,0.0014612093651153034,K,1,16.52189547022142,2.3011255502666805
125,K00113.01,FPOS,386.6030528,6.8057,24927.0,41.5,297.0,1.84,5543.0,4.081,1.58,292.27374,37.671558,,,1.3391435416429989,0.03227340054504615,G,0,299386.9731030245,16.52189547022142
126,K00770.01,FPOS,1.50635409,1.5155,2211.7,4.53,1452.0,1054.12,5714.0,4.563,0.831,295.66522,49.351009,,,0.7953394008777342,0.0010391333807976894,G,0,389.38858445770677,2.403763191816828
127,K00771.01,FPOS,670.645531,53.412,18091.0,14.14,196.0,0.35,5520.0,4.466,0.983,296.69861,49.316479,,,0.8194082997396339,0.05788369294751907,G,1,11842.321237728775,3.978773005923558
128,K00772.01,FPOS,61.2563628,7.633,5123.3,39.87,505.0,15.43,6144.0,4.402,1.091,283.72592,49.479519,,,1.3957900834833854,0.011378032375399881,F,0,265477.25368230545,5.439548596573994
129,K00761.01,FPOS,2.701287801,3.3827,860.4,6.54,1222.0,527.81,5550.0,4.468,0.91,297.92365,48.777321,,,0.7751823122860259,0.0014497836383751618,G,0,1171.7146346646919,3.1565508234110853
130,K00763.01,FPOS,19.65120951,5.2514,11766.0,12.42,730.0,67.03,6074.0,4.391,1.063,291.0939,48.933842,,,1.2990412581540083,0.005266437525365766,F,0,8025.154401032492,5.031394872883746
131,K00768.01,FPOS,33.93373447,14.561,8503.7,7.34,430.0,8.11,5040.0,4.628,0.705,284.17233,49.360722,,,0.4084151019548872,0.008489469319667322,K,1,1656.4441179883038,1.4677630833314386
132,K00774.01,FPOS,7.442652004,2.3078,24446.0,15.03,967.0,206.78,6108.0,4.469,0.956,288.98682,49.733742,,,1.194660585654054,0.0028754649373178348,F,0,14222.15970190162,3.6598415733591816
133,K00779.01,FPOS,10.40599802,6.5036,14489.0,11.23,833.0,113.94,5746.0,4.393,0.924,289.23553,50.241001,,,0.904325938342993,0.003370268181412342,G,0,5932.365192839219,3.3044906163946965
134,K00798.01,FPOS,3.341913228,3.813,725.3,21.55,1032.0,268.67,5295.0,4.551,0.811,292.31595,38.27029,,,0.5723678637617728,0.0017460959588430573,G,0,41920.88405833762,2.2343498339309535
135,K00799.01,FPOS,1.626630225,2.1145,1620.6,32.43,1547.0,1355.88,5735.0,4.41,0.973,294.36819,38.31028,,,0.9450114249499877,0.0009987297255767565,G,1,142866.1874791489,3.85857663441896
136,K00789.01,FPOS,14.1798187,2.505,459.9,1.88,711.0,60.35,5799.0,4.539,0.878,291.0448,51.321671,,,0.8914510087074801,0.0045978010710821795,G,0,27.833136987618392,2.8351246437429127
137,K00792.01,FPOS,1.433769925,1.8868,1976.3,46.58,1920.0,3209.29,6017.0,4.22,1.339,290.84369,37.728828,,,1.5757639218983104,0.0008382646823889004,F,1,423337.81302934804,10.056117526570041
138,K00793.01,FPOS,10.31872301,3.836,871.7,28.59,876.0,139.26,5927.0,4.409,1.06,291.84891,37.713501,,,1.1744542506318132,0.0034741209213846958,G,1,97888.36515749632,4.988916154543868
139,K00796.01,FPOS,0.444291966,2.0792,10967.0,27.51,1836.0,2706.26,5255.0,4.678,0.636,290.99689,38.28492,,,0.4354502326699315,0.00047987108082180914,G,0,87208.81402964605,1.0776058893814753
140,K00803.01,FPOS,7.544039,6.222,322.6,17.47,838.0,116.46,5657.0,4.567,0.824,293.94116,38.601101,,,0.7576392343055308,0.0030512859503153402,G,0,22334.041780997475,2.343528526902076
141,K00805.01,FPOS,10.32803571,7.7915,16918.0,13.28,843.0,119.31,5627.0,4.359,1.024,287.69675,38.886452,,,0.9217181661559305,0.003325069479904504,G,1,9810.312334639904,4.497679234840673
142,K00807.01,FPOS,1.540397253,2.1541,816.1,25.69,1470.0,1105.68,5663.0,4.53,0.915,286.92639,38.921631,,,0.8448855265196389,0.0010457413529969838,G,0,71020.04155874855,3.2088682894700917
143,K00808.01,FPOS,2.99025443,5.414,589.2,1.7,918.0,168.45,4667.0,4.578,0.731,287.74881,38.92955,,,0.311357341441055,0.0016264253003047133,K,1,20.579526276115534,1.636216395635118
144,K00828.01,FPOS,2.507089906,2.0067,1339.2,30.26,1326.0,730.47,5926.0,4.506,0.939,295.37805,40.493401,,,1.0396872321811583,0.0014272177460773559,G,0,116063.42447477517,3.4680502865770384
145,K00819.01,FPOS,38.03672948,4.34617,82872.0,27.5,500.0,14.81,5575.0,4.521,0.932,294.14789,40.055538,,,0.8083248476322269,0.008838030769815512,G,0,87113.74629016696,3.391066811049093
146,K00011.01,FPOS,3.747838198,5.0642,616.0,13.65,1031.0,266.76,5514.0,4.569,0.826,291.06152,50.265129,,,0.6855476149264904,0.001917778880703225,G,0,10653.359029012412,2.360634507278453
147,K00822.01,FPOS,7.91936937,3.3148,15148.0,10.34,814.0,104.0,5690.0,4.588,0.776,283.53845,40.217999,,,0.7303000269580019,0.0031701080330678744,G,0,4630.73816631501,1.9573738099573812
148,K00827.01,FPOS,5.97581754,3.065,962.4,3.86,1047.0,284.25,6108.0,4.471,0.997,294.22397,40.417858,,,1.2458960291810586,0.002504555950919679,F,0,240.90761234600825,4.151204077181506
149,K00839.01,FPOS,2.446737317,4.7211,1177.9,26.25,1261.0,597.19,5764.0,4.548,0.863,298.96112,40.862808,,,0.8552581356712889,0.0014316353636651972,G,0,75766.37907524759,2.6922847824206433
150,K00831.01,FPOS,3.9043425,3.831,16228.0,12.28,1104.0,351.05,5810.0,4.526,0.898,294.05676,40.549679,,,0.9186950916595044,0.001935268747607747,G,0,7756.819930838408,3.0333157443179073
151,K00832.01,FPOS,9.286358079,3.49949,44791.0,17.61,796.0,95.03,5670.0,4.523,0.821,294.74396,40.53392,,,0.7618437736533337,0.0033872142721282843,G,0,22875.293618105636,2.3180248138464514
152,K00833.01,FPOS,3.951405455,2.1862,2453.9,31.44,1133.0,388.71,6046.0,4.539,0.869,295.50439,40.505489,,,1.0425163567708662,0.00195915436465121,F,0,130177.58828915094,2.7488303588580885
153,K00836.01,FPOS,2.384052875,3.0918,1268.1,17.06,1010.0,244.87,4794.0,4.58,0.701,299.64285,40.691238,,,0.3324303498064673,0.0013938711094826427,K,1,20798.197109228804,1.4429213624909878
154,K00838.01,FPOS,4.859386384,2.2757,6044.3,38.33,1114.0,364.23,6072.0,4.47,0.988,292.21436,40.759762,,,1.2057979077812944,0.00217665440482302,F,0,235887.57572962315,4.039796076553074
155,K00848.01,FPOS,3.166465862,2.9381,4357.2,26.82,954.0,196.31,4968.0,4.575,0.704,284.86929,41.679192,,,0.38502553912844184,0.0016753811748708213,K,1,80809.96708078329,1.4615261380793296
156,K00859.01,FPOS,10.44331991,2.743,1159.8,2.66,667.0,46.94,4947.0,4.516,0.802,286.24356,42.148811,,,0.4312534074519835,0.003626058456027681,K,1,78.83762256814433,2.1607857851333
157,K00862.01,FPOS,5.851520671,3.11058,33004.0,14.62,901.0,155.89,5532.0,4.53,0.806,284.08731,42.233231,,,0.6777261721801948,0.002494353915682011,G,0,13089.731165080942,2.1932782642621493
158,K00866.01,FPOS,2.861159894,1.8832,1014.3,4.37,1355.0,797.1,6126.0,4.458,1.021,291.67172,42.343109,,,1.2909940533628173,0.0015224596465624634,F,0,349.5690064820015,4.458264549514951
159,K00120.01,FPOS,20.5452375,2.517,218.5,2.41,742.0,71.57,5670.0,4.206,1.264,294.40192,50.172089,,,1.1729239097415516,0.004842944421467804,G,0,58.632678856091815,8.459210480753367
160,K00876.01,FPOS,6.998099523,2.0488,20285.0,588.66,853.0,125.22,5612.0,4.566,0.829,287.88412,42.832439,,,0.7382708309593518,0.0029047655089428255,G,0,854441212.4149032,2.3864492380067834
161,K00121.01,FPOS,8.8111022,5.0683,401.1,63.66,1399.0,904.92,6200.0,3.8,2.404,294.46088,38.383461,,,3.189273403581722,0.0022458505672609858,F,0,1080658.5954712853,58.19584778663606
162,K00894.01,FPOS,7.9426176,6.703,1590.7,4.68,878.0,140.57,5811.0,4.521,0.926,299.00143,43.399632,,,0.9479927550007439,0.0031066781338636635,G,0,429.36453416054684,3.3259948264860992
163,K00882.01,FPOS,1.956811408,2.1958,24905.0,21.58,1109.0,357.16,5209.0,4.657,0.603,295.83536,42.943062,,,0.39858896563088625,0.0012637794893890397,G,0,42096.20351407006,0.9184183359960213
164,K00888.01,FPOS,1.000747038,0.9967,1823.5,4.14,1620.0,1635.2,5472.0,4.499,0.79,297.97513,43.164909,,,0.6359192561525338,0.0007460288502338515,G,0,297.2279407789812,2.0652369337776775
165,K00895.01,FPOS,4.409409243,3.8636,12861.0,10.95,1101.0,347.06,5600.0,4.368,0.975,296.41019,43.455391,,,0.8608891881124657,0.0018841324071592334,G,1,5499.59827194693,3.8824194712144355
166,K00905.01,FPOS,5.795063956,3.2496,1692.9,4.33,950.0,192.74,5865.0,4.563,0.827,296.50754,44.036072,,,0.8785532814299406,0.002554101776997094,G,0,340.0574535433497,2.369218624366653
167,K00909.01,FPOS,16.37198661,3.8449,4147.6,540.37,438.0,8.71,4187.0,4.656,0.592,298.67862,44.175499,,,0.1633518585723145,0.00518075478179078,K,0,660940400.8584975,0.8690679408355124
168,K00930.01,FPOS,3.044770796,10.0134,1695.0,24.54,1076.0,317.36,5525.0,4.603,0.753,293.68494,45.51683,,,0.6299624095463392,0.0016854710522172097,G,0,61903.083778625674,1.788436554154972
169,K00932.01,FPOS,3.855599139,3.183,1030.9,3.57,1158.0,425.74,5936.0,4.501,0.965,296.39542,45.56992,,,1.075705557257862,0.0019015797861503202,G,1,190.58699284310597,3.764181442906379
170,K00915.01,FPOS,37.60166128,8.30604,59130.0,27.22,606.0,31.86,6140.0,4.354,1.096,282.30603,44.714661,,,1.3985389575860379,0.00792600738232825,F,0,84479.81845529839,5.514679428837429
171,K00917.01,FPOS,6.71969089,3.0231,969.7,4.37,952.0,194.18,5931.0,4.479,0.866,301.04956,44.706299,,,0.9620997858606747,0.002662857244483717,G,0,349.5690064820015,2.720459628346797
172,K00919.01,FPOS,51.42598578,16.9422,66068.0,29.66,549.0,21.4,6257.0,4.41,1.147,290.63898,44.806789,,,1.578405434897278,0.01027406883481188,F,0,109295.44165831903,6.320899176130554
173,K00126.01,FPOS,33.80364366,11.4813,13494.0,20.7,745.0,72.71,5855.0,3.999,1.796,297.47586,41.114288,,Kepler-469 b,1.8949792543126909,0.0061072434378211604,G,0,37153.49259737265,24.26652595454326
174,K00925.01,FPOS,19.97448524,4.23479,40293.0,26.56,700.0,56.84,6108.0,4.471,0.997,289.72748,45.367661,,,1.2458960291810586,0.0056008499803150156,F,0,78482.49867711923,4.151204077181506
175,K00927.01,FPOS,23.89963441,3.81881,20953.0,44.04,652.0,42.8,6192.0,4.503,0.924,294.71768,45.48576,,,1.2195125998645782,0.006385741520082795,F,0,357791.92948547367,3.3044906163946965
176,K00933.01,FPOS,3.187067566,3.119,1037.4,23.88,1079.0,319.76,5450.0,4.552,0.811,297.78848,45.565418,,,0.6423879608860348,0.001695612864656467,G,0,57041.5839535574,2.2343498339309535
177,K00145.01,FPOS,102.9641952,15.735,1896.7,39.0,797.0,95.4,5047.0,3.066,7.119,296.81772,46.781509,,,4.147083136129976,0.007887461592045997,K,0,248474.84615772392,1511.2822726914624
178,K01171.01,FPOS,0.445277068,3.539,186.7,35.74,2562.0,10177.11,6167.0,4.444,1.064,297.10349,47.64357,,,1.3817451583967284,0.00044080023298325864,F,0,191228.33944964985,5.045607844361237
179,K00966.01,FPOS,0.379463865,0.86896,1973.3,59.56,3000.0,19256.81,5075.0,3.892,1.783,290.91119,38.335579,,,1.0619059625515042,0.0002809253502080865,K,0,885019.1673238671,23.743385227342635
