,ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,PlanetInsolationValue,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName,StellarSunLuminosity,DistanceFromStarCoreinAU
9256,K07339.01,CAND,10.6982275,3.198,246.0,1.73,919.0,0.12300072833211945,6277.0,4.417,1.097,296.02774,47.753551,TBD,,1.528993615660424,0.1333794948990882
9257,K07467.01,CAND,7.20558084,2.997,58.0,1.33,1253.0,0.42421704297159507,6002.0,4.025,1.693,284.95026,49.747147,TBD,,1.972565587286024,0.08157587558407557
9258,K07470.01,CAND,392.50115,9.88,391.2,1.9,225.0,0.00043699927166788056,5128.0,4.388,0.988,296.53479,49.785851,TBD,,0.6133940238843376,1.4173251304371424
9259,K07471.01,CAND,5.29655591,3.93,135.4,1.3,1156.0,0.30672978878368534,6268.0,4.429,1.1,296.82037,49.75045,TBD,,1.5244007935500117,0.08433574374629174
9260,K06291.01,CAND,8.8324193,2.252,74.1,0.98,999.0,0.17115076474872543,6060.0,4.29,1.133,292.29626,37.93306,TBD,,1.3718636105940298,0.10710410590996165
9261,K06293.01,CAND,5.88836941,1.05,119.9,1.21,1125.0,0.27623452294246176,6243.0,4.39,1.084,286.58701,38.00108,TBD,,1.4784040777788967,0.08751805808071736
9262,K06425.01,CAND,521.10826,18.36,244.7,1.5,231.0,0.000495265841223598,5942.0,4.432,0.947,293.23929,39.691681,TBD,,1.0599151472642236,1.7500740920000604
9263,K06546.01,CAND,3.39401963,2.984,98.4,1.03,1306.0,0.5019373634377275,6181.0,4.431,1.029,288.03058,40.418301,TBD,,1.3484687269839817,0.062006290536619296
9264,K06680.01,CAND,5.52507406,2.565,61.5,0.8,1028.0,0.1921267297887837,5600.0,4.378,1.037,284.12134,41.633072,TBD,,0.91563291084372,0.08258608441602247
9265,K06819.01,CAND,3.226232203,0.4022,36.3,1.01,1620.0,1.1850691915513474,6534.0,4.203,1.437,286.84534,42.67696,TBD,,2.351601987267275,0.053290541015783566
9266,K06949.01,CAND,2.352446342,1.6802,32.5,1.24,2173.0,3.8377931536780774,6749.0,3.941,2.003,282.15485,43.867352,TBD,,3.7310338712657662,0.03730043425405613
9267,K07215.01,CAND,3.90735046,2.896,109.3,0.83,1007.0,0.1770866715222141,5497.0,4.577,0.809,292.82965,46.365768,TBD,,0.6631961544824156,0.07320961720722384
9268,K07345.01,CAND,377.501257,11.98,541.4,2.16,242.0,0.0005899490167516388,5751.0,4.508,0.94,285.6409,47.81105,TBD,,0.9231916203733542,1.4965070256163906
9269,K07479.01,CAND,7.1969168,4.525,47.1,1.1,1132.0,0.2829861616897305,5530.0,4.045,1.575,296.73917,49.978352,TBD,,1.322426712344314,0.08177927974084848
9270,K06299.01,CAND,0.947554749,1.097,65.4,0.67,1633.0,1.2236198106336489,5508.0,4.569,0.84,286.07114,38.16761,TBD,,0.6941375558246533,0.02849309297614122
9271,K06301.01,CAND,50.271927,6.073,574.5,2.94,589.0,0.02076474872541879,6520.0,4.375,1.215,292.40063,38.134579,TBD,,1.9713202843091344,0.3685999986338356
9272,K07879.01,CAND,128.208643,2.745,212.2,6.15,792.0,0.0677713037144938,7128.0,3.52,3.811,290.80057,44.270512,TBD,,8.832837541479984,0.43188415927409024
9273,K06557.01,CAND,6.63448023,3.603,71.2,1.04,1177.0,0.33013109978150035,6463.0,4.313,1.225,296.92773,40.429661,TBD,,1.9189481587188375,0.09120706398605824
9274,K06687.01,CAND,1.002591901,1.247,143.2,0.87,1391.0,0.6439985433357611,4893.0,4.574,0.739,297.61307,41.672829,TBD,,0.38030832411477217,0.029071373248396357
9275,K06689.01,CAND,3.37116682,4.708,71.4,0.98,1291.0,0.47800436999271667,5653.0,4.288,1.163,284.57642,41.705971,TBD,,1.066316639816647,0.0565024440157633
9276,K06954.01,CAND,6.613671,4.211,32.8,0.91,1266.0,0.4423379461034232,6056.0,4.071,1.597,286.9454,43.899139,TBD,,1.9285855654141562,0.07899187659541596
9277,K06957.01,CAND,1.48062814,2.898,62.5,0.76,1653.0,1.289606700655499,6187.0,4.499,0.937,296.35956,43.86676,TBD,,1.2326806673228416,0.03698594554038249
9278,K07088.01,CAND,2.68814059,1.12,145.2,0.92,1135.0,0.28597232337946105,5636.0,4.613,0.734,294.59918,44.927689,TBD,,0.6649217320500224,0.05768505828880706
9279,K07093.01,CAND,97.991569,4.665,126.8,1.41,467.0,0.008164603058994902,6499.0,4.378,1.169,286.55365,45.002338,TBD,,1.8723679082723852,0.5728858964246382
9280,K07220.01,CAND,1.057080807,1.82,60.6,0.97,1805.0,1.834559359067735,6000.0,4.487,0.946,295.35825,46.343929,TBD,,1.100744864057474,0.029303366957292836
9281,K07223.01,CAND,317.062416,7.438,442.9,1.59,218.0,0.00039329934450109253,5366.0,4.625,0.715,300.34525,46.339882,TBD,,0.532229870546009,1.391643787404028
9282,K07224.01,CAND,13.4959496,2.085,253.6,1.62,784.0,0.06500364166059723,5962.0,4.464,1.019,283.11642,46.442699,TBD,,1.1559328358281338,0.15952822407527
9283,K07354.01,CAND,43.2675604,8.331,69.1,1.61,664.0,0.03349599417334304,5747.0,4.018,1.729,289.36646,47.923851,TBD,,1.6933639570097976,0.26897925948529144
9284,K07358.01,CAND,11.3251153,2.126,297.2,1.26,674.0,0.03552804078659869,5334.0,4.574,0.727,291.70639,47.908581,TBD,,0.528368582654777,0.1458891310869878
9285,K07483.01,CAND,16.9163386,2.521,64.2,0.68,648.0,0.03040058266569556,5628.0,4.513,0.81,297.34726,50.04744,TBD,,0.7296118916418679,0.18532972106576967
9286,K07484.01,CAND,37.0200232,1.421,581.0,2.14,507.0,0.011405680990531682,5685.0,4.537,0.886,286.10281,50.126541,TBD,,0.8308949660471738,0.3228884629533295
9287,K07489.01,CAND,0.565713361,0.954,86.4,0.81,1917.0,2.328965768390386,5220.0,4.48,0.881,286.03839,50.294441,TBD,,0.5872843802532176,0.018996900431920198
9288,K06960.01,CAND,4.88698386,1.127,125.4,1.2,1133.0,0.2835469774217043,6152.0,4.464,1.009,289.60522,43.952831,TBD,,1.29761842424625,0.08092842055271231
9289,K06966.01,CAND,8.47484677,2.067,217.8,1.35,780.0,0.06376547705753824,5564.0,4.587,0.785,292.30338,43.98381,TBD,,0.6754740541585539,0.1231265195421116
9290,K07099.01,CAND,34.0357766,3.849,386.6,1.05,337.0,0.002228696285506191,4367.0,4.739,0.501,300.30533,45.093418,TBD,,0.1635916088003879,0.3241120225980262
9291,K07231.02,CAND,4.74701479,2.464,3622.0,13333.5,1640.0,1.2445156591405682,6531.0,3.962,1.921,298.91162,46.586578,TBD,,3.137882157638817,0.0600700794123029
9292,K07232.01,CAND,1.96682825,1.645,214.3,1.18,1283.0,0.4650691915513474,5595.0,4.581,0.796,281.22937,46.681862,TBD,,0.7003319841610481,0.04642300712286212
9293,K07359.01,CAND,4.237447181,0.3792,350.1,2.26,1172.0,0.3251128914785142,5993.0,4.425,0.993,291.90216,47.96207,TBD,,1.150050441711103,0.07115106797435387
9294,K07360.01,CAND,4.0953585,44.35,226.8,7.76,1680.0,1.372286962855062,6839.0,4.094,1.7,293.66928,47.906689,TBD,,3.338949619437757,0.05900958200482486
9295,K07361.01,CAND,0.92623983,1.267,411.4,1.16,1208.0,0.36732702112163146,4494.0,4.692,0.591,297.20752,47.972099,TBD,,0.2164264236830248,0.029038138816295283
9296,K00126.02,CAND,0.875197345,0.052,0.0,0.73,2518.0,6.917254187909687,5855.0,3.999,1.796,297.47586,41.114288,TBD,,1.8949792543126909,0.019800467138147506
9297,K01106.03,CAND,13.2298203,3.566,157.8,1.5,856.0,0.09238164603058995,6049.0,4.353,1.176,292.7131,38.358212,TBD,,1.4136184006055879,0.1479835088506602
9298,K01110.02,CAND,3.71840884,3.611,77.2,0.84,1184.0,0.33808448652585577,5982.0,4.493,0.96,287.44409,38.088428,TBD,,1.1036907370352558,0.06835198813348811
9299,K06315.01,CAND,5.32737192,2.226,107.7,0.7,782.0,0.06433357611070648,4905.0,4.593,0.679,294.34146,38.340519,TBD,,0.35287131101386604,0.08859911888195758
9300,K06318.01,CAND,5.90260586,1.832,337.7,1.26,759.0,0.05723233794610342,4960.0,4.627,0.707,294.87888,38.397812,TBD,,0.38418167844330325,0.0980138965927056
9301,K06320.01,CAND,22.80265,19.34,53.1,2.36,1045.0,0.2050910415149308,5011.0,3.321,3.324,285.64093,38.418732,TBD,,1.8816946750572936,0.11458857182638588
9302,K06449.01,CAND,29.9315174,2.53,353.0,1.58,517.0,0.012308812818645301,5551.0,4.57,0.809,295.52618,39.806839,TBD,,0.6896424098728642,0.2831678677954176
9303,K06450.01,CAND,0.602277579,2.38,34.6,0.78,2699.0,9.137523670793883,6510.0,4.256,1.228,296.32202,39.856049,TBD,,1.9802173024771936,0.017610928015766154
9304,K06454.01,CAND,27.2173855,3.268,155.9,1.34,667.0,0.034085943190094684,6263.0,4.404,1.019,290.31134,39.98069,TBD,,1.4076489497918554,0.2431081936148143
9305,K06568.01,CAND,6.27651592,1.973,166.0,0.65,532.0,0.013758193736343773,3914.0,4.748,0.515,289.15955,40.51181,TBD,,0.10851281855462765,0.1062428924257113
9306,K06570.01,CAND,16.214474,4.149,161.7,3.53,1256.0,0.42812818645302264,6801.0,3.833,2.637,296.56232,40.590939,TBD,,5.065143560585575,0.1301214945530321
9307,K06705.01,CAND,0.9951412,5.588,101.7,0.22,509.0,0.011427530954115077,3325.0,5.364,0.109,284.2399,41.819042,TBD,,0.011961444411993278,0.038703985111242484
9308,K06707.01,CAND,43.535891,4.712,576.6,1.86,444.0,0.0066933721777130365,5481.0,4.592,0.778,289.70703,41.84354,TBD,,0.6303900288492355,0.3671320120596643
9309,K07888.01,CAND,4.7368156,2.84,35.3,0.6,1137.0,0.28772760378732704,6088.0,4.456,1.011,289.20331,44.505138,TBD,,1.2469247936796106,0.07875342306647405
9310,K06970.01,CAND,40.7698541,2.997,239.8,1.87,585.0,0.020196649672250547,5884.0,4.306,1.21,297.46857,43.98201,TBD,,1.3021666140361488,0.30376216954173607
9311,K06971.01,CAND,129.222771,7.272,445.3,2.01,288.0,0.0011871813546977421,4934.0,4.515,0.809,298.70001,43.97649,TBD,,0.4304628057278829,0.7203596135339465
9312,K07106.01,CAND,5.01880305,1.823,98.7,1.08,1178.0,0.3321048798252003,6220.0,4.398,1.083,290.21255,45.134991,TBD,,1.4553938158669488,0.07919407819645587
9313,K07235.01,CAND,299.70688,15.39,230.7,1.15,237.0,0.0005462490895848507,5606.0,4.597,0.76,287.02615,46.686291,TBD,,0.6739326479451004,1.3287796207219325
9314,K07236.01,CAND,14.461834,7.156,80.2,1.05,785.0,0.06544792425345958,5457.0,4.239,1.196,294.29364,46.629501,TBD,,0.9522204947734947,0.14429819471581828
9315,K07370.01,CAND,4.48538145,2.297,168.1,0.96,962.0,0.1476693372177713,5654.0,4.607,0.737,298.60785,48.016022,TBD,,0.6762094478002932,0.08095348102548601
9316,K07375.01,CAND,4.84847245,0.874,554.7,1.51,667.0,0.03412235979606701,4137.0,4.625,0.647,297.30438,48.195271,TBD,,0.17015193568412848,0.0844770991025795
9317,K07506.01,CAND,11.8436119,6.044,199.3,1.41,830.0,0.08155863073561544,6077.0,4.471,0.999,293.49564,50.48064,TBD,,1.2232436316494673,0.14650808532962828
9318,K01427.02,CAND,4.88446644,2.057,221.0,0.84,579.0,0.01930080116533139,3883.0,4.725,0.517,287.85773,48.774109,TBD,,0.1055238517508888,0.08845608688544371
9319,K01574.04,CAND,8.9772888,4.72,97.5,1.79,1113.0,0.2642024763292061,5597.0,3.963,1.699,297.91687,46.96513,TBD,,1.4969425607519302,0.09004802669991528
9320,K01602.02,CAND,3.03359398,4.026,95.6,1.55,1529.0,0.9425054624908958,5557.0,4.037,1.616,297.79691,39.921371,TBD,,1.3835455868666895,0.04583475061385511
9321,K01681.04,CAND,21.9139549,3.271,584.4,10.39,303.0,0.0014639475600873998,3638.0,4.844,0.42,291.285,40.730049,TBD,,0.06605270371276564,0.25411050158459664
9322,K01840.02,CAND,9.3888216,4.154,192.7,20.91,963.0,0.14778587035688273,5846.0,4.278,1.24,295.8287,43.425491,TBD,,1.3003116664759313,0.1122140783171984
9323,K06579.01,CAND,2.6528082,2.297,153.1,1.17,1280.0,0.4614493809176985,5778.0,4.48,0.935,294.28778,40.692741,TBD,,0.9356475629573017,0.05386841354216409
9324,K06582.01,CAND,2.43135542,1.401,123.6,1.07,1422.0,0.7031318281136197,6231.0,4.488,0.955,296.4718,40.681622,TBD,,1.2924831990955354,0.05129017118462882
9325,K06849.01,CAND,12.54474243,1.24,263.1,1.88,840.0,0.08587035688273853,5767.0,4.316,1.159,296.39548,42.78014,TBD,,1.1509958862809322,0.1385017707012128
9326,K06978.01,CAND,3.07551068,1.683,46.1,0.84,1389.0,0.6408958485069192,5763.0,4.256,1.242,282.84103,44.049728,TBD,,1.230004227207998,0.05240824863018392
9327,K06980.01,CAND,6.29340543,3.024,96.4,1.08,1072.0,0.22768390386016024,6214.0,4.442,1.076,287.94165,44.008018,TBD,,1.4404155357108777,0.09515197516019766
9328,K06983.01,CAND,7.7021729,3.987,74.6,0.85,888.0,0.1072396212672979,5618.0,4.449,0.969,292.46378,44.090111,TBD,,0.8666450211405066,0.10754322634515552
9329,K07116.01,CAND,2.52557582,2.32,35.4,0.62,1364.0,0.5963656227239621,5821.0,4.421,1.036,293.96545,45.273571,TBD,,1.0679248253367588,0.050623726920570974
9330,K07117.01,CAND,8.2927558,4.784,103.3,1.01,927.0,0.1269919883466861,6146.0,4.497,0.943,294.00787,45.232689,TBD,,1.2080153317619224,0.11667777414906344
9331,K07117.02,CAND,22.786522,2.197,228.3,1.45,661.0,0.032964311726147125,6146.0,4.497,0.943,294.00787,45.232689,TBD,,1.2080153317619224,0.22900991781628122
9332,K07376.01,CAND,1.284241817,1.965,166.5,1.18,1623.0,1.1970648215586306,5849.0,4.517,0.919,298.17337,48.173611,TBD,,0.9656784207377378,0.033977975836685416
9333,K07378.01,CAND,8.7396758,3.866,1431.0,3.29,577.0,0.019060451565914058,4406.0,4.643,0.628,282.37042,48.259289,TBD,,0.21248493522493073,0.1263099472232338
9334,K07380.01,CAND,15.9474242,1.127,191.7,1.21,670.0,0.03470502549162418,5472.0,4.44,0.877,285.35583,48.221489,TBD,,0.7059508704376862,0.1706204681005605
9335,K07383.01,CAND,50.0122,3.426,210.4,1.2,432.0,0.005994173343044428,5357.0,4.503,0.814,294.20096,48.250061,TBD,,0.6018683696905949,0.3790759090209042
9336,K07510.01,CAND,5.60682001,2.714,150.7,1.04,942.0,0.13578295702840495,5699.0,4.553,0.853,294.73962,50.566841,TBD,,0.8078564353456253,0.09227510270296471
9337,K02050.02,CAND,3.17796408,0.542,47.7,0.74,1034.0,0.19683175528040786,5061.0,4.488,0.841,297.63519,41.641869,TBD,,0.49537247864357065,0.06001480905901601
9338,K02103.02,CAND,3.66520844,3.308,65.8,0.82,1168.0,0.32015294974508374,5579.0,4.389,1.029,295.50269,43.232792,TBD,,0.8950171356695775,0.06325239804852967
9339,K02199.02,CAND,3.05293416,2.155,227.5,1.18,1047.0,0.2074435542607429,5311.0,4.588,0.788,287.53503,49.801659,TBD,,0.5628879517905653,0.06231621657906393
9340,K02232.02,CAND,12.834857,2.092,293.9,1.73,755.0,0.056052439912600144,5492.0,4.389,1.016,291.81302,38.088181,TBD,,0.8298629050961035,0.14556132128107208
9341,K02321.02,CAND,36.2530992,4.73,152.1,1.43,582.0,0.019788783685360526,6002.0,4.424,1.081,296.70724,41.203651,TBD,,1.2595058475228538,0.3018079096871877
9342,K02421.02,CAND,4.02321842,2.162,81.2,0.48,747.0,0.053532410779315365,4671.0,4.721,0.528,298.41931,45.071442,TBD,,0.22566485194059024,0.07767184721490196
9343,K02439.02,CAND,7.5017934,4.271,134.8,1.32,1046.0,0.20630007283321194,6321.0,4.417,1.125,293.12738,42.320099,TBD,,1.6124498403116898,0.10576293397849523
9344,K02449.02,CAND,0.912351255,1.072,111.8,1.46,1840.0,1.9705608157319738,5481.0,4.369,1.036,291.55051,50.825611,TBD,,0.8394396785190333,0.024691069356615452
9345,K06329.01,CAND,12.4701111,3.616,89.7,2.06,1074.0,0.2286016023306628,5623.0,3.877,2.109,292.52939,38.489079,TBD,,1.8929513113660363,0.10886045888499539
9346,K06331.01,CAND,5.8229815,2.8,281.6,1.36,914.0,0.12026219956300073,5704.0,4.575,0.804,294.87256,38.43446,TBD,,0.7641254172746726,0.09535815190077503
9347,K06860.01,CAND,0.576732089,1.856,35.4,0.43,1537.0,0.9587254187909686,4524.0,4.576,0.717,280.77686,42.924541,TBD,,0.2696497801370162,0.020062866725391724
9348,K06985.01,CAND,10.9279755,2.486,71.5,0.81,834.0,0.08333576110706482,6045.0,4.494,0.955,296.56937,44.01722,TBD,,1.1449304932392963,0.14022128153281438
9349,K07125.01,CAND,7.918267,3.478,83.7,0.93,953.0,0.14228696285506193,5966.0,4.418,1.016,293.20148,45.354691,TBD,,1.1556258126019852,0.10781176009340035
9350,K07252.01,CAND,10.2170589,2.259,121.3,1.17,929.0,0.12843408594319008,6211.0,4.384,1.054,298.54852,46.756641,TBD,,1.4082418863045807,0.12526754125546777
9351,K07389.01,CAND,27.5837778,1.516,202.5,11.03,1330.0,0.5386525855790241,5092.0,2.945,7.913,296.84967,48.323318,TBD,,4.776230476794246,0.11264925847613537
9352,K07520.01,CAND,3.14735789,3.643,51.8,3.45,2209.0,4.104442825928623,5189.0,3.352,4.93,289.82199,51.063492,TBD,,3.209017842964942,0.033450224333424934
9353,K02523.02,CAND,2.61090223,1.976,222.5,1.8,1323.0,0.527428987618354,5514.0,4.345,1.071,299.16953,43.44109,TBD,,0.8888880091843476,0.04911131922922756
9354,K02564.02,CAND,17.6637979,6.194,67.9,2.98,1178.0,0.33186453022578294,5734.0,3.591,3.405,293.57394,45.384541,TBD,,3.3047483964441544,0.11937925259159272
9355,K02623.02,CAND,4.02664625,3.771,30.0,0.68,1318.0,0.521128914785142,6187.0,4.341,1.238,290.02591,48.335949,TBD,,1.6286645316389305,0.06687800477204515
9356,K02636.02,CAND,5.1777226,8.275,41.7,0.63,1050.0,0.20935178441369265,5854.0,4.469,0.979,289.68671,41.588928,TBD,,1.032248104425916,0.08400280487284408
9357,K00283.03,CAND,9.48814747,1.163,47.9,0.73,856.0,0.09231609613983977,5680.0,4.414,1.016,288.53082,40.942299,TBD,,0.9494619843209594,0.12132216421117738
9358,K02756.02,CAND,5.06993245,3.241,93.6,0.92,1053.0,0.21202476329206119,5957.0,4.506,0.937,296.23282,42.47279,TBD,,1.059352561678574,0.08456040240243554
9359,K06342.01,CAND,8.1770751,4.608,44.3,0.83,1115.0,0.26590677348871083,6501.0,4.281,1.209,292.10071,38.61499,TBD,,1.9388200169267134,0.10215135252097328
9360,K06343.01,CAND,569.45051,9.63,425.4,1.96,225.0,0.0004442825928623452,6117.0,4.496,0.947,292.47549,38.691311,TBD,,1.1904041461138148,1.9582026794627392
9361,K06475.01,CAND,4.84505985,2.078,298.4,1.54,723.0,0.047028404952658406,4337.0,4.581,0.714,295.79138,40.01236,TBD,,0.2268017651237708,0.08307745129227481
9362,K07880.01,CAND,623.70774,6.688,250.9,1.81,258.0,0.000764748725418791,6626.0,4.347,1.132,294.95258,44.207909,TBD,,1.959037200064529,1.91470571902655
9363,K06600.01,CAND,2.70581614,6.56,46.9,0.69,1356.0,0.5824836125273124,5992.0,4.42,0.961,299.11465,40.748619,TBD,,1.1122467265944525,0.05227557112906761
9364,K06731.01,CAND,3.84615171,2.24,137.1,1.14,1199.0,0.3550400582665696,6106.0,4.487,0.966,299.07507,41.94223,TBD,,1.2055767284729069,0.06971060051374421
9365,K06733.01,CAND,1.28940823,3.652,32.1,2.48,3112.0,16.11045884923525,5826.0,3.465,4.189,283.77316,42.070862,TBD,,4.332941358266299,0.019619029701816497
9366,K06734.01,CAND,498.27269,8.92,534.0,2.12,214.0,0.0003641660597232338,5618.0,4.514,0.932,286.60938,42.063229,TBD,,0.8335533123869475,1.8099102152840638
9367,K06862.01,CAND,11.0495766,2.13,102.8,0.83,738.0,0.05115804806991988,5533.0,4.505,0.819,285.50293,42.911789,TBD,,0.6891553190042724,0.13884864546507467
9368,K06993.01,CAND,13.8086331,3.613,207.1,1.09,659.0,0.03241077931536781,5515.0,4.568,0.761,289.62292,44.104431,TBD,,0.6320584673432799,0.16706057195680382
9369,K06994.01,CAND,4.25907841,4.513,28.1,0.7,1253.0,0.4247050254916242,5560.0,4.173,1.316,289.77121,44.139969,TBD,,1.129134261424634,0.06168352251602338
9370,K07129.01,CAND,64.1983721,0.934,248.2,1.74,506.0,0.011281864530225783,6088.0,4.329,1.077,290.38025,45.445419,TBD,,1.3283264122581016,0.4104894859231506
9371,K07133.01,CAND,82.78482,7.52,190.4,2.16,501.0,0.010837581937363438,5749.0,4.123,1.48,295.55292,45.473431,TBD,,1.4515148382691234,0.4378089312537222
9372,K07258.01,CAND,2.4376438,1.587,27.1,0.79,1686.0,1.3904806991988348,5927.0,4.117,1.53,287.76895,46.83194,TBD,,1.6952028334591267,0.041770380007592894
9373,K07259.01,CAND,0.721522907,1.4521,22528.0,11.04,1475.0,0.8128113619810634,4893.0,4.634,0.625,288.49091,46.804989,TBD,,0.321641004833197,0.02379747592651446
9374,K07264.01,CAND,19.1644498,3.553,63.8,1.83,988.0,0.16406409322651128,5877.0,3.86,2.234,295.04248,46.863991,TBD,,2.392745242927416,0.14447128426480105
9375,K07400.01,CAND,4.15736472,2.217,200.7,1.09,931.0,0.12966496722505463,5183.0,4.558,0.782,286.40033,48.521961,TBD,,0.506666415870206,0.0747807481520413
9376,K03019.02,CAND,2.012094,2.157,74.8,0.99,1523.0,0.9280917698470502,5633.0,4.296,1.162,298.40137,44.838181,TBD,,1.05040229709818,0.04024597421890528
9377,K03053.02,CAND,9.4767057,3.893,230.5,1.38,841.0,0.08603787327021122,5911.0,4.519,0.914,292.25464,37.97142,TBD,,1.0017989287788878,0.12908789593275388
9378,K03068.02,CAND,6.65171459,2.325,151.5,0.84,713.0,0.044435542607428984,4889.0,4.637,0.686,290.26028,38.354988,TBD,,0.351880171200546,0.10645651071961014
9379,K03344.03,CAND,208.54335,9.851,614.6,2.84,321.0,0.0018353969410050983,5533.0,4.275,1.166,289.66489,50.020039,TBD,,0.9811417606336774,0.8746633974808867
9380,K03348.02,CAND,17.7189786,4.102,176.8,1.44,713.0,0.044435542607428984,5566.0,4.329,1.099,294.69406,45.86684,TBD,,0.9470240980813308,0.17464467374553397
9381,K03395.02,CAND,5.0395851,4.556,70.1,0.78,1067.0,0.22312454479242536,5912.0,4.453,0.924,286.54041,38.3326,TBD,,1.0134450425641621,0.08062440109054468
9382,K03425.03,CAND,7.64370363,2.738,70.9,1.85,1334.0,0.5453022578295703,6120.0,3.934,2.0,300.31619,45.49538,TBD,,2.518988669789932,0.08130823487733474
9383,K06352.01,CAND,5.11683678,3.119,161.4,1.16,1039.0,0.20040058266569555,5955.0,4.52,0.91,295.73334,38.792011,TBD,,1.0274459520168555,0.08565842341283357
9384,K06484.01,CAND,16.1191449,3.039,262.2,1.34,619.0,0.025273124544792427,5319.0,4.514,0.783,286.54742,40.150539,TBD,,0.5626939596706247,0.1785034982856455
9385,K06601.01,CAND,17.9925973,2.762,198.5,1.62,748.0,0.053874726875455206,5931.0,4.351,1.087,283.13373,40.852421,TBD,,1.207624096109184,0.1791073541106085
9386,K06605.01,CAND,74.371666,12.59,102.8,2.39,767.0,0.059635833940276765,6865.0,3.742,2.211,291.04001,40.84993,TBD,,4.40901360259165,0.32527983795179505
9387,K06739.01,CAND,19.164111,2.773,215.9,1.11,519.0,0.012469045884923527,5103.0,4.65,0.674,291.09485,42.002918,TBD,,0.4103483577692129,0.21702002654115005
9388,K06872.01,CAND,13.5164708,2.628,140.1,0.88,645.0,0.029723233794610344,5442.0,4.6,0.747,296.91513,42.905079,TBD,,0.5882274420880274,0.16829247052911397
9389,K07002.01,CAND,4.83014159,0.957,192.0,1.3,1039.0,0.2003058994901675,5693.0,4.467,0.939,296.69574,44.150761,TBD,,0.8855658435033945,0.07954330510220121
9390,K07003.01,CAND,2.41194057,1.787,67.3,1.35,1654.0,1.2905899490167516,5598.0,4.045,1.594,298.88669,44.11586,TBD,,1.405433895520726,0.03947763673136101
9391,K07007.01,CAND,0.800263219,0.729,170.5,0.77,1240.0,0.4092061179898034,4336.0,4.656,0.59,284.77267,44.249371,TBD,,0.18724043249133893,0.025589914372284982
9392,K07136.01,CAND,441.17369,14.82,702.0,2.27,217.0,0.0003787327021121632,5610.0,4.551,0.858,290.30801,45.598412,TBD,,0.7630083008331017,1.6980024092471049
9393,K07270.01,CAND,19.2532128,1.674,219.3,1.42,692.0,0.039424617625637294,6060.0,4.495,0.953,287.46475,46.96841,TBD,,1.1539152876399916,0.20466486465281034
9394,K07272.01,CAND,14.1011023,4.513,108.2,1.26,904.0,0.11475600873998544,6534.0,4.365,1.199,295.08221,46.941711,TBD,,1.9621230220831338,0.15642835318772744
9395,K07404.01,CAND,1.817079849,0.889,204.6,1.39,1454.0,0.769402767662054,5808.0,4.503,0.963,282.55869,48.63097,TBD,,0.983837218182984,0.04277842843641637
9396,K07408.01,CAND,5.15998178,3.356,412.4,19.07,574.0,0.018667152221412964,3900.0,4.727,0.534,295.83051,48.602261,TBD,,0.11091498248739762,0.09221384839452537
9397,K07534.01,CAND,23.3787733,6.76,76.0,0.92,694.0,0.04004369992716678,6210.0,4.424,1.054,288.29788,51.326519,TBD,,1.4073351712361344,0.2242702904661444
9398,K07535.01,CAND,15.09984259,0.222,484.8,4.11,576.0,0.018922068463219227,5191.0,4.615,0.65,290.54504,51.32362,TBD,,0.4237483322838308,0.17902338732285192
9399,K07539.01,CAND,15.3416245,2.126,269.6,1.3,605.0,0.02303714493809177,5061.0,4.504,0.814,296.28311,51.404362,TBD,,0.4794687248702337,0.17258612927950062
9400,K07540.01,CAND,21.980467,4.78,96.0,0.92,625.0,0.026270939548434086,5573.0,4.418,0.936,289.82422,51.552029,TBD,,0.8106297734279777,0.2101423317100792
9401,K04032.05,CAND,7.23524221,2.685,60.0,0.82,948.0,0.1392134013109978,5574.0,4.354,1.065,285.72849,42.65453,TBD,,0.9230133768435131,0.097410001336134
9402,K04084.02,CAND,10.72900793,0.696,404.3,1.78,722.0,0.04685360524399126,5375.0,4.541,0.876,286.05243,39.09605,TBD,,0.6564603656995456,0.14160311987202165
9403,K04084.03,CAND,8.19619768,2.109,197.4,1.55,851.0,0.09017479970866715,5323.0,4.378,0.995,286.05243,39.09605,TBD,,0.7171986695906313,0.10668840401148305
9404,K04157.02,CAND,5.215752,1.13,46.8,0.83,1156.0,0.30784413692643847,6202.0,4.422,1.122,287.41006,39.65868,TBD,,1.4904260558652318,0.08323957379006271
9405,K06353.01,CAND,10.0714369,6.891,49.5,1.98,1362.0,0.59319737800437,5768.0,3.633,2.81,287.22351,38.817612,TBD,,2.7925300589627287,0.08208038614278274
9406,K06355.01,CAND,4.37198905,2.177,103.7,0.93,1085.0,0.23863801893663508,5823.0,4.489,0.919,291.93356,38.827202,TBD,,0.948622020236031,0.07542526718049754
9407,K06355.02,CAND,6.72876606,2.277,117.4,1.03,940.0,0.1344938091769847,5823.0,4.489,0.919,291.93356,38.827202,TBD,,0.948622020236031,0.10046979770069898
9408,K06358.01,CAND,3.09383248,1.576,373.7,1.32,998.0,0.17036416605972324,5327.0,4.646,0.681,295.92456,38.876968,TBD,,0.4923437496557526,0.06431098517437199
