,ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetEarthRadius,PlanetEquilibriumTemperature,PlanetInsolationValue,StellarEffectiveTemperature,StellarLogG,StellarSunRadius,RightAscension,Declination,PlanetType,PlanetName,StellarSunLuminosity,DistanceFromStarCoreinAU
603,K02651.01,FPOS,6.38315744,1.7075,1112.6,2.35,787.0,0.06627822286962855,5262.0,4.623,0.714,285.57492,49.960892,,,0.4914644589679585,0.1030150564193069
604,K02427.01,FPOS,2.93101771,2.231,199.1,1.15,1134.0,0.28425345957756737,5485.0,4.5,0.788,283.02725,47.249882,,,0.640358642028567,0.05678045023571941
605,K02428.01,FPOS,16.2276756,3.699,525.8,2.11,648.0,0.030276766205389657,5328.0,4.447,0.883,297.18564,46.825298,,,0.6388635318311681,0.17377583314651798
606,K02429.01,FPOS,1.595630597,1.793,259.6,17.94,1346.0,0.5666788055353241,5632.0,4.616,0.729,299.07828,46.78616,,,0.6585195044344431,0.04078081589622964
607,K02505.01,FPOS,0.962827066,4.48,86.3,29.27,3399.0,22.922002913328477,6534.0,3.647,3.028,297.68881,40.643661,,,4.9552197755360545,0.01758916621232319
608,K02669.01,FPOS,213.6103207,10.7643,110990.0,46.07,291.0,0.0012308812818645303,5931.0,4.554,0.845,290.75183,49.972301,,,0.9387694215384179,1.04474778181366
609,K02670.01,FPOS,170.8658492,16.9895,29841.0,24.4,387.0,0.003882010196649672,5989.0,4.221,1.324,281.05594,43.92374,,,1.5293108413618397,0.7508611282990414
610,K02671.02,FPOS,17.5509742,4.064,3859.0,5.97,700.0,0.041442097596504,5780.0,4.438,1.0,290.23032,37.777481,,,1.0020788212997491,0.18602450224192427
611,K02430.01,FPOS,10.21507506,3.395,258.6,1.5,780.0,0.06371449380917699,5406.0,4.433,0.95,288.10608,38.659061,,,0.7284811198411689,0.12791754201561872
612,K02431.01,FPOS,8.3806973,3.028,650.8,1.91,701.0,0.04154406409322651,5062.0,4.601,0.735,293.24487,45.298279,,,0.4332777947075521,0.12217118891663976
613,K02510.01,FPOS,12.2141545,10.262,535.8,18.13,683.0,0.037414420975965035,5435.0,4.578,0.824,299.03641,40.583172,,,0.6455292642244209,0.1571370252644053
614,K02511.01,FPOS,3.732261,2.054,153.6,1.09,1119.0,0.2690968681718864,5762.0,4.495,0.867,291.35867,44.424252,,,0.8580303366238632,0.06755182302273137
615,K02659.01,FPOS,89.465468,9.88,67.9,2.57,549.0,0.0156081573197378,5192.0,3.773,2.46,284.79694,45.099091,,,1.604960587739469,0.3836157619652338
616,K02434.01,FPOS,40.8777605,9.745,719.1,29.55,526.0,0.013219227967953386,5930.0,4.489,0.937,292.35745,42.389149,,,1.0402767547599487,0.3355919038876716
617,K02435.01,FPOS,6.80243431,3.817,249.1,2.6,895.0,0.11050254916241806,5836.0,4.561,0.816,291.37408,40.263371,,,0.8498491051818392,0.10491192027726767
618,K02514.01,FPOS,1.96433113,2.381,139.1,1.33,1638.0,1.2415367807720321,6306.0,4.405,1.121,297.40906,39.490292,,,1.5915196609474198,0.04283179575806323
619,K02590.01,FPOS,11.7489907,4.043,36.7,1.01,1114.0,0.26475600873998545,6440.0,4.081,1.655,293.50702,50.450119,,,2.5558301992686587,0.11753931623948963
620,K00033.01,FPOS,0.366197145,1.2335,275.3,51.34,9983.0,1700.9747123088127,4448.0,1.694,31.5,296.9679,40.926769,,,11.070320588605775,0.0030519066415582987
621,K00256.01,FPOS,1.378649746,1.2232,22462.0,6.51,734.0,0.049774217042971594,3440.0,4.82,0.439,285.18512,49.565369,,,0.05519361252274586,0.03983660005906485
622,K02665.01,FPOS,1.112207126,1.35,54.7,0.73,1797.0,1.7968608885651858,6046.0,4.486,0.972,291.5321,50.681599,,,1.1660827373777698,0.030475267696452226
623,K02667.01,FPOS,1.303576682,1.021,245.5,1.51,1694.0,1.413292061179898,6045.0,4.494,0.955,293.62442,38.732479,,,1.1449304932392963,0.034049730224436255
624,K02438.01,FPOS,1.958577398,2.388,453.0,1.8,1252.0,0.4218426802621996,5402.0,4.568,0.816,284.14609,40.272331,,,0.6238770472239139,0.04600598347555564
625,K02441.01,FPOS,4.79176993,4.52,116.6,0.81,883.0,0.10469045884923525,5138.0,4.536,0.756,290.23987,39.564529,,,0.47303004366350204,0.08041385543930388
626,K02518.01,FPOS,0.759762021,4.912,227.0,24.2,2280.0,4.675418790968682,6386.0,4.402,1.123,290.53607,40.705849,,,1.6768180602151388,0.022655454879276116
627,K02596.01,FPOS,119.682075,31.28,1704.1,30.39,351.0,0.0026147123088128186,5778.0,4.531,0.911,291.20081,38.747849,,,0.9116309410204297,0.7063787838810043
628,K02673.01,FPOS,4.593595496,2.7468,45034.0,44.14,1022.0,0.1879970866715222,5717.0,4.538,0.884,297.46594,48.089329,,,0.8478432436928375,0.08033823684916584
629,K02447.01,FPOS,1.045492348,2.933,28.7,0.83,2291.0,4.7506846321922795,6057.0,4.088,1.457,289.0787,39.04034,,,1.7606797780567585,0.02303043608245496
630,K02600.01,FPOS,1.33255087,3.565,123.3,1.19,1728.0,1.5348069919883467,5774.0,4.347,1.054,294.53516,46.506149,,,1.0518123331767397,0.03131715623381033
631,K02375.01,FPOS,40.8792243,7.005,413.6,1.62,437.0,0.006256372906045156,5383.0,4.609,0.72,292.36026,42.398022,,,0.5427758867368918,0.3523619732744566
632,K02451.01,FPOS,13.37499553,1.639,458.1,2.01,703.0,0.04213401310997815,5263.0,4.404,0.961,283.1788,41.989922,,,0.6619838548929295,0.14995030716400873
633,K02452.01,FPOS,4.35370136,1.913,168.9,1.33,1179.0,0.3327239621267298,5992.0,4.382,0.985,295.26068,40.766392,,,1.140023960141036,0.07002530740176949
634,K02526.01,FPOS,134.96694,18.43,68.4,0.87,385.0,0.003772760378732702,6154.0,4.416,1.053,291.39886,38.228611,,,1.3559662143744249,0.7171911090896712
635,K02601.01,FPOS,2.622134451,4.735,128.2,1.64,1548.0,0.989905316824472,5864.0,4.199,1.369,292.99469,43.180672,,,1.4533486933375137,0.04583826360217781
636,K02379.01,FPOS,40.0088894,3.616,582.3,20.75,585.0,0.020138383102694828,6237.0,4.403,1.023,295.06583,46.466389,,,1.3898538669829237,0.314276816045196
637,K02381.01,FPOS,6.58738839,4.758,258.5,1.35,871.0,0.09906773488710853,5616.0,4.564,0.822,291.17999,39.10508,,,0.7341262339998416,0.1029815274838632
638,K02382.01,FPOS,0.759706632,1.0896,39.7,1.38,3834.0,37.20375819373635,8621.0,4.101,2.094,284.03293,42.168709,,,10.384791646120641,0.01998690559876055
639,K02454.01,FPOS,1.08070294,3.363,145.6,1.04,1565.0,1.0338820101966497,5482.0,4.539,0.813,291.28632,49.24308,,,0.65923036033865,0.03020808431542645
640,K02455.01,FPOS,4.74254518,1.023,305.7,1.77,1118.0,0.2690021849963583,6046.0,4.478,1.007,286.50739,41.922131,,,1.2080713133121541,0.08016936727979578
641,K02456.01,FPOS,18.13559979,2.019,452.7,24.49,744.0,0.052702112163146395,6184.0,4.448,1.038,287.76083,40.742771,,,1.3629056972560107,0.19237957766332978
642,K02605.01,FPOS,0.933746783,4.255,417.5,1.3,1309.0,0.5073780043699927,4643.0,4.61,0.663,292.84448,47.550419,,,0.27662969181258856,0.027933390482545492
643,K02606.01,FPOS,6.09740316,4.635,568.5,45.49,1826.0,1.9157392571012382,8828.0,4.227,1.828,299.54865,41.241371,,,9.968183386654196,0.08629385768318058
644,K02609.01,FPOS,5.59727625,1.659,200.8,1.26,975.0,0.15524399126001456,5796.0,4.522,0.876,295.43375,42.16766,,,0.8875812989222878,0.09045586805859737
645,K02385.01,FPOS,50.5715805,3.726,1282.6,2.74,406.0,0.004690458849235251,5262.0,4.59,0.783,282.0174,44.38578,,,0.5389589234900722,0.4055180990226351
646,K00028.01,FPOS,4.100870416,8.15361,123520.0,82.46,1413.0,0.6843481427530954,5923.0,4.118,1.51,287.16486,39.376942,,,1.6685314908993396,0.05907023944810069
647,K02537.01,FPOS,133.516435,2.196,510.0,2.01,344.0,0.002403495994173343,5989.0,4.553,0.848,292.02341,48.226959,,,0.9794981823828097,0.7636954266399669
648,K02611.01,FPOS,1.228721184,1.041,465.6,1.62,1324.0,0.5309468317552805,4897.0,4.542,0.764,291.85318,45.11092,,,0.3944612117338198,0.032607440417732704
649,K02616.01,FPOS,0.569115976,2.028,796.9,1.8,1589.0,1.0955863073561545,4788.0,4.61,0.656,290.65125,41.234505,,,0.30953583611012453,0.020108155920786585
650,K00242.01,FPOS,7.258450123,5.7297,3714.7,5.53,880.0,0.10291332847778588,5638.0,4.513,0.92,290.63651,38.707668,,Kepler-503 b,0.834600505314401,0.10773171743255636
651,K02388.01,FPOS,6.0959841,10.39,112.7,0.99,988.0,0.16392571012381646,5826.0,4.43,0.885,296.1181,50.51659,,,0.9154101461125983,0.08939729910238735
652,K02464.01,FPOS,0.874629873,1.782,68.1,0.72,1597.0,1.1203568827385288,5099.0,4.491,0.832,290.30295,46.79081,,,0.5049564267638487,0.02539737506975039
653,K02465.01,FPOS,5.46091846,1.781,172.0,1.25,1106.0,0.2573488710852148,6319.0,4.465,0.93,295.78381,43.1824,,,1.331272312813384,0.08604237511464319
654,K02539.01,FPOS,5.26648126,1.964,97.8,1.07,1155.0,0.306285506190823,6204.0,4.394,1.065,293.96689,42.841888,,,1.416534949641612,0.08135617055090731
655,K02540.01,FPOS,2.67596808,2.021,420.6,1.57,998.0,0.17056809905316825,4732.0,4.53,0.795,294.0704,38.181702,,,0.357879319041967,0.05479733913995023
656,K02618.01,FPOS,12.49117388,2.848,189.9,1.36,763.0,0.05832483612527312,5753.0,4.461,0.911,287.13828,41.77771,,,0.8959554238662446,0.1482711007733292
657,K02621.01,FPOS,8.44326557,3.353,359.5,1.97,934.0,0.1309468317552804,6081.0,4.468,1.023,284.28259,46.991638,,,1.2559321480390717,0.11715900238102797
658,K02395.01,FPOS,16.9329284,1.218,488.3,2.46,793.0,0.06798252002913328,6310.0,4.417,1.095,290.06293,39.922272,,,1.5585548322037857,0.1811350466587732
659,K02398.01,FPOS,1.169010526,1.1717,165.9,91.91,3766.0,34.73328477785871,5944.0,3.25,5.847,289.93927,41.502659,,,6.5529797617558305,0.016431853669186588
660,K02470.01,FPOS,2.17489806,4.599,74.8,1.08,1496.0,0.8647195921340131,5749.0,4.323,1.15,297.78647,45.41748,,,1.127866259465873,0.04320472317716231
661,K02546.01,FPOS,1.319677953,1.978,100.7,1.13,1843.0,1.988135469774217,6306.0,4.426,1.076,298.34653,40.13979,,,1.527631717376828,0.03316090852520397
662,K02622.01,FPOS,0.328686504,0.8592,171.9,1.11,2324.0,5.019016751638747,5430.0,4.535,0.847,288.41684,47.731091,,,0.6611092877926246,0.01372990020557519
663,K00243.01,FPOS,2.637574744,5.4573,5423.5,9.16,1385.0,0.6328186453022578,6108.0,4.466,1.03,293.6701,46.29567,,,1.287134312995477,0.05395259953889633
664,K02475.01,FPOS,6.85567248,2.268,197.7,1.27,897.0,0.11148579752367078,5734.0,4.538,0.883,288.88123,44.959209,,,0.857002300751891,0.10488691102724679
665,K02476.01,FPOS,2.28607282,7.82,261.8,1.01,942.0,0.13575382374362707,4583.0,4.65,0.654,297.22394,47.025162,,,0.259040522338965,0.05225741128900386
666,K02549.01,FPOS,3.54789928,2.861,185.3,0.99,987.0,0.16347414420975964,5399.0,4.619,0.725,296.96017,47.964771,,,0.5530722215831201,0.06958353063367673
667,K02629.01,FPOS,8.59000355,6.68,298.1,1.82,843.0,0.08686088856518573,5817.0,4.538,0.876,298.75491,46.941589,,,0.9005148753368086,0.12180731935601076
668,K02405.01,FPOS,0.872952088,1.4499,137.3,25.5,3165.0,17.272731245447925,7102.0,3.972,2.082,289.80298,47.259159,,,4.755475262616946,0.01984981801917876
669,K02478.01,FPOS,12.42586643,29.1428,257.9,2.12,741.0,0.051849963583394026,5428.0,4.404,0.94,297.58801,40.57798,,,0.7326182607318918,0.14220167624605223
670,K02481.01,FPOS,33.8542586,12.689,253.3,15.96,1326.0,0.5324034959941734,4553.0,2.605,10.472,294.78235,39.596519,,,4.040273496445416,0.10421374598333347
671,K02917.01,FPOS,0.730943372,3.004,134.7,1.37,2190.0,3.9775236707938824,6143.0,4.418,1.067,289.7934,38.385078,,,1.3641967499498646,0.02215502236577766
672,K02918.01,FPOS,0.515552803,1.7869,1224.1,13.96,1807.0,1.8268099053168245,5068.0,4.556,0.73,281.55936,42.520489,,,0.4323742431386714,0.018404469450996306
673,K02702.01,FPOS,75.378004,6.744,447.8,3.82,455.0,0.0073780043699927175,5876.0,4.374,1.077,297.62936,41.637459,,,1.1527453568702004,0.4728651531167476
674,K02763.01,FPOS,0.498434645,0.955,239.2,1.08,1676.0,1.3643699927166788,4784.0,4.618,0.708,286.0499,38.960201,,,0.33295724658042,0.018688232567873202
675,K02765.01,FPOS,2.75505467,3.426,85.5,1.74,1783.0,1.738827385287691,6257.0,4.063,1.748,290.63736,48.883133,,,2.405451351526105,0.04449488895859151
676,K02766.01,FPOS,1.572181216,7.219,219.5,77.12,3384.0,22.508361252731245,6622.0,3.421,4.315,297.11057,39.703911,,,7.449515627531593,0.021763671061871933
677,K02767.01,FPOS,1.28805834,3.419,92.6,1.08,1736.0,1.5602549162418062,5631.0,4.33,1.132,291.25308,40.216671,,,1.021830981200276,0.030614828233807536
678,K02844.01,FPOS,2.72288246,2.408,152.6,1.06,1162.0,0.3144573925710124,5458.0,4.53,0.872,297.38028,39.941071,,,0.6947701322253137,0.056231509173650725
679,K02846.01,FPOS,0.947738312,1.206,202.2,0.88,1229.0,0.3917334304442826,4464.0,4.643,0.638,290.73154,39.920269,,,0.22746152801499792,0.028826952483208573
680,K02922.01,FPOS,0.497581917,1.46,140.6,0.76,1801.0,1.8113911143481427,5271.0,4.634,0.63,295.53534,39.40818,,,0.4366195162664786,0.01857314843241425
681,K02769.01,FPOS,1.480323978,1.833,166.2,1.46,1743.0,1.587946103423161,5996.0,4.342,1.081,282.01251,46.4282,,,1.2544770498821471,0.03362432349036522
682,K00267.01,FPOS,165.75597,8.45,57.3,15049.8,398.0,0.004340859431900947,5800.0,4.119,1.412,292.62637,44.02113,,,1.4346210563150277,0.6877345031143228
683,K02850.01,FPOS,1.11431205,2.112,160.4,1.07,1635.0,1.2323306627822288,5776.0,4.554,0.849,295.86008,39.140839,,,0.84841230425321,0.031389176767817585
684,K02928.01,FPOS,17.7337356,5.558,217.3,1.24,597.0,0.021813546977421702,5335.0,4.56,0.831,290.2471,38.33939,,,0.6044066703615487,0.19913222829928076
685,K02929.01,FPOS,10.06478627,2.86,285.7,1.49,729.0,0.048608885651857246,5438.0,4.574,0.82,288.96942,44.359009,,,0.6438151546111504,0.13767745806681583
686,K02930.01,FPOS,1.12976597,3.096,133.7,0.83,1429.0,0.71918426802622,5366.0,4.625,0.715,294.30652,39.765282,,,0.532229870546009,0.0325439007734005
687,K02709.01,FPOS,15.4126766,3.402,599.8,2.82,618.0,0.025171158048069922,5240.0,4.555,0.856,296.54736,39.222542,,,0.5794146108802882,0.18150274471659597
688,K02710.01,FPOS,1.110599919,1.3493,157.6,1.07,1539.0,0.9618718135469775,5227.0,4.463,0.867,286.86526,41.796021,,,0.5810581910256188,0.029402975942857134
689,K02771.01,FPOS,0.814280672,2.326,134.9,1.91,2563.0,7.447188638018936,6366.0,4.167,1.543,292.49802,49.329006,,,2.2752178854114224,0.020910065495038953
690,K02773.01,FPOS,0.878855771,1.1014,269.7,1.57,1864.0,2.0809832483612527,5727.0,4.438,0.937,294.57697,38.265518,,,0.904979732741865,0.02494739528860641
691,K02774.01,FPOS,2.49432176,2.3269,8043.0,8.91,1342.0,0.5582592862345229,5780.0,4.438,1.0,294.1062,46.210991,,,1.0020788212997491,0.050684251555149454
692,K02776.01,FPOS,1.00652785,1.3175,125.9,1.03,1815.0,1.862323379461034,6089.0,4.527,0.889,294.63834,39.39798,,,1.0971757167746548,0.02903692479543762
693,K02777.01,FPOS,1.99566293,4.514,197.0,1.11,1182.0,0.3366788055353241,5235.0,4.595,0.771,297.82056,41.96693,,,0.5198902250709825,0.04700975752039211
694,K02854.01,FPOS,0.755111225,3.164,168.0,1.38,1999.0,2.7382520029133284,5780.0,4.438,1.0,284.35446,40.723286,,,1.0020788212997491,0.022885178738447993
695,K02932.01,FPOS,3.84933401,2.299,503.9,2.12,1147.0,0.2977713037144938,5984.0,4.521,0.906,294.36057,38.948181,,,1.0430018216369674,0.07080129254813428
696,K02713.01,FPOS,21.3910125,3.512,645.8,1.72,483.0,0.009380917698470503,4889.0,4.637,0.686,290.28503,40.689362,,,0.351880171200546,0.2316940112132074
697,K02781.01,FPOS,1.615758517,1.734,41.7,1.31,2158.0,3.7441150764748725,5622.0,3.813,2.017,299.05725,44.074902,,,1.8090884175779722,0.026296344236263196
698,K02861.01,FPOS,1.868564038,1.192,176.7,1.4,1565.0,1.0324544792425345,6065.0,4.427,1.023,289.64764,43.579182,,,1.2427660606148672,0.041504894067497786
699,K02952.01,FPOS,1.7592691,2.381,140.4,1.21,1519.0,0.9140131099781501,5784.0,4.416,0.984,295.23151,44.1129,,,0.9887779327795346,0.03934714666865433
700,K02787.01,FPOS,1.714410345,3.336,50.4,1.84,2551.0,7.301915513474144,6340.0,3.731,2.498,291.68573,39.42886,,,3.623597867477294,0.026649659829645508
701,K02863.01,FPOS,1.703359172,1.914,57.6,0.69,1525.0,0.9356008739985433,6026.0,4.503,0.904,293.07806,38.359081,,,1.0702259314216493,0.040460616828448724
702,K02864.01,FPOS,3.77881664,5.819,47.1,3.99,2580.0,7.62823743627094,6115.0,3.267,5.544,292.23782,39.00507,,,6.959845468148615,0.03613497605068177
703,K02718.01,FPOS,0.784513087,1.9206,316.6,131.4,10634.0,2211.8409031318283,3853.0,0.892,78.869,299.55634,40.460297,,,15.606046629585718,0.0031776757630411416
704,K02794.01,FPOS,0.703399912,0.823,531.4,2.15,2013.0,2.8254260742898762,5955.0,4.52,0.91,284.4447,40.693508,,,1.0274459520168555,0.022812747434359334
705,K02795.01,FPOS,2.5355023,7.189,354.6,2.7,1477.0,0.8213255644573926,6268.0,4.429,1.1,298.85361,40.131088,,,1.5244007935500117,0.05153852517565009
706,K02867.01,FPOS,1.332560553,3.315,31.7,0.4,1249.0,0.4187836853605244,4947.0,4.621,0.714,295.15051,46.772305,,,0.3839338315719653,0.03622208023815447
707,K02867.02,FPOS,18.936061,22.27,24.3,0.34,516.0,0.012163146394756009,4947.0,4.621,0.714,295.15051,46.772305,,,0.3839338315719653,0.21254226212461771
708,K02870.01,FPOS,5.62950902,6.542,297.5,2.11,979.0,0.15761835396941004,5822.0,4.529,0.898,298.03931,39.901939,,,0.9263085462123782,0.09170954008848473
709,K02944.01,FPOS,9.12209336,4.347,906.8,28.17,863.0,0.09566642388929351,5899.0,4.499,0.96,293.07834,42.277039,,,1.0436991927224872,0.12495337121563095
710,K02799.01,FPOS,0.597933473,1.918,106.0,1.24,2564.0,7.426380189366351,6543.0,4.382,1.159,299.07883,40.832291,,,1.9071359245396733,0.019170891444486995
711,K02800.01,FPOS,2.69636494,3.892,109.0,1.24,1406.0,0.673809176984705,5653.0,4.25,1.139,283.73706,47.797131,,,1.0443118252374557,0.04709629152069099
712,K02872.01,FPOS,3.17319407,2.512,135.8,0.91,1077.0,0.2317771303714494,5369.0,4.508,0.784,296.88654,42.655079,,,0.5848980970114357,0.06009590605826279
713,K02873.01,FPOS,5.24368302,10.873,225.4,0.91,654.0,0.031412964311726146,4194.0,4.633,0.629,291.89893,41.744492,,,0.1747249318676851,0.08922017143700921
714,K02955.01,FPOS,0.591280187,1.1656,135.0,1.3,2385.0,5.549898033503277,6246.0,4.433,1.092,294.47125,40.278759,,,1.4921795637364348,0.01961589444344374
715,K02960.01,FPOS,1.465943491,1.513,52.3,1.6,2472.0,6.412672978878369,6230.0,3.847,2.19,297.3176,48.239368,,,2.9620121204806233,0.02571070249346679
716,K02724.01,FPOS,0.620739667,2.477,108.2,29.28,2947.0,13.054836125273125,6559.0,4.133,1.602,299.50751,40.477428,,,2.6619725036069752,0.017082685455324157
717,K02725.01,FPOS,0.587470828,2.4382,193.8,51.02,3434.0,24.063707210487983,5787.0,3.678,2.667,299.06491,41.508301,,,2.685514335255504,0.012637831018157984
718,K02726.01,FPOS,0.934924739,2.052,73.8,2.29,3156.0,17.139839766933722,6477.0,3.781,2.628,299.62952,47.479809,,,4.152517572269668,0.018620546996204152
719,K02727.01,FPOS,25.7054557,6.059,266.3,1.75,670.0,0.034785142024763294,6326.0,4.459,1.001,297.98141,39.900162,,,1.4392669661180537,0.24334020093814962
720,K02804.01,FPOS,2.62838097,3.193,89.9,1.01,1375.0,0.6162345229424618,5884.0,4.408,1.07,299.35519,40.43306,,,1.1515027082799,0.05171297742145139
721,K02965.01,FPOS,1.352564873,3.469,56.7,1.45,2447.0,6.195171158048069,6463.0,3.959,1.823,291.30753,44.457619,,,2.855708157832196,0.02568445355143353
722,K02966.01,FPOS,7.72768833,2.06,404.8,1.89,899.0,0.1124981791697014,5765.0,4.468,0.94,292.90903,40.152039,,,0.9322140194733236,0.10889931358279045
723,K02969.01,FPOS,31.9729501,9.41,156.3,2.41,757.0,0.05643845593590677,6007.0,4.064,1.759,292.11945,44.657928,,,2.0563019960219098,0.22834734197879036
724,K02731.01,FPOS,2.007750531,2.0715,352.0,1.64,1319.0,0.5220611798980335,5645.0,4.549,0.865,295.33014,39.16254,,,0.7886102587262372,0.04649546386577042
725,K02808.01,FPOS,0.596087893,0.7159,105.1,1.92,2967.0,13.299191551347414,6049.0,3.997,1.827,285.91943,38.871815,,,2.196157158083681,0.015373018892932204
726,K02809.01,FPOS,7.12684695,3.179,206.3,1.38,941.0,0.1348652585579024,6050.0,4.525,0.896,285.98483,43.090912,,,1.0777549795637256,0.10694243005246933
727,K02810.01,FPOS,0.661749944,4.112,215.6,23.92,2420.0,5.916256372906045,6363.0,4.386,1.198,292.5448,47.37191,,,1.7631734631984837,0.020652094409854573
728,K02810.02,FPOS,354.95118,13.02,421.9,2.53,303.0,0.0014493809176984705,6392.0,4.366,1.23,292.5448,47.37191,,,1.843498151618683,1.349180816917578
729,K02811.01,FPOS,1.35477049,1.618,145.3,0.8,1102.0,0.2541150764748725,4414.0,4.621,0.689,293.72894,41.70121,,,0.23482215376794105,0.03636590428879809
730,K02882.02,FPOS,0.493393859,1.1319,264.7,1.4,1505.0,0.8762855061908231,4474.0,4.67,0.614,297.59085,40.81496,,,0.22087309663611507,0.018992785774243952
731,K02884.01,FPOS,2.48883033,4.268,51.4,0.64,1230.0,0.3935469774217043,5615.0,4.514,0.833,293.25812,46.305729,,,0.7434205700650524,0.05199469921250161
732,K02885.01,FPOS,20.2340219,3.674,193.6,0.99,562.0,0.017137654770575383,5528.0,4.627,0.71,298.76404,48.64492,,,0.5952796223612243,0.22295893796206595
733,K02676.01,FPOS,195.613824,23.777,1651.9,10.65,467.0,0.008186453022578297,5970.0,3.835,2.229,298.98038,40.87204,,,2.542130977529651,0.6666396616285796
734,K02815.01,FPOS,1.545388842,3.037,52.8,0.56,1421.0,0.7024981791697014,5782.0,4.594,0.767,297.86011,46.386261,,,0.7696588067637963,0.03959739301221924
735,K02887.01,FPOS,1.56859048,11.591,280.6,23.41,1693.0,1.4095265841223599,6248.0,4.442,1.002,293.81381,38.926201,,,1.3709522695145722,0.0373090856540045
736,K02888.01,FPOS,0.623441939,1.4053,128.1,13.89,3219.0,18.565098324836125,5385.0,3.639,2.871,296.58734,50.490761,,,2.1675371657979525,0.012926314659489006
737,K02889.01,FPOS,5.24364571,16.984,270.4,25.01,1149.0,0.2997669337217771,6197.0,4.406,1.056,291.85898,41.728489,,,1.3982358487858848,0.08170307978015888
738,K00258.01,FPOS,4.15743922,9.572,1472.0,96.99,2089.0,3.2798689002184997,6529.0,3.657,3.131,284.54184,48.961281,,,5.108110363595389,0.04721086606507297
