ObjectOfInterest,Disposition,OrbitalPeriod,TransitDuration,TransitDepth,PlanetType,PlanetName,StarSunDiameter,PlanetEarthVolume,StarClassification,MainSequence,PlanetEarthTemperature,StarSunMass
K00915.01,FPOS,0.10294773793292267,8.30604,59130.0,,,0.47848817554858936,0.0006706125467670842,F,0,2.376470588235294,0.9913741793789773
K00917.01,FPOS,0.01839751099247091,3.0231,969.7,,,0.3780755109717868,0.00010766263149787502,G,0,3.7333333333333334,0.8253768412990783
K00919.01,FPOS,0.14079667564681725,16.9422,66068.0,,,0.500753592476489,0.0007307262357498794,F,0,2.152941176470588,1.2352172012959193
K00126.01,FPOS,0.09254933240246406,11.4813,13494.0,,Kepler-469 b,0.7840919373040752,0.0005099808860425659,G,0,2.9215686274509802,1.175517664792106
K00925.01,FPOS,0.05468716013689254,4.23479,40293.0,,,0.43526707210031346,0.0006543522866323936,F,0,2.7450980392156863,1.0740062575309453
K00927.01,FPOS,0.06543363288158796,3.81881,20953.0,,,0.40339696551724136,0.0010850028126238938,F,0,2.556862745098039,0.9930255837045883
K00933.01,FPOS,0.00872571544421629,3.119,1037.4,,,0.3540637868338558,0.0005883257757824383,G,0,4.231372549019608,0.8563636085304231
K00145.01,FPOS,0.28190060287474333,15.735,1896.7,,,3.1079902570532916,0.0009608335534135298,K,0,3.1254901960784314,2.1550357593329963
K01171.01,FPOS,0.0012191021711156743,3.539,186.7,,,0.46451771786833856,0.0008805177230512707,F,0,10.047058823529412,1.1494755844150966
K00966.01,FPOS,0.0010389154414784394,0.86896,1973.3,,,0.7784164388714734,0.0014673652933669189,K,0,11.764705882352942,0.9055640673569485
K00967.01,FPOS,0.02705127934291581,2.78458,18541.0,,,0.4003409278996865,0.0005814274836040848,F,0,3.372549019607843,0.9985163175972458
K00968.01,FPOS,0.012726668309377138,38.1939,128.4,,,1.5201604263322883,0.00012466199436596053,F,0,8.858823529411765,1.6721453622771931
K00969.01,FPOS,0.04794528342231349,1.8248,4511.7,,,0.4942049404388714,0.0003365381112725338,F,0,3.152941176470588,1.0007125556862955
K01044.01,FPOS,0.001437793711156742,2.1441,747.5,,,0.36934397492163007,0.0005816738511818831,G,0,8.129411764705882,0.821026587435824
K01045.01,FPOS,0.0035697769856262835,4.0541,598.2,,,0.39379227586206894,0.0006861337041683795,G,0,6.313725490196078,0.8872164186468471
K01047.01,FPOS,0.006996555126625599,9.083,113.8,,,0.39335569905956114,0.0005752682941591262,G,0,5.145098039215687,0.9551378973279121
K00014.01,FPOS,0.008069477538672142,2.0911,433.2,,,0.9753125768025078,0.009943149072363244,A,0,9.427450980392157,1.831398409388618
K01104.01,FPOS,0.0024369904229979466,0.8774,321.5,,,0.3104061065830721,3.079594722479262e-05,K,1,5.3803921568627455,0.7840715513896062
K01105.01,FPOS,0.01578571926078029,2.924,248.0,,,1.9357815423197493,0.00018403658061536072,G,0,7.701960784313726,1.6603814496769553
K01107.01,FPOS,0.002001220780287474,4.32,250.2,,,0.3702171285266458,0.0004217812931907598,G,0,7.537254901960784,0.9384436491682149
K01172.01,FPOS,0.002556465724845996,4.256,186.2,,,0.9552300438871474,7.93303600510658e-05,F,0,11.227450980392156,1.2351256203211676
K01173.01,FPOS,0.00557820841341547,3.442,118.6,,,0.4431254545454545,2.931774175800258e-05,F,0,6.1647058823529415,0.9784723992673973
K00133.01,FPOS,0.012645497034907598,5.9957,4399.1,,,0.45098383699059563,0.00018428294819315908,F,0,4.588235294117647,0.9371673248509804
K00976.01,FPOS,0.14392612914442163,6.7507,26900.0,,,0.7496023699059561,0.0019349709560281703,F,0,2.8901960784313725,1.6223968162992966
K01048.01,FPOS,0.009340886184804928,3.158,570.6,,,0.24491958620689658,0.0003624067069413596,K,0,2.6823529411764704,0.5895792870689911
K01049.01,FPOS,0.0014385391567419575,1.0801,324.6,,,0.3501345956112853,3.572329878075944e-05,G,0,8.113725490196078,0.8830092064775313
K00146.01,FPOS,0.023731204232717316,4.9658,2121.9,,,0.8246935799373041,0.001659778371627423,F,0,5.109803921568627,1.0916424386472061
K01111.01,FPOS,0.028105343956194385,3.733,399.6,,,0.372400012539185,4.4592531581499714e-05,G,0,3.019607843137255,0.9495428270843099
K01177.01,FPOS,0.009050179299110199,2.5903,17971.0,,,0.3086597993730408,0.0006378456589199048,G,0,4.027450980392157,0.7770613758090412
K01178.01,FPOS,0.013143474061601641,9.0419,15304.0,,,0.5417918119122258,0.0004166075740569946,F,1,5.2823529411764705,1.2507198948307114
K01179.01,FPOS,0.041249826173853525,5.9885,36348.0,,,0.709873880877743,0.0013904986090938366,G,0,3.6549019607843136,1.030048271362702
K01180.01,FPOS,0.09533218776180698,11.1711,18848.0,,,0.3422762131661442,0.00027987356837891537,K,1,1.8,0.7468762001026455
K01181.01,FPOS,0.0017844883613963038,2.0141,2779.3,,,0.46320798746081504,0.0008290268992914174,G,1,8.196078431372548,0.9750957485406321
K00977.01,FPOS,0.0037064254401095137,7.012,1349.1,,,6.880450407523511,0.010618196235530697,K,0,19.227450980392156,0.9326719624573566
K00978.01,FPOS,0.05189573259411362,24.249,867.5,,,1.1062856175548588,0.0017588181379023563,F,0,4.466666666666667,1.3527879190887624
K00979.01,FPOS,0.011906546896646133,3.2797,625.6,,,44.29115319122257,0.060032141314543944,M,0,25.180392156862744,1.6793033700755442
K00980.01,FPOS,0.1312277767556468,2.6897,2144.4,,,0.8460858432601881,0.0016757922641843154,A,0,3.549019607843137,1.7431069742596417
K00981.01,FPOS,0.010944597453798768,3.686,32.8,,,2.3243348965517243,7.341753818390561e-05,K,0,8.63921568627451,1.37117406021914
K00982.01,FPOS,0.0043603920082135525,5.5605,633.1,,,0.2842114984326019,3.8433342136541194e-05,K,0,4.129411764705883,0.6543023381207497
K01114.01,FPOS,0.019293909158110883,2.926,400.9,,,0.4662640250783699,0.0006208462960518193,G,1,3.8666666666666667,0.9610788067049747
K01182.01,FPOS,0.030434502696783026,4.211,4843.9,,,0.43483049529780565,0.00022074534970731356,F,0,3.3450980392156864,1.0718528620674643
K01183.01,FPOS,0.005264507868583162,3.5734,1916.2,,,0.3977214670846395,0.00012540109709935555,G,0,5.458823529411765,1.0295637641999764
K01184.01,FPOS,0.0017397545133470225,1.8592,2547.4,,,0.24011724137931037,0.00046809839781684784,K,0,4.6156862745098035,0.5537858746908971
K01185.01,FPOS,0.004560668413415469,1.8946,2006.2,,,1.2176127021943575,0.002396417429244463,F,0,10.337254901960785,1.3788388883876912
K01186.01,FPOS,0.15239949815195072,23.546,3414.4,,,0.372400012539185,0.0008410989106035361,G,0,1.7019607843137254,0.8964262334082259
K00983.01,FPOS,0.019588941273100617,7.694,780.4,,,0.7592070595611285,0.0001825583751485707,F,0,5.811764705882353,1.6188837327350465
K00985.01,FPOS,0.005483312167008898,2.231,260.5,,,0.3894265078369906,3.498419604736442e-05,G,0,5.141176470588236,0.8004721081421042
K01054.01,FPOS,0.009097042573579739,3.568,78.7,,,7.403905993730407,0.0003776814967648567,G,0,15.133333333333333,2.7003308338269916
K01055.01,FPOS,0.10123774970568104,4.737,1269.9,,,0.5409186583072101,0.0009509788503015962,G,0,2.3607843137254902,0.8744985784614834
K01056.01,FPOS,0.005068882034223135,10.232,232.5,,,0.6413313228840125,0.0005030825938642123,F,0,8.447058823529412,1.1821159757937412
K01057.01,FPOS,0.0035697733169062283,2.8239,36.7,,,0.66403331661442,2.4144022624237415e-05,F,0,9.384313725490196,1.0712107521456349
K00147.01,FPOS,0.3985283849418207,5.4126,2931.6,,,0.4780515987460815,0.000989165824860339,F,0,1.5176470588235293,0.9715043140199506
K01119.01,FPOS,0.019835075318275153,2.3145,58.0,,,0.38156812539184953,1.6013892556892166e-05,G,0,3.2823529411764705,0.8702406390021057
K00989.01,FPOS,0.22237337713894592,4.1135,9883.0,,,0.38156812539184953,0.0004087238115674477,G,0,1.5098039215686274,0.9586042726212589
K00989.02,FPOS,0.0022368960109514033,2.0799,1145.5,,,0.38156812539184953,7.193933271711557e-05,G,0,6.996078431372549,0.9586042726212589
K01058.01,FPOS,0.01552404028199863,0.9361,536.7,,,0.07989355485893417,0.0001441250330120295,M,1,1.3372549019607842,0.16350034543722994
K01119.02,FPOS,0.03711103446954141,2.288,48.3,,,0.38156812539184953,1.5274789823497142e-05,G,0,2.6627450980392156,0.8702406390021057
K01120.01,FPOS,0.08143613054072553,23.2842,66894.0,,,0.34402252037617553,0.000494213361063472,K,1,1.7843137254901962,0.8407539765180146
K01121.01,FPOS,0.03875160651608487,4.47001,61625.0,,,0.45273014420062696,0.0013119073517761659,G,1,3.0470588235294116,0.9958043242982111
K01122.01,FPOS,0.002312898239561944,3.5289,2468.5,,,0.39946777429467084,0.0008689384468947488,G,0,7.309803921568627,0.8658819434348308
K01123.01,FPOS,0.002323022442162902,1.4451,1907.4,,,0.4086358871473354,0.0007910862923104729,G,0,7.482352941176471,1.0213349473871807
K01124.01,FPOS,0.032829502422997946,5.7401,2124.3,,,0.4680103322884013,0.0009231393140103837,F,0,3.450980392156863,0.9440740621187335
K01200.01,FPOS,0.0010779652648870636,2.95,564.6,,,0.4501106833855799,0.0005954704355385902,F,0,10.607843137254902,1.0917767101318046
K00990.01,FPOS,0.18533097623545516,51.349,25457.0,,,4.672681517241379,0.004335576634095205,G,0,4.6,2.374802765238964
K00140.01,FPOS,0.0546986173853525,10.168,944.3,,,0.8273130407523511,0.00016876179079186357,A,0,5.298039215686274,2.2224649662251963
K01062.01,FPOS,0.04230412550308008,2.406,85.3,,,0.9032774043887147,4.976625071526488e-05,A,0,5.03921568627451,1.8799118109178519
K01063.01,FPOS,0.24558020131416838,5.5418,273110.0,,,0.691101078369906,0.002514920234165465,F,0,2.172549019607843,0.960679060816834
K01064.01,FPOS,0.003250793776865161,4.999,20703.0,,,0.6500628589341694,0.0016592856364718263,F,0,8.827450980392157,1.2428132953626858
K00015.01,FPOS,0.008247711381245722,3.1424,1138.5,,,0.886687485893417,0.001607548445134175,A,0,9.298039215686275,2.065552994740343
K01125.01,FPOS,0.021395863739904174,3.0122,2010.3,,,0.40645300313479626,0.00013131391896651577,G,0,3.541176470588235,0.9988858408196414
K01126.01,FPOS,0.08143805585215606,22.695,778.9,,,0.43832310971786836,8.869232800740276e-05,G,1,2.184313725490196,0.8671294189657053
K01187.01,FPOS,0.002028904073921971,1.05299,1996.3,,,0.3387835987460815,0.0006570623299881754,G,0,6.784313725490196,0.8596861649122712
K01188.01,FPOS,0.008180932114989733,3.68,802.8,,,0.35319063322884015,0.0005373276871781817,G,0,4.317647058823529,0.902637845086076
K01189.01,FPOS,0.007621857609856264,2.4546,903.9,,,0.9373303949843259,0.0016548510200714564,F,0,7.584313725490196,1.1515441250123202
K01190.01,FPOS,0.001077966587268994,3.02,903.5,,,0.3527540564263323,0.0005678772668251759,G,0,8.690196078431372,0.8962707361548545
K00995.01,FPOS,0.07105228227241615,14.581,1058.5,,,0.34751513479623825,0.0005498924336458971,G,0,2.0431372549019606,0.8880606575438503
K00996.01,FPOS,0.07105230280629705,14.755,2017.9,,,0.32393998746081504,0.0006060642413839188,K,1,1.9372549019607843,0.8080240841635961
K00997.01,FPOS,0.015568206406570842,17.573,5559.7,,,0.41736742319749215,0.00011086541000925344,F,0,4.152941176470589,0.9237028415960534
K00136.01,FPOS,0.04288538521560575,2.4775,5144.4,,,0.969637078369906,0.0006740616928562609,G,0,4.1568627450980395,1.43454313730858
K01065.01,FPOS,0.011007881103353866,4.4085,20901.0,,,0.45098383699059563,0.00041734667679038965,F,0,4.8313725490196076,1.0985431949334583
K01067.01,FPOS,0.50656504366872,4.87326,43547.0,,,0.5968004890282131,0.0012274032725913349,F,1,1.4862745098039216,1.1780223338934828
K01068.01,FPOS,0.007932736851471594,3.1793,1223.7,,,1.307110946708464,0.0003535374741406193,G,0,8.509803921568627,1.3618211886649068
K01130.01,FPOS,0.007550428919917864,2.7644,39043.0,,,0.38898993103448276,0.0004939669934856737,G,0,4.827450980392157,0.9470478079082147
K01132.01,FPOS,0.005240680377823409,3.2917,7829.2,,,0.4880928652037618,0.00033579900853913876,F,0,6.454901960784314,1.1654673250941148
K01196.01,FPOS,0.010902579000684464,2.396,381.3,,,0.6758208902821317,8.17940358290492e-05,G,0,5.3882352941176475,1.0189629843979178
K01197.01,FPOS,0.00176261245174538,1.5662,456.7,,,0.3623587460815047,0.0004806631442845633,G,0,7.886274509803922,0.9157410438246332
K00998.01,FPOS,0.4429522986995209,5.31,87750.0,,,0.5291310846394984,0.0008903724261632044,F,1,1.4705882352941178,1.1392570761662668
K01000.01,FPOS,0.0023460516057494866,1.3078,82.2,,,0.3811315485893417,2.0202141379463964e-05,F,0,7.376470588235295,0.9586166822759318
K01133.01,FPOS,0.01437896292402464,4.9095,10624.0,,,0.38069497178683387,0.0009152555515208368,G,0,3.7333333333333334,0.9197069428167476
K01134.01,FPOS,0.2746171739904175,8.702,5450.0,,,0.33703729153605017,0.0007280161923940977,K,1,1.227450980392157,0.8014032434238343
K01135.01,FPOS,0.0027012190225872692,3.9722,1345.8,,,0.6046588714733543,0.0010835246071571037,F,1,9.050980392156863,1.0507902680664518
K01003.01,FPOS,0.022890119701574268,7.5385,28066.0,,,1.0674302821316615,0.000994093176416306,G,0,4.952941176470588,1.346400369074504
K01004.01,FPOS,0.0050335796522929495,2.7391,2721.7,,,0.4103821943573668,0.00011973464280999374,G,0,5.592156862745098,1.0396141986508307
K01071.01,FPOS,0.0029899201368925395,1.8596,219.2,,,0.37501947335423197,3.178141753598598e-05,G,0,6.317647058823529,0.9585236277277968
K01073.01,FPOS,0.004416156361396304,2.394,104.1,,,0.5260750470219435,3.079594722479262e-05,G,0,6.588235294117647,0.8863200807274788
K01075.01,FPOS,0.0036790357207392194,1.9405,4702.6,,,1.0093655673981192,0.0004597219001717043,F,0,10.407843137254902,1.2319473695903347
K01076.01,FPOS,0.07973816492813142,3.4209,6496.0,,,0.2099934420062696,0.00037571055614247,K,0,1.396078431372549,0.4942044456901506
K01138.01,FPOS,0.08714071411362082,2.917,4456.8,,,0.40165065830721003,0.0008819959285180606,G,0,2.211764705882353,0.9935555411324238
K01139.01,FPOS,0.009936872815879535,5.63,426.6,,,0.5313139686520376,8.080856551785585e-05,F,1,5.623529411764705,1.172728964242789
K01140.01,FPOS,0.0015147484572210815,0.8875,1038.1,,,1.3717243134796238,0.0023986347374446476,G,0,14.466666666666667,1.3244295334063223
K01143.01,FPOS,0.02037078529774127,2.991,547.3,,,0.38287785579937306,6.750471631674543e-05,G,0,3.462745098039216,0.9741272263694166
K01006.01,FPOS,0.08380942696783025,3.576,3472.0,,,0.23313201253918495,0.00048485139310713507,K,0,1.2431372549019608,0.555519117391637
K01008.01,FPOS,1.5603946201232033,4.1904,18904.0,,,0.8980384827586206,0.0009603408182579332,G,0,1.1607843137254903,0.9377456937409928
K01009.01,FPOS,0.013942410376454483,3.659,254.0,,,0.32786917868338555,2.8825006602405894e-05,K,1,3.3098039215686272,0.7259327154619957
K01077.01,FPOS,0.003022508848733744,0.926,317.9,,,0.3256862946708464,3.3752358158372715e-05,G,0,5.768627450980392,0.8262170445042627
K01079.01,FPOS,0.0008039153593429158,2.3857,2017.7,,,0.3680342445141066,0.0006491785674986284,G,0,9.815686274509805,0.9295476223564151
K01144.01,FPOS,0.006685826228610541,2.759,251.7,,,0.34751513479623825,3.54769312029611e-05,G,0,5.027450980392157,0.8480913438916994
K01147.01,FPOS,0.0073450193018480495,2.957,79.8,,,0.5339334294670847,2.931774175800258e-05,F,1,6.08235294117647,0.998779015472431
K00944.01,FPOS,0.008509927917864476,2.5048,1867.7,,,0.36978055172413793,0.00010914083696466506,G,0,4.298039215686274,0.8191874980857781
K00946.01,FPOS,0.05592664479123888,3.447,1273.0,,,0.4182405768025078,0.00010889446938686673,F,0,2.6431372549019607,1.0455565167816878
K01011.01,FPOS,0.016969948229979468,7.53837,47303.0,,,0.3920459686520376,0.0004880541716185134,F,0,3.8627450980392157,0.9843944770621793
K01012.01,FPOS,0.002802113067761807,2.3499,861.4,,,0.3898630846394984,9.31269444077729e-05,G,0,6.772549019607843,0.9022344648296807
K01013.01,FPOS,0.0014201974264202602,1.252,714.1,,,0.3326715235109718,0.0004698229708614363,G,0,7.705882352941177,0.8385451236949663
K01080.01,FPOS,0.0030022816372347705,2.1188,308.5,,,0.33310810031347965,3.325962300277604e-05,G,0,5.780392156862745,0.7172417656695196
K00130.01,FPOS,0.09361697552361396,5.41382,13715.0,,,0.7797261692789969,0.0005407768332673584,F,0,3.0509803921568626,1.1412463569459501
K01016.01,FPOS,0.007848543008898015,1.1264,712.4,,,0.33354467711598745,7.218570029491391e-05,G,0,4.098039215686274,0.8448959187132692
K01018.01,FPOS,0.022743255879534564,2.76,158.7,,,0.9272891285266458,0.0009359504280558973,G,0,4.886274509803922,0.8070966039499151
K00143.01,FPOS,0.06201553596167009,3.6895,2250.0,,,0.5819568777429467,0.00018773209428233582,F,1,3.3529411764705883,1.3251858621350865
K01084.01,FPOS,0.003297123709787817,1.3362,185.8,,,0.3706537053291536,2.931774175800258e-05,G,0,6.133333333333334,0.9384948107059642
K01087.01,FPOS,0.0025980855140314853,4.0245,2133.0,,,0.49464151724137934,0.0009083572593424832,F,0,8.24705882352941,1.1536559620236715
K01152.01,FPOS,0.012928827115674196,3.451,82670.0,,,0.21304947962382445,0.0003560011499186027,K,0,2.184313725490196,0.519345220393423
K01153.01,FPOS,0.0017387267323750854,2.07171,33117.0,,,0.4618982570532915,0.0014232654969410158,F,0,9.219607843137254,1.110677132843578
K01155.01,FPOS,0.0025564586310746064,6.6522,2936.6,,,0.3125889905956113,0.0006292227936969628,G,0,5.913725490196079,0.7386565269507492
K01156.01,FPOS,0.005126411299110198,1.5261,3018.9,,,0.3601758620689655,0.00013919768145606267,G,0,5.090196078431372,0.7612448932074591
K01020.01,FPOS,0.14881957746748803,6.4345,10510.0,,,0.5479038871473354,0.0009561525694353613,F,1,2.219607843137255,1.0987627982822095
K01021.01,FPOS,0.0014955470225872691,2.0543,639.7,,,0.31171583699059563,0.0004663738247722595,G,0,7.203921568627451,0.7852589928040362
K01023.01,FPOS,0.023030819712525668,3.923,819.6,,,0.2711141943573668,4.2128855803516304e-05,K,0,2.3137254901960786,0.6558427098957007
K01088.01,FPOS,0.002726519923340178,1.1507,4993.8,,,0.3082232225705329,0.0006634678870109323,G,0,5.792156862745098,0.731519482592698
K01090.01,FPOS,0.022962929650924026,1.6477,4952.0,,,0.7836553605015674,0.001786657674193569,F,0,4.749019607843137,1.3024030390173111
K01091.01,FPOS,0.04172061300479124,19.292,7019.0,,,0.474122407523511,0.00024242569655356754,F,0,3.2509803921568627,1.1305145224297035
K01092.01,FPOS,0.0011316481642710471,2.3808,2025.1,,,0.4435620313479624,0.0007765506052203708,G,1,9.83921568627451,1.1000284336509245
K01157.01,FPOS,0.002556457604380561,6.551,1717.5,,,1.8855752100313479,0.0036883690072189628,G,0,12.952941176470588,1.8087681547283085
K01158.01,FPOS,0.017718802874743325,6.788,402.5,,,0.45098383699059563,5.1244456182054926e-05,F,0,4.215686274509804,1.0884716903846323
K01025.01,FPOS,0.10261012785763175,5.317,1467.9,,,0.19209379310344826,0.0002475994156873327,M,1,1.0274509803921568,0.45975011661615955
K01028.01,FPOS,0.022168261848049278,3.319,283.5,,,0.7452366018808777,0.0008376497645143594,G,0,4.694117647058824,1.1248213145671644
K01093.01,FPOS,0.001447653516769336,5.714,408.5,,,0.8530710721003135,0.0011764051839870781,F,0,12.827450980392157,1.1600203655707475
K01097.01,FPOS,0.029872823271731692,7.033,401.9,,,0.37720235736677116,5.814274836040847e-05,G,0,3.0823529411764707,0.9586144695667265
K00957.01,FPOS,0.00859825196440794,8.2806,1444.4,,,0.42522580564263324,0.0007639858587526554,F,0,5.12156862745098,0.9610243878159533
K00959.01,FPOS,0.03480847140314853,2.44093,36719.0,,,0.05064290909090909,5.691091047141677e-05,M,1,0.7098039215686275,0.09430451232443869
K00960.01,FPOS,0.043261054154688575,6.37505,37545.0,,,0.3444590971786834,0.0003845797889432103,G,0,2.407843137254902,0.8785581290694293
K01034.01,FPOS,0.0047622970102669405,2.4894,5897.4,,,0.32393998746081504,0.006618664977552429,G,0,4.972549019607843,0.8061656803401793
K01035.01,FPOS,0.0033326938206707734,3.3208,5811.5,,,0.715112802507837,0.00035698662022979607,F,0,9.325490196078432,1.3684983872733791
K01036.01,FPOS,0.05356082825462013,6.9547,12992.0,,,0.7993721253918495,0.0005853693648488581,F,0,3.784313725490196,1.1142770447540087
K01037.01,FPOS,0.010192621765913757,12.8164,2969.2,,,0.3767657805642633,0.00013969041661165933,G,0,4.3843137254901965,0.9586014609227911
K00138.01,FPOS,0.13398458305270364,6.5868,7240.1,,,0.7688117492163009,0.0005959631706941869,F,0,2.996078431372549,1.4064853309999523
K01098.01,FPOS,0.015030548610540725,4.02,598.9,,,0.41911373040752353,0.0005814274836040848,G,1,4.074509803921568,1.0475118899052052
K01100.01,FPOS,0.0020012020533880905,2.8437,451.1,,,0.3104061065830721,3.572329878075944e-05,K,1,5.8352941176470585,0.7150817536979249
